,UKF248,UKF251,UKF259,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.1352372990318954,0.03986705801257291,-0.030248605341821097,0.05118443848167926,0.11999986080132734,0.1255443405527968,0.14093257824370894,-0.02960320187350653,0.026829549481713948
HALLMARK_ALLOGRAFT_REJECTION,0.030336234046222668,-0.002869604417600366,0.045048486397128794,0.057916353313253004,0.1247102847269928,0.08398202641139604,0.07734674253532259,0.013546381540830352,-0.020412320308277433
HALLMARK_ANDROGEN_RESPONSE,0.1711387305928455,-0.007533306757504586,-0.002129276414059275,0.03271063378178857,0.12639335019131576,0.11589589129002786,0.07083067154549204,0.03553022075345227,0.07416913045903188
HALLMARK_ANGIOGENESIS,-0.040090625307539006,-0.0329915487551344,-0.002459796076923872,0.044321775505294383,0.10701732573396176,-0.06750206117110677,0.13571725454325143,0.09031706822009562,-0.0483265519183442
HALLMARK_APICAL_JUNCTION,0.16280408829982954,0.049113089667891616,0.0016356950391714946,0.03272516646264336,0.0997208076154449,0.12480538145283637,0.14901333527010166,0.0004581852270453816,0.021926939706100438
HALLMARK_APICAL_SURFACE,0.15460758978623862,-0.003729873715048637,0.03833725231906608,0.00492334537711588,0.131332919219998,0.10452486963522435,0.06489671677164797,-0.012180191216813371,-0.031219696178452216
HALLMARK_APOPTOSIS,0.050900530392611734,0.03418118316937008,0.04566381488496069,-0.03899230095350088,-0.013075760447106673,-0.022865466760810162,0.0722363040343704,-0.00334093757155752,0.04391525357178103
HALLMARK_BILE_ACID_METABOLISM,0.01825182994487848,0.026231308927799627,0.05608550753328011,0.014865904170002445,0.06048780474287023,0.08250104422556971,0.00800475052343605,-0.05450392739733858,0.02001236981760468
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06160956250560057,0.04253137116787403,0.01739130980286652,0.060615822296004936,0.13979839169493846,0.1311002521580362,0.019096473128552855,-0.05823374905713919,0.07491968856155866
HALLMARK_COAGULATION,0.11772564020168064,0.0443222069393054,0.06791997673199376,0.010858734275384153,0.10951706587850338,0.09224955949248487,0.16724100682369802,-0.08265259670223216,-0.0068690787329742705
HALLMARK_COMPLEMENT,0.05502187171046558,-0.0026600245142874308,0.008096289926929304,-0.025032244928716644,0.12989926490435444,0.08964606816062143,0.11382957286442966,0.007366679231108692,0.034160234448107875
HALLMARK_DNA_REPAIR,0.1496365772577035,0.055576394507646,0.01588857204643963,0.0771596062993222,0.13622073023572095,0.15340412491137023,0.10014184800688204,-0.0029256324904451732,0.042030875249840324
HALLMARK_E2F_TARGETS,0.13394450360110577,0.04619785186747886,0.03194857300981753,0.01807447054109958,0.16549433795213622,0.1255728954009059,0.12788384092978836,0.05260767193710153,0.040620359342921665
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10337185432012609,0.029307212733139233,0.007732857312685819,0.09418633179162941,0.0479545995502409,-0.012544023642820559,0.17048233982481303,-0.0002036061729767867,-0.005657417224111332
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05397250528999345,0.047481211017611526,-0.02494878493228176,-0.029315113553113697,0.05185968197968179,0.06768456557960244,0.10460203601664982,-0.03358315577314247,0.06288707667972873
HALLMARK_ESTROGEN_RESPONSE_LATE,0.11226414216858933,-0.03880453729415694,0.03944675105773628,0.09760305012892348,0.2182175185564335,0.16354695168828695,0.06516166633719216,0.0534074280824396,0.028734190820888364
HALLMARK_FATTY_ACID_METABOLISM,0.056673268466080354,0.005233924379288344,0.00553665761046626,-0.024928810615835694,-0.032096130388146696,0.05687368943656851,-0.0037431947180198238,0.018092508665829038,0.0346085239918945
