,MGH258,UKF248,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.0764096065552279,0.1318508014319153,0.14872670406626348,-0.006595205214483209,0.054540048965937164,0.06375187348561306,0.014039555441692712,-0.020329026280639362,0.009025260867417251,0.011757298838815202,0.2690126802460678,0.2813727788085634,0.06653563255238042
HALLMARK_ALLOGRAFT_REJECTION,-0.06343792057567738,0.07369501065341083,0.0068952863531574985,0.013757835445580178,-0.009216852355896643,0.19568113510119867,-0.036182152331129466,-0.007464960793574034,0.027970614758478896,-0.05987117671107947,0.1415527916630804,0.18194596246798814,0.03671971140456435
HALLMARK_ANDROGEN_RESPONSE,0.1139263256631921,0.1384505096104212,0.10463619136612717,0.017767915989459728,-0.0074494008148561575,0.20543890742798,-0.002064208925606256,-0.005512622250678319,0.013586544854130328,0.025508430500523694,0.2530849350806619,0.31812304509647593,0.09636562155368844
HALLMARK_ANGIOGENESIS,-0.023784902629192826,-0.044493687511644654,-0.007512355076877044,-0.011370357626604244,-0.027693448638393025,0.2500753151072548,0.007366625802299241,0.007721987129770522,0.027736616026483647,0.03715441981620149,0.008104782336950679,-0.11497569751142765,-0.009645030129132773
HALLMARK_APICAL_JUNCTION,0.16194044177230793,0.10340696879636317,0.15535584805792582,0.020135981195420163,0.062720911624681,0.2522135397027899,0.08297685527473514,-0.03574638047135286,0.07007519345725816,0.01772275860169192,0.2709969320253731,0.30271059932783717,0.09256965164939568
HALLMARK_APICAL_SURFACE,0.07446442001559284,0.1301916050899705,0.06313923436200305,0.008152885630608784,0.04758871170111056,-0.06036042117623166,-0.0008411894042035117,-0.005962081223722684,-0.0009750719411958351,0.03935803393425071,0.24176788011962555,0.2797261041236467,0.008545601885953706
HALLMARK_APOPTOSIS,-0.006152124941580632,0.01781705633615756,-0.03572530366936479,-0.026127135795238777,-0.03405495610683567,-0.06824660408888364,0.012603819073038695,0.003802019457180818,-0.006888944598929096,-0.01812174685783175,-0.0314386985566865,-0.0377130383264541,0.011189101912481111
HALLMARK_BILE_ACID_METABOLISM,0.0857492090090793,0.08902506079085418,0.1116733652225414,0.026832092057548145,0.07293306941942292,0.17452427543113508,0.07541823326534876,-0.0149783548218274,0.007691300705616567,-0.07394589887654146,0.2769066202859801,0.2669115622081753,0.040855050065220916
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11080197080222706,0.1012760317115404,0.1159276330467809,-0.012790319532397397,0.1161098447706884,0.25051219420008825,0.041437245726800354,0.04916242259702472,0.012693414420847272,0.06338487484771557,0.2836724607563571,0.277277627352237,0.06911438975745438
HALLMARK_COAGULATION,-0.04986252035351329,0.07297850799360829,0.022401772504275063,0.01838570860985607,0.023906841377648595,0.1767558590100102,-0.021172939633859657,0.03414950292214653,0.08208419800778635,-0.028699137605484978,0.2017855238363892,0.2107135231339431,0.01618265663475406
HALLMARK_COMPLEMENT,0.014406247709180083,0.10929716410262877,0.11889885948022688,0.063369691822129,-0.004751833591028622,0.08944934429459872,0.10235438314343484,-0.007088381934338056,-0.01579728749919764,-0.0016847880001432255,0.22940211444159075,0.20470117998587678,0.050529451000605005
HALLMARK_DNA_REPAIR,0.12272753803999559,0.1606395482760912,0.1881085360793401,-0.02216472946298253,0.015685012198319456,0.24746399183923823,0.04278823605361805,-0.029879659232994252,-0.015207236287693257,0.08925244567733784,0.30504529166413463,0.33363433639382867,0.09008257897409917
HALLMARK_E2F_TARGETS,0.1258760252256204,0.1148416463674063,0.12485713462208603,-0.01902363510472067,0.03668150336172391,0.2742048660686265,0.1024427326214162,0.037507582164333114,0.05524343684101628,0.04528717473779462,0.22998851601919712,0.2378884083055662,0.06733681501787782
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.12740627515116285,-0.012674418120341388,-0.08636900066693476,-0.0038910658206521543,0.0019913817530778847,0.24867446135772528,0.0623616176766199,0.009228671286573254,0.048895443946209705,-0.06579687903326643,0.01845470559838856,0.00922075141855889,0.013602115975472598
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06953478573391894,0.05602868241924409,0.06870513824225365,0.03315965294736674,-0.04039988761609954,-0.021853230168036555,-0.024963210943105687,-0.046169537047821264,-0.027172789158664647,-0.03102597151268763,0.19463931777432011,0.20566045159777685,0.07514967423341602
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04618279135438017,0.10132166169074543,0.08589672362334559,-0.0027180576916623106,0.10667070659435733,0.07188930537255918,0.012188720993375302,0.006062339915782464,0.013614390217627535,0.08363179546764106,0.29567470619952557,0.25707501563135854,0.05652497454080024
HALLMARK_FATTY_ACID_METABOLISM,0.05038450559849522,-0.013286840893528776,-0.045590445205444446,-0.0068454112513463145,-0.07024936512246428,0.0021689076765337803,0.0008810436667845694,-0.027461159459939287,-0.03021721603150376,0.033221634142598905,0.0482466746198784,0.07001280785202509,0.05582070158483693
HALLMARK_G2M_CHECKPOINT,0.0964981778383334,0.12816433193145482,0.14860997611592225,0.016622813217366226,0.06109109715765624,0.2697165472855223,0.07058330311235873,-0.05171325968985651,0.009187387894399442,0.046046253429723745,0.222503266947496,0.20109448163338425,0.0498709074129251
HALLMARK_GLYCOLYSIS,0.105139258903216,0.06173949720609002,0.13865352366613967,-0.021481743877887746,-0.08826224404209267,0.09733057353585024,0.025845485754495474,0.004074246081434644,0.0005769132981453702,0.04228463400077499,0.23982670138375542,0.26886805285090143,0.05219312763272117
HALLMARK_HEDGEHOG_SIGNALING,0.03306605843027242,0.10126687625184426,0.12750235472648097,0.010572670988451346,0.00021002024145553658,-0.19013090074814182,-0.019158292954859574,-0.022325304190873897,0.00496710247016191,0.049806854887218144,0.17995350466974222,0.20102815773294377,0.050222979378560864
HALLMARK_HEME_METABOLISM,0.08037574767718796,0.11075788986798771,0.17831889515798333,-0.0016925760583584124,0.057435185884915405,0.11583866634898389,0.032969399015325265,0.018189805463505227,0.003101492335948625,0.013641315163370814,0.30313306773107906,0.3096588277193017,0.08267809123225071
HALLMARK_HYPOXIA,0.08937112162766825,-0.06893843835578162,-0.08198642810481656,0.018383778906293825,-0.024241350509935332,0.027969232726139565,0.07478274030186842,-0.006562354143918126,-0.02913128581524549,0.008382836575547817,-0.07316009526000954,-0.06105051986473679,-0.012935528114468263
HALLMARK_IL2_STAT5_SIGNALING,0.002013389096324876,0.03605780842401039,0.09196287646107333,-0.005124899112987078,0.01785458110222113,0.10049857391243201,0.027983992168845583,-0.032220623992145654,0.002539791578234744,-0.045874431159021546,0.25728117521537014,0.2606136929068571,0.08901776004371026
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.07519797477563755,-0.010855653732056875,0.0441961249384437,0.07372140663218578,0.09382541275197465,0.2127885413043847,0.0381480026260537,-0.007614745335078458,-0.021857598773287915,0.04793549534107842,0.167539471242344,0.15327600601167662,0.05632960514438713
