,UKF243,UKF248,UKF259,UKF334,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05458729861766992,0.020045893148910372,-0.003933798231309048,0.010669085551428231,0.07302546075851869,0.08490544078791266,0.06518875762096271,0.14533179744894995
HALLMARK_ALLOGRAFT_REJECTION,-0.028274229340484288,-0.0591673504505807,-0.038160019225556965,0.044990235209290866,0.023539682144196345,0.0669996067292136,0.01842517728681555,-0.08568321853959099
HALLMARK_ANDROGEN_RESPONSE,0.12254568147163283,0.038287452302810734,0.01772560901604978,0.05330314865532328,0.10638299361330156,0.06684080820884934,0.08709684655808196,0.04638420248534344
HALLMARK_ANGIOGENESIS,0.11212238006708725,0.044882278077515964,0.023426342894255776,0.04543395426653799,-0.05540573118274987,0.03575845125557051,-0.03140936057802514,0.11996367997970164
HALLMARK_APICAL_JUNCTION,0.09263117566607956,-0.01754906140071106,0.01625277661377319,0.10708664070065307,0.08497124586493236,0.07460109359856804,0.039098578443028886,0.1210903388156745
HALLMARK_APICAL_SURFACE,-0.008385424104400708,-0.015306516747069218,0.03636147584883502,0.030766218332468495,0.01005204353090031,0.060072332198373025,0.005797834370383853,-0.0413733358876292
HALLMARK_APOPTOSIS,0.07752444613082123,0.008971945649923622,0.03556814764541305,0.030089762221415264,0.03910135971889118,-0.02258585381382963,0.0444254513893643,-0.07042530913660099
HALLMARK_BILE_ACID_METABOLISM,0.06259145501094213,-0.021381899695745277,-0.03707726625580126,0.051499233965738564,0.0038992707599646587,0.06797052749022138,0.03924547963517956,0.18648395344810567
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1008683645592308,-0.010496536119463905,-0.00510437254555569,0.07300164824305909,0.04138768344386236,0.08555396652578838,0.08148094295026365,0.17488314774342306
HALLMARK_COAGULATION,0.07411464697622647,-0.014262767390366561,0.0034480564660434795,0.10505526935036288,0.14329121959059643,0.05430063284632381,0.01593971222362222,0.04700535018914328
HALLMARK_COMPLEMENT,0.05498551367509768,0.07235675549482404,-0.0024995909768072734,0.05468487936571174,0.04277031328528745,0.11269221264657175,0.10326552668075523,0.13241138031409633
