,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.020744940771563986,0.019031002329511392,0.05534706124318479,0.023792647609300763,-0.08129709644056718,0.07503040274016985,-0.05762225883984632,-0.022433182482904136,-0.003957095915044077,0.07516688799621017,-0.046545453267611774,0.009280240510762382,0.10544115813952769,0.06449105709845117,-0.0199873954932929,0.0678405874312579,0.051988262981155,0.031859844386069446
HALLMARK_ALLOGRAFT_REJECTION,-0.024762435743197087,0.018877810034538,0.0366430058872699,0.012690824781643115,-0.06434472413692803,0.011077282320704348,-0.07823135911036085,0.0015575561359900355,-0.00810071484375075,-0.11787512402478639,-0.0360827228421729,0.03658296364497499,0.08111609379484043,0.005075311532309967,0.014679823766553425,0.033319975636306946,0.02019099301226616,0.029240413600746598
HALLMARK_ANDROGEN_RESPONSE,0.022219165242791508,0.03583184043348738,0.05321565254018742,0.047957003424936966,0.05243771785932125,0.011500688355637381,-0.09328806604503619,-0.014157489126687899,0.020612709882001125,-0.07055298963670384,-0.044080502622517996,-0.004116942317416279,0.09967335892815447,0.02466359526455745,0.012729900001244316,-0.0024185975921960554,0.02981396003793845,0.0939485448897601
HALLMARK_ANGIOGENESIS,0.026711597856251337,0.02483549195201803,-0.043308857327590516,-0.002433672062575328,0.07521705371779033,-0.03147096681176744,-0.10406724656076781,0.03411654172573952,0.004639202306664639,-0.11957367875508777,0.03579750051371229,0.057205282119706206,-0.03686599073209869,-0.01449254353807175,-0.04252241288743555,0.014458402582797257,-0.05063117673496525,0.04143420658895614
HALLMARK_APICAL_JUNCTION,0.031538660751213095,0.03548955410285055,0.051794549141345736,0.06754165358202222,-0.042745245311191615,0.036191374466053514,-0.11298424790276762,-0.004890294292011453,0.018302645423637926,0.063470684200607,-0.006350961696093059,0.05039566115036734,-0.021814453370152417,0.090953569231706,-0.03025500161926065,0.037523595763028696,0.060406884059307275,0.01648305887365366
HALLMARK_APICAL_SURFACE,0.013845120978054312,-0.013385380072313734,0.0726810321881125,0.037496932286405285,-0.05876585719524862,0.02226871132738556,0.06946663403802363,-0.026087070616831524,0.0602865185673435,-0.03415398397772915,0.031405808301930696,0.03006646366542759,0.09827162558467814,0.10354052816994855,0.00548269928921533,0.042209535673885176,0.006315348334841663,0.11101379741518544
HALLMARK_APOPTOSIS,-0.011175934849995326,-0.029349802779451713,0.013509544309109731,0.006565887859496302,0.018503773111484115,-0.011168650941662438,-0.014408258060150331,0.01272342745223846,0.013085000780380501,-0.026647620989524765,-0.020544132439902836,-0.03398321703037656,0.0018617588006722982,-0.01594421045064559,-0.012181322177702835,-0.024315576527747646,0.022580791131534415,0.0385249094655241
HALLMARK_BILE_ACID_METABOLISM,0.04185609955371847,0.035540975776744935,0.05707459473708615,0.003983523009894026,-0.08723242633105523,-0.002221087991725481,-0.1372677998717251,-0.007457482752443839,0.037287276239443584,-0.06281986048088077,0.022874891446836212,0.04247549524387547,0.017498876861265757,0.008438552484085916,0.021858696969731712,0.005187428428452138,0.05331331208570338,0.0003293699842035509
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04104051711247537,0.04895712753378988,0.0760041196251007,0.04088031077486655,-0.02003259259651462,0.05251564438207609,-0.09003308354206535,0.019543032031741715,-0.048853309603069314,-0.0665732809805485,-0.06351408671407424,0.029923143179189225,0.11568252372110932,0.09312848979436869,0.012432008385763006,0.06944365066903725,0.0645296522032287,-0.023407452577679486
HALLMARK_COAGULATION,-0.022738887395185037,-0.025066699162062018,0.02080883988763642,0.03481750822361451,-0.07540844666673235,-0.029962458595790394,-0.1162386422455698,-0.007959466751482288,-0.01463771761594477,-0.10117348834912396,0.06526682261200868,-0.01147079869153569,0.017324415500197882,0.04232844379307705,-0.05484401075217776,-0.013788126291371088,0.02394535875542326,0.033765203160747714
