,UKF243,UKF255,UKF260,UKF266,UKF269,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk
HALLMARK_ADIPOGENESIS,0.10777787826873948,0.06942769594883187,-0.010653303361652537,0.0416397766110306,0.08200762313815725,-0.018775748931325435,0.05247207386823126,-0.04498507682755097
HALLMARK_ALLOGRAFT_REJECTION,-0.03518127943832608,0.06395145421345663,-0.08303020698560967,0.06995695423854606,0.08732841450426371,0.0025267709907000387,0.07883452703302717,-0.06564125494071205
HALLMARK_ANDROGEN_RESPONSE,-0.0423230335492786,0.003041010407105104,0.01877438769717902,0.05131611930946983,0.053523514696453875,-0.03604589195657275,0.05542884625037286,-0.019513482893132976
HALLMARK_ANGIOGENESIS,-0.06405562928899629,0.013452540495995337,-0.01067708600160357,0.07637546922628333,0.08557688622077843,0.018077277354245955,-0.022497949380475578,0.005863288611630227
HALLMARK_APICAL_JUNCTION,0.04566420719131756,0.05046730266048915,0.08736399909507349,0.0520657533309917,0.07810137494246004,-0.0175394228720864,0.04291621386865523,-0.00902559437408759
HALLMARK_APICAL_SURFACE,0.06864002588418185,0.03025569381002894,0.07411762583782144,-0.006166761866234782,-0.006421502843595103,-0.018900725576375652,0.03472262440443271,-0.0010246529231845807
HALLMARK_APOPTOSIS,0.10986181366222697,-0.04104936285288828,0.038095323952306415,-0.025946235513290346,0.06004815636601422,-0.017445578964878795,-0.033871242936615385,-0.036767638731727316
HALLMARK_BILE_ACID_METABOLISM,0.04590989475990039,0.022710736138735303,-0.020928121129616707,0.07767397502855376,0.05561362782826854,-0.04140326914922496,0.07766452778043303,0.009399942572455468
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.058651827794786164,0.10119499706685711,0.060746650863335735,0.05596124356223306,0.04945290354069328,-0.004047481587225275,0.08877696090416695,0.06275297923752944
HALLMARK_COAGULATION,0.08761365660312685,0.06193725157087581,0.06985221250083061,0.07064607913595376,0.09773997593128209,-0.027361565650641646,0.08494799671829373,-0.016641328157552496
HALLMARK_COMPLEMENT,0.07189440173803405,0.07611504945440227,0.0033860756188249337,0.035807126148675185,0.09639989982633035,-0.008816142562430036,0.031413241514402335,-0.0638044245689122
HALLMARK_DNA_REPAIR,0.037268816632097385,0.0619678731829994,0.015460779512793137,0.07751262551692033,0.0682397696595871,-0.021565293017252643,0.03828671692482462,-0.058865104580660535
HALLMARK_E2F_TARGETS,0.03572730676269987,0.07093360257601965,-0.025506359377012112,0.04733221472008187,0.07680739265115685,-0.046394910484365455,0.0012330835078095818,-0.021540766316806875
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.007275048714720292,-0.02250169316861804,0.08092878716324578,0.08935492364645822,0.09662916400491646,-0.008987484514125347,-0.055661923480585046,-0.06849284859770362
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.002087868447424347,0.09844775795310819,0.04062293682917497,0.012418815617625634,0.08601447147902323,0.0019358281854177511,0.0015197307006954688,-0.05808636651174297
HALLMARK_ESTROGEN_RESPONSE_LATE,0.12245874157687812,0.06449719844178188,0.018844945296094453,0.04565241936567085,-0.028483499212586538,-0.01566562321128361,0.060058557885086294,-0.011944030504277801
HALLMARK_FATTY_ACID_METABOLISM,-0.009747362686998303,-0.0869475826398909,0.05814650906838955,-0.0005712481450688919,0.05612987555604499,0.025318917666073432,-0.03967640917430417,-0.008499378545994639
HALLMARK_G2M_CHECKPOINT,-0.03211180377495063,0.07924429957666576,0.05994518345434976,0.06891755390823578,0.09024305615183786,-0.038685115035752074,-0.000830374790668299,-0.07584367665100926
HALLMARK_GLYCOLYSIS,0.01773754604874436,0.08682653771018452,0.062073816191334195,0.0417398207543495,0.07669243016700864,-0.01438988429069118,-0.028203466019172837,-0.0476447263998557
HALLMARK_HEDGEHOG_SIGNALING,0.12140926002086354,0.0306788634496578,0.025133473918071737,-0.05511557787029962,-0.037745803506565444,0.024062005072182445,7.027915223686405e-07,-0.05596041432155648
HALLMARK_HEME_METABOLISM,0.023725254422385687,0.031984452986728994,0.01398238749023449,0.05460572069659069,0.09292766428249791,-0.0022495213134183616,0.03554143708183092,-0.05530344283276927
HALLMARK_HYPOXIA,-0.06826268131791881,-0.049009634312901076,0.03613509618232163,0.04173077264832516,-0.008798317298194061,0.05148170083816405,-0.06160260186951906,-0.06818276325381843
HALLMARK_IL2_STAT5_SIGNALING,0.056552505435837494,0.05794769621218181,0.0387268608315103,0.06388346979870554,0.07016897981852756,-0.002183534201478806,0.06287640141150576,-0.01573297579376639
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04662820197712435,0.06788868556770211,0.08015704196988017,0.09428133271261958,0.09331612043637175,-0.03461558195448013,0.05661405552628009,0.006628211535813262
HALLMARK_INFLAMMATORY_RESPONSE,0.072486277367316,0.023455321819601273,0.04050207536662206,-0.052863297882385696,0.04782843548479883,0.046451577520874754,-0.009333864121853622,-0.0485748438842145
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.07006792508167356,0.04618275341853988,-0.015515640851140896,0.06438633198070198,0.06532500453796034,-0.04158738765307387,0.10525104193106595,0.024322063714416167
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.011500016434173735,0.033131003480555504,0.06509782490979182,0.03503270664855441,0.09374028230118023,0.01183737590040709,0.0330970602733348,-0.08767775338157849
