,UKF243,UKF248,UKF255,UKF259,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0007777569859460729,0.01739224990400877,0.1111870241434461,-0.06576084009703209,0.008386642402645353,0.021408280778728615,0.09026697545567947,-0.007690253938314805,0.10878826169654406,0.019811677607625065,-0.016595807861256855,0.04966694540236972,0.09734807469066313
HALLMARK_ALLOGRAFT_REJECTION,0.044379117150023156,0.010317832838019526,0.13261786188360114,0.006837416695172052,0.005235637127833211,-0.05562580745470585,0.07478976020225468,0.007975895312360528,-0.009658786248268632,-0.013555000727916875,-0.02188225836349479,0.01779845258232473,-0.009135344150468749
HALLMARK_ANDROGEN_RESPONSE,0.015332764049726597,0.008847290923672018,0.04669030497035024,0.017925455870752727,-0.020014065709318022,0.012596246303695189,0.020713998874274348,-0.030537680188851724,0.07789800358662705,0.02965579247825337,0.0073447789987042605,0.07731004139685618,0.05992062611001011
HALLMARK_ANGIOGENESIS,-0.02620586907685536,0.029729191038383018,0.017587890672267927,-0.002977464721093006,0.009606090411591219,0.08994286900149112,-0.037797597237149205,0.05041794653509521,0.10485654082884972,0.0649355544570655,-0.011459993325866544,0.004436147916566769,0.01523032761457448
HALLMARK_APICAL_JUNCTION,0.013596595513451843,0.0179104362088152,0.08651800076362058,-0.04962689013291255,0.03755082123356509,0.06984394857781909,0.07187312155509762,0.02442551645527838,0.050080018322436845,-0.017806526960734214,0.045958827711210994,0.04759205170232094,0.1035730888958688
HALLMARK_APICAL_SURFACE,0.0047755728273029575,-0.00426819051044443,0.05763625520944358,-0.017609134381984116,0.0467689076531646,-0.025762726350393415,0.08245500093257938,0.0031651379136165697,0.11845242322778539,-0.00883106896404164,0.021095235143295088,0.04078310574037009,0.04638683110247258
HALLMARK_APOPTOSIS,-0.014954693794184888,0.02453244229301925,0.03991637651862709,0.012148963698933871,0.014740252392402802,0.07079190467503549,0.020487760135290065,-0.042951811159800984,-0.022927672266365343,-0.011934463324412361,-0.0625028957745843,0.049411554388082465,0.020687274877278033
HALLMARK_BILE_ACID_METABOLISM,0.04267918201226567,-0.02536874398654507,0.09032111471273734,-0.0014600740732309695,0.014997252657796518,0.021238687092892568,-0.006720002456266409,0.031266966257073155,0.05823133632369646,-0.024104653759544303,0.04104225341732645,0.03643724851135798,0.04404821531329685
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.019050783189133075,0.013793100278359819,0.1304376133710372,-0.07897623003136713,-0.0011968127543882288,0.06431306025849032,0.07550311385079432,0.02518299627356044,0.09763783442335267,-0.0409550157160898,0.023331224046854296,0.06024042615513735,0.08469530660821512
HALLMARK_COAGULATION,0.0356047944810204,0.01126988998157433,0.0943161908279775,-0.040341639122436664,0.024733478497522908,0.03579760360869196,0.04512113179569098,0.01166462265854733,0.053308174374371804,-0.07462485295324796,-0.03561407837235504,0.02986824213703186,0.07252884224718688
HALLMARK_COMPLEMENT,0.041929623114493664,0.02688417800537849,0.10358622432389751,-0.07343720064945339,0.02277278338638854,0.046812201857786534,0.08337690342430595,-0.04408243563713491,0.07769404146049648,0.025570980167451237,-0.060365414787161426,0.03829231206500037,0.09600352393620555
HALLMARK_DNA_REPAIR,0.008710814279926619,0.012454440377803327,0.05900659510007242,0.04061932965753587,-0.00022053333791537065,0.050784263401031156,0.0984031506102438,0.04646904788974774,0.09872184982284608,-0.01782113018111527,-0.008923811422785963,0.03102378273897015,0.15320107304023806
HALLMARK_E2F_TARGETS,-0.03425453526153126,0.0011869498747485306,0.05458725137604386,0.00949831393361391,-0.00280167433157839,0.0017590710071074987,0.0670053369470299,-0.0012007475131255493,0.054356354554047255,-0.06523200477266909,0.015570489359454057,0.048626197582570675,0.0781136444128916
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03667502440703405,0.032947173748181784,0.02145986571733274,-0.00013865008348663135,0.04728591667732969,0.09691410828562542,0.010303971723537203,0.042426856409649126,0.036541770902041776,0.037412252213238975,0.03304581248165323,0.012150908619006804,0.07524297761329374
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.016384586537075255,0.005370737964477481,-0.04970330952062969,0.003725662240595969,0.01860334923657407,0.05564862177475779,-0.009834492390754214,-0.05659644011117902,0.053343113713694316,0.1312501866398628,0.0375739091698647,0.06731785346056969,0.12101540203798938
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.010134783207412462,-0.02042775474002922,0.12569868131127984,-0.03160757675241299,0.03996268583394112,0.017914927797394602,0.07281410813092898,0.07659383028996201,0.07987551046691505,0.05584136807808702,-0.0055419126891340705,0.061261071939146594,0.04403965258957614
HALLMARK_FATTY_ACID_METABOLISM,-0.022434357520921742,0.020326288055327133,0.006123405871435508,0.025510659889079534,-0.018236991603668453,0.07877775966148771,0.0407684001823529,-0.07138709483261081,-0.026562259436402367,0.06936157805423311,-0.019087528685255668,0.018785983758349674,0.06308042351067993
HALLMARK_G2M_CHECKPOINT,0.026371626880904747,0.00879284555749962,0.04479958374685082,-0.02519890075032885,0.020988044134864405,0.04692189360165314,0.07253522438056609,0.07969628539460813,0.057961974921398096,-0.041094116949821034,-0.0029302626100884297,0.03935754963700308,0.08829307248306105
HALLMARK_GLYCOLYSIS,-0.027659547937428326,0.007683908111209361,0.05858134543757459,0.011329336867599194,0.02223408458821421,0.04781174850811573,0.02526555128723725,0.05873276308712726,0.09356336993005013,0.08233263528696336,0.06112105900513762,0.036078244443560704,0.07861529033203635
HALLMARK_HEDGEHOG_SIGNALING,0.0032872669034328516,-0.019401837840439272,0.003370765441233548,-0.03622781340636438,0.05439436103225866,-0.016058083902106543,0.0922371396594525,0.04456633110001475,0.05596475867021021,-0.010527068694185317,0.06785506113306777,0.06795905372551682,0.07028942436228282
HALLMARK_HEME_METABOLISM,-0.01615484062392924,0.0018577862557133777,0.09099400005892276,0.008373141632682402,0.025732790334702143,0.07427216977864118,0.08467319074244134,0.07464246782639469,0.09874812898404592,0.020350687166664584,-0.010284222766450305,0.07523520076904532,0.07420791736685713
HALLMARK_HYPOXIA,0.038967548237071305,0.0323586340751474,-0.059118980306265036,0.03856270740688237,0.03752752993127998,0.06793809323459567,-0.0038919367404254496,0.06794410261115534,-0.039108169894671654,0.1385492394136235,-0.007657424696815772,0.001937927830602871,0.04585838565500401
HALLMARK_IL2_STAT5_SIGNALING,0.04720827687358675,0.034995028784253375,0.06515246831974879,0.027101423014555738,0.015531235308949641,0.03606225091417403,0.03266627153422495,-0.025482561102943658,0.07192666145762694,-0.03552821440001605,0.01064234921817533,0.0723376577595621,0.1245099523254675
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06610082877505252,0.051768960570251266,0.08295493135055694,-0.04948226989562682,0.04105386364848677,0.05173978782249824,0.0508096192599111,0.022585124035150728,0.13149256109271074,0.012592398940463755,-0.010625049489546496,0.030083309358644693,0.09160173510129949
HALLMARK_INFLAMMATORY_RESPONSE,0.08761867029410164,0.002048670529750617,0.11952697625286195,0.010781447767259107,-0.00435895958484645,0.07848485900185144,0.04135136512653878,0.007646191416362399,0.02136197178715212,-0.06006000617837105,0.010951551726735745,0.0357765250682858,0.030970754494156642
