,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.0640599546675416,0.24637205437962723,0.029308781039865558,0.07985673115428134,0.03532993006143709,0.1330744374533649,0.05673853439486503,0.13428521160307078,0.09297845766015059,-0.18523835905686453,0.03576293818593193,0.09295088935728515,0.16395362517513556,0.18335095497001438,0.195272767575474,0.03964326945523996,0.011014433153129928
HALLMARK_ALLOGRAFT_REJECTION,0.053570113049663526,0.10831529506650737,0.05023318579914159,-0.030354188482149064,0.007417268692799073,0.024314084349499967,0.035213667768973604,0.04179718231818801,0.11865313782665453,-0.16708479365982346,0.024329486852860925,0.025334432270753465,0.18502498144445795,0.09466132621260386,0.06843692293156203,0.06598402216942868,0.10765603188143985
HALLMARK_ANDROGEN_RESPONSE,0.0842451532473701,0.22487017016153293,0.0201484491858596,0.08124938307240083,-0.0008039358612151768,0.0771814441336673,0.08230610943008752,0.12450121683445758,0.1930406549920293,-0.1615428226664743,0.03954033505160455,0.033483120439648566,0.07300366061144561,0.15508104240202736,0.17006896789802303,0.07767266523624917,0.1175170450470219
HALLMARK_ANGIOGENESIS,-0.0004336152687864053,-0.011480878061235818,-0.09740958205370127,-0.0038489307984695695,0.01909652790621471,-0.15552930545798935,-0.05344509303065608,-0.07774068092797604,0.07671518758761336,-0.13059097244370746,0.06298045232317427,-0.04076511073527971,-0.05731846220480359,-0.10734468116735064,-0.11061198907796266,-0.01195954103557991,0.16479543140165384
HALLMARK_APICAL_JUNCTION,0.06669733212893013,0.23790390310868068,0.07081435168348502,0.040296272477613075,0.032451080202569295,0.02165732673724023,0.0468669109805849,0.05785846153865742,0.2115636839924541,-0.06877908532725646,-0.0009804563932561854,0.03416733502192938,0.20013081549927417,0.1730430493767048,0.21884796937852172,0.05486682817561565,0.12488163364954405
HALLMARK_APICAL_SURFACE,0.05405618207852484,0.27845307181717227,0.09815805518388734,-0.024353858751751636,0.04736197198689394,0.11671668889083295,0.022780098388102073,0.035327533900279436,0.10728537641595358,0.13294190449080565,0.0015995049254550293,-0.0006765513702695972,0.1550236404552553,0.12239208266425072,0.1642702601777858,0.020636648309144693,0.11410138354823833
HALLMARK_APOPTOSIS,-9.059310030619768e-05,-0.01884854173668906,0.02396898166112282,-0.03406085459421538,-0.00878453983461909,-0.11234210540499076,-0.01391695806842751,0.08209251804124115,-0.01145959521052792,-0.17648555767131874,0.07496677041349671,0.09429498741638238,0.05550503871824476,-0.10834717046070057,-0.06671208084270423,0.0017957126826346204,0.08626334627877603
HALLMARK_BILE_ACID_METABOLISM,0.012230684061389963,0.2943266344659039,-0.035790566922822384,0.08437152945446189,-0.009410388410472977,0.03536607877133991,0.00881142765924735,0.06387155843516623,0.13120744334273776,0.05937672792422728,0.0432870848223196,-0.018881871981043224,0.06387585518911235,0.1852624969405652,0.18860885770382918,0.04015332858739839,-0.041983128802607586
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07595332515108498,0.26219706073033533,0.0814417965892679,0.02047230644256677,0.005315497579055771,0.08580851239813068,-0.05207675938422277,0.12260420062376444,0.16257975493547783,-0.024786291979102277,0.008764670403843334,0.1300994419556951,0.12501658916305383,0.1716656718679112,0.192352212080651,-0.017581828155512624,-0.05412092398152665
HALLMARK_COAGULATION,0.09657162368058553,0.11064847783650351,0.06868522783380555,0.04184309041988146,0.008671689461280373,-0.0860426966626855,0.06559516388334916,-0.018854975623192823,0.2028352667263331,-0.25979632692310684,-0.0003057645853053697,0.015804242399159934,0.20997681612508184,0.07634703902464655,0.1186678239311654,0.028733430897541972,0.16189689251419306
