,MGH258,UKF248,UKF266,UKF269,UKF275,UKF296,ZH916bulk
HALLMARK_ADIPOGENESIS,0.11016448817220459,0.028896349961245137,0.04193589203131426,0.1077398409106549,-0.03093025313459694,0.026013574367634264,0.033272007439916276
HALLMARK_ALLOGRAFT_REJECTION,-0.0790001856894814,0.02348725332413568,0.056743536321985776,0.08572678101041752,-0.010562920742171687,0.06797306578583684,0.07906502072719745
HALLMARK_ANDROGEN_RESPONSE,0.1309758632792391,0.021636719651161002,0.01788638146955016,0.10402253114875834,-0.0641711384952506,0.022051832747682493,0.019210729713813036
HALLMARK_ANGIOGENESIS,0.007685818056486914,0.01897253939681234,0.06654506672289748,0.050624624883952245,-0.1038510959095019,0.030572976379277552,-0.027564220093230354
HALLMARK_APICAL_JUNCTION,0.12545157613641117,-0.01074254194464111,0.0705173285005206,0.10112306625712178,-0.07693557879796588,0.015362011738348197,0.007519881410212005
HALLMARK_APICAL_SURFACE,0.02079685300374211,-0.04116339203568538,-0.006465038323984211,-0.03770730263309422,0.025946214373364904,-0.028533566981720684,-0.08245683281343685
HALLMARK_APOPTOSIS,0.06537377962789355,0.002992174453439048,0.021776974218470226,0.029522268837686983,-0.08573098328462128,0.01703359828608861,-0.03867008169287375
HALLMARK_BILE_ACID_METABOLISM,0.09984728680614069,0.026258472484890577,0.05958927076382046,0.07858209681086654,-0.07887992302434663,0.048129229061881336,-0.00027430457916936715
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08424336689105566,-0.042005877151396386,0.012717285795682445,0.11259787291265516,-0.08020005574671644,0.06394704646322419,0.017340951384698558
HALLMARK_COAGULATION,-0.10634884130924563,-0.011335298715062848,0.04256344389089118,0.05064622403257668,-0.07428099322330316,0.08099008044544213,-0.02067296468387027
HALLMARK_COMPLEMENT,0.01887712942074956,0.003767071982703151,0.02218027706427297,0.10893151498853934,-0.05785818903737359,0.05461603390435252,-0.012132867036196787
HALLMARK_DNA_REPAIR,0.12514291840556988,0.0067777417038694015,0.07270059041073676,0.12917922724655703,-0.09562718506425906,0.056381860899469075,0.03355764728981619
HALLMARK_E2F_TARGETS,0.13857705141068496,0.03048605566086665,0.06870370455383167,0.1057987352953355,-0.08293396055853583,0.009857057446007204,-0.03564975543958937
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10719583395431144,-0.014497916422597712,0.06143652573209957,0.08563471241471232,-0.08574456774860914,0.08692137332300341,-0.03092223871667702
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07858796512253752,0.011380762017219931,0.019099132832325685,0.07390318773454352,0.023350104167694362,0.04618005744022208,0.04819168817067501
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.03972475356482683,0.00036968613309374564,0.014717692643886402,0.02519089944789791,-0.06518747314164826,0.03969036356758112,0.019706819781379115
HALLMARK_FATTY_ACID_METABOLISM,-0.021537212795092357,-0.010683264844083024,0.012814648515952272,0.03397798118436859,-0.09766884629271576,-0.004949854310342999,-0.024378632172535157
HALLMARK_G2M_CHECKPOINT,0.08529235033979976,0.014853629323508415,0.047624696226265445,0.09018219267802519,-0.0777573641911503,0.03639902435965159,-0.02301671285302494
HALLMARK_GLYCOLYSIS,0.09794427113809284,0.0019147408836380966,0.03018828057136419,0.09987716935108965,-0.03697524582741917,-0.012737764273509726,0.039550257988009034
HALLMARK_HEDGEHOG_SIGNALING,-0.012021355876579412,0.012557927111750305,-0.03941396437925773,0.018436818368721644,0.09179996743989735,-0.036572794889555484,-0.007691364017759896
HALLMARK_HEME_METABOLISM,0.08568307567243579,-0.01527421279349709,0.04467737383950834,0.11984546341982667,-0.040101670443805644,0.06708281770499996,0.06731277353894541
HALLMARK_HYPOXIA,0.0778710683070839,0.007341300264933923,-0.004199060648225975,0.01013673503176993,-0.05933912971915177,0.0029542013603707875,0.0618115602856864
HALLMARK_IL2_STAT5_SIGNALING,0.06323976983771949,0.011775284706919383,0.05956743356616475,0.08030786314822692,-0.05273621256594868,0.002221300496888483,0.05841459797881429
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.03329635645701507,0.00214809405089704,0.058799495305047175,0.06635003654022456,-0.06355081928230202,0.06625488139586619,0.014103989863650182
HALLMARK_INFLAMMATORY_RESPONSE,0.030859534235905442,-0.0182203896518071,0.03270423843736976,0.05309757429831956,-0.048731425747348706,-0.020096831567819707,-0.027087259416585796
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08680093689147654,0.03398148569434556,0.06921565750576186,0.07812622311725219,-0.002050441286771345,0.055359741594592865,0.06809316057077605
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.09483219326162733,0.02373895845852011,0.002922213952453991,0.07475021505654297,-0.01424067313931597,0.06230490188804945,-0.007867984882594088
HALLMARK_KRAS_SIGNALING_DN,0.029822718415236683,0.008346823504971365,-0.0004973089416098874,0.010816217783314647,-0.022662290557578985,0.021399513166876605,0.07466899637016654
HALLMARK_KRAS_SIGNALING_UP,0.031312833751064535,0.03632480166629707,-0.04109242383097143,0.022647195383504695,-0.002717354759656406,-0.060483097358500416,0.06682142394739725
HALLMARK_MITOTIC_SPINDLE,0.08569786014127337,0.001345024192742294,0.060805817467764756,0.1106569828577013,-0.05260060689593003,0.05837869701286642,0.014756061032643727
