,MGH258,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.05655979993122576,0.039933367552908904,0.026848070637373007,0.009250575323755573,0.06386666235411621,-0.05306134495404211,0.015334212783076881,0.056629021845121294,0.04205102363211766,0.07142395552555947,0.09738718603088005,0.005013047976110057,0.0983508879487968
HALLMARK_ALLOGRAFT_REJECTION,-0.03766369588502994,-0.004727011316964747,0.027753100985706665,-0.0031194633703242936,0.09343318428461163,-0.07621720205424734,-0.0179585905740188,-0.08318283957913734,0.03749473073602131,0.028626816528697818,0.08716957959356589,-0.010915101122087193,0.015170826976032316
HALLMARK_ANDROGEN_RESPONSE,0.04716860910193306,0.0637536594486763,-0.0074534990527546224,-0.018755375440477996,0.08173759910435004,-0.05846188525677753,-0.016892727398822135,-0.0918733587749325,0.02798432035860255,0.05319340827872431,0.10430318597558072,0.005360051095893942,0.07044606653259813
HALLMARK_ANGIOGENESIS,-0.04422996548224806,-0.0033281054155387263,-0.06840014297203036,0.02364109223241417,0.09132900228801483,0.03765429883025503,-0.03179664209435066,-0.07047655181625824,-0.003311552415517961,-0.09399517858212128,-0.025297221325728855,-0.032546432709755005,0.004012825490869478
HALLMARK_APICAL_JUNCTION,0.020815793103104278,0.06289186766865963,0.03566804435027137,-0.016251266330680726,0.0774358920335735,0.055819453105662095,-0.025796852337345424,-0.03249909369459091,0.028385120498970583,0.09223564464221691,0.11076171080483267,0.03985110542611966,0.0913562992481575
HALLMARK_APICAL_SURFACE,0.017633076420287178,0.10493869380723521,0.013642364176562713,0.001081929269314333,0.0037985669443900572,-0.03987832323842587,0.010733679679696989,0.04347641807220443,0.0013560773932073543,0.011584075151146574,0.06129767511657223,0.014628702697595506,0.052707324686448266
HALLMARK_APOPTOSIS,0.005917979762303935,-0.006270936733280774,0.004485107483532413,-0.023046258461094937,0.012047600511723397,0.03421287720442932,-0.04973197100858626,-0.020596229272833753,0.007697392394130443,-0.006649527162483967,-0.04402054500502959,-0.027880064071103095,0.010982001838351052
HALLMARK_BILE_ACID_METABOLISM,0.018913487419244236,0.040928857104296085,-0.032408596498428636,-0.04778619221791136,0.05875984991322779,-0.00260213307975772,0.019653054011153425,-0.04987925822353577,0.013652588755912775,0.06267069706549272,0.05133888954684288,0.028409741900256236,0.07063016788109802
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04450586702539985,0.01957903021270792,0.029537442734571786,-0.05081365098757485,0.056961567476725324,0.06718914720998892,0.025368232672682834,-0.050361357788569074,-0.009548366123776972,0.12097037269134492,0.09439090522458195,0.04405640393441969,0.09025915925825424
HALLMARK_COAGULATION,-0.046056417939614486,0.017963316402734852,0.08050197388517245,-0.0012397156828637052,0.05502269656167115,-0.031058184676583164,-0.03303589710836751,-0.08158779377706316,0.04939315581419063,0.008260223989182405,0.043201457858382045,-0.010685252557412017,0.06626906239419804
