,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.01230003561630221,0.06443978860401865,0.08224389289371148,0.024497581013682445,0.035079053685565485,-0.055569699517595814,0.05645782443474987,0.12258140823838265,0.025280177985012885,0.02586810608096954,0.13360809525590095,0.08398449098297318,0.11163118058352305,0.1108582903845322,0.14029101841618277,0.055427656628819336,0.013841484856321891,0.13700329104818643,0.08866886349607153,0.060785655751397896
HALLMARK_ALLOGRAFT_REJECTION,-0.008671097250610103,0.05992686006675257,0.0830987804376467,-0.011198516350944538,0.0948467627069588,0.047237328269983225,0.11171929659742771,-0.052758261299270116,0.0023556135076909057,0.02113729011849115,-0.01889634840571022,-0.00423002969711606,0.02150981890757427,0.09676386480379606,0.06601457403269681,0.026363169451295226,0.05609964053952521,0.02815000032906435,-0.08942120877451537,-0.049786702640144474
HALLMARK_ANDROGEN_RESPONSE,0.04277771710744319,0.08458135445375209,0.056536332492899695,-0.024471272361811548,0.034928413000302125,0.01504057680580746,0.13387982715405958,-0.013938322326811844,-0.019298184518475304,0.026423812076767705,0.16789234032945924,0.08204537944603509,0.018689705754610177,0.031205030778063348,0.14136904212065368,-0.03644507327428974,0.002333718813528323,0.11256227817786549,0.06774702437681468,0.04644166374749761
HALLMARK_ANGIOGENESIS,-0.011815560609620517,0.0747072287257054,0.03865560182305759,-0.0016333393653813675,-0.04916121325564186,0.016492271372495426,0.0947624961510385,0.04731133680748608,0.032564203605594186,0.04026453703397376,0.1139622701261176,-0.09686682595592092,-0.14004813921919668,-0.0454937073221508,0.0017187633241900926,0.034095102363860874,0.07417625869781992,-0.05735779741160023,-0.021090710559486924,-0.03834619194417336
HALLMARK_APICAL_JUNCTION,0.05054672651210226,0.07243792268587869,0.08002101889761518,0.08832875389706564,0.031826530567466066,0.0068894231385828175,0.09737878771375835,0.11049125554123958,-0.024395976565331903,0.06462519868263714,0.1335355239135739,0.026959689559372703,0.02533531470179064,0.1209043296672565,0.14422705053149476,0.09034754217096427,-0.03445864260158788,0.122898358884589,0.07294465409936801,0.13054654631331802
HALLMARK_APICAL_SURFACE,0.0858396997327031,0.06607419671343538,0.06692395352960774,0.027565826221971554,0.004398321495292619,-0.03759168530499331,-0.13584444204325444,-0.02535997361382877,0.0035809943746072455,0.02420086720235507,0.08834128243617845,0.1146079700118765,0.05996369737322609,0.0815778554139466,0.11849316069735026,0.06555062729339974,-0.06889878608952008,0.09400451511058878,0.004374649588585943,0.1584454552744503
HALLMARK_APOPTOSIS,0.030416271911681027,-0.025761762325870505,0.04975486478874637,-0.013454504209845564,0.03902585730563627,-0.023629372668905572,0.03001342697332188,-0.006472869852901317,0.023795329784305673,0.005732928619002176,0.03878666704158921,-0.02217170623219858,0.0839108290507054,0.05212657579772504,-0.08266487773682997,0.023405544454393995,0.0314978897841182,0.05220975847111791,0.003485420870269836,0.06964140992217277
HALLMARK_BILE_ACID_METABOLISM,0.010591259695832312,0.10785659527015062,0.05674867734787385,0.006088058287700851,-0.015148725172426283,0.024961838492369517,0.1236532894877127,0.08021561979879117,0.013142143781162952,0.024918399768301965,0.06905008490726068,0.11111617913286606,0.045545313541275674,0.10979604917432442,0.13588816068116333,0.08262487898170086,0.022429672264976157,0.1473009684500548,0.062247048649608686,-0.005018905189869256
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.012779181141438719,0.09448690224670891,-0.005654348478418505,0.04764809572019247,-0.026034184046596985,0.041851691192144914,0.15363211553719627,0.07774157872066155,-0.002287757971888014,0.028705756184068388,0.0972804155279806,0.10373547690063509,0.09201339560999285,0.12630729516444186,0.13553462999896357,0.021319389174785406,-0.041197036121675676,0.18154264947877247,0.133328250684466,0.034168080875492314
HALLMARK_COAGULATION,-0.030880772903793968,0.04635205140410122,0.08782792128880101,0.08423704546812992,0.1462233869104454,0.029924283984431425,0.1589454525615021,0.04328888665478058,0.05277667419169024,0.01183811728381615,0.049330773120922766,0.028650934808659014,0.0008056084788779236,0.05641291916794746,0.13746554920326054,0.05825687339124251,0.014159964006560393,0.00675722631081179,0.06085596510282908,-0.008615924920700785
