,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.0868916871474867,0.19226311496425194,0.15106237342786136,-0.06321288347720416,0.17179329188358416,0.10018829375957516,0.17217372140400514,0.0488512791452973,-0.22477204030504086,0.19653766807275236,0.013192900936508597,0.18848392637471548,0.19855894313914127,0.04543950782902698,0.031654341269545624,0.34802850243338296,0.4860606857210072,-0.00649872210501427,0.1466417392577918,-0.033568654251620936,0.0003397026248520119,0.21339477227062328
HALLMARK_ALLOGRAFT_REJECTION,-0.0828517134712361,0.10116427239611876,-0.025142342591309767,-0.11695111534225647,0.1023110115545421,0.05205386342188084,0.06900917592612536,-0.47480946022158577,-0.4694815488035864,0.1257907576198332,-0.12929960189947354,-0.3422848642404298,-0.17071551209624553,0.01668759673020215,0.03627643604643658,0.10897085147690229,0.3601223506913476,0.028478507594941447,0.07769978080699666,-0.07345972390601019,0.15001518646250328,-0.05495908178748215
HALLMARK_ANDROGEN_RESPONSE,0.10203515667990316,0.015669028969491572,0.09889599127814071,-0.04042967694899533,0.09326913298661128,0.0004057438183639572,0.21879218270037895,-0.32307764163282315,-0.44240835586046295,-0.07879836199136989,-0.04552580028781093,-0.09771222144221609,-0.17780112115082666,0.0036351062409451197,0.055220976485149405,0.24305483312926845,0.3688918789257271,0.0026024395491416365,0.07464401685552875,-0.02471232683912687,-0.03628926259691757,0.08880973514134559
HALLMARK_ANGIOGENESIS,-0.07265876442320464,-0.3065001776551982,-0.11453266328438619,0.13360295491232194,0.10373575064400822,-0.14996031356993808,-0.3430030642278231,-0.5016063957227243,-0.6027438413779496,-0.42786078717168524,-0.18091340353949442,-0.2659278645320799,-0.5823703960006615,0.0016177486614206281,-0.03161390260216082,-0.2744151569644094,-0.2929774972227996,-0.09835707924489452,-0.014372889168118684,-0.05146624623647857,-0.3266077342585459,-0.038383877888995194
HALLMARK_APICAL_JUNCTION,0.1338382631048925,0.09622629284514403,0.13910392672139338,-0.07532412654310544,0.148410660747442,0.07862680577889108,-0.009631457190391855,-0.428166370431692,-0.45535777450836884,-0.2108882314968017,0.04117695178637072,-0.05825386160956513,-0.3086069978052464,-0.04656594435041678,0.028832348216464358,0.36858972686410657,0.4582809460870578,-0.012740111710371087,0.1659560107128375,0.012840215015204853,-0.06051004748381013,0.13991031585700786
HALLMARK_APICAL_SURFACE,0.16275550144598666,0.30783220495807223,0.2380848106112343,0.07794984255294769,0.1053677648453633,0.07737491108709894,0.09795901656260247,0.27601459034794656,0.4054734483520052,0.19211805713703892,0.22013459049614456,0.25380011217237713,-0.14577776246791324,0.06809920607292999,0.10993265954247573,0.28815983241295406,0.4128172651644974,-0.06652663274482547,0.14389901245509482,0.07527529867428039,0.19374826114398286,0.03071588464911321
HALLMARK_APOPTOSIS,0.050858518666198116,-0.008848625933954447,-0.048810682459510486,-0.032724416826219176,-0.11792670101452696,-0.004728264955217271,-0.008688098887382308,0.07873144318066766,-0.10380137641363682,-0.33557868763163756,-0.02454978548119186,-0.12243527473057723,0.33711462720153346,0.041392514759101114,0.029044328142807992,-0.1892669379164312,-0.2351303146093232,0.024385232314457998,-0.01269393262201465,0.01592177362405672,0.08715672682490677,0.06105951956709277
HALLMARK_BILE_ACID_METABOLISM,0.09396496081319698,0.11553956117640327,0.132662718289719,-0.03830988622618258,0.11724222640895297,0.07849229411506252,0.009737834566009506,-0.244400390535645,-0.5666306220224618,-0.17051320420257984,-0.03500060975179831,-0.003406173317539204,-0.16059228443537954,0.02825302826710397,0.011443152213385483,0.2537168202114409,0.3976376092593979,0.011974133616349431,0.0998078970321017,-0.0065722408121846425,-0.14159419839328344,0.07853167105772801
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10770184370774401,0.0036428051361344373,0.1319083371891452,-0.0667520176536607,0.08655465054657173,0.063030061751281,0.0767977140755796,-0.3601101432010558,-0.3686250319534609,-0.3646275183807708,-0.0712213529375802,-0.15658110580511425,-0.40941483260213,0.01309745112766108,0.08286735460205816,0.3674190389397705,0.5203877236329691,0.037359205310961464,0.008124032756600827,-0.052686933762110366,-0.12394440186993635,0.11387183665981482
HALLMARK_COAGULATION,-0.01596165822247324,-0.020481940611847226,0.05995724304180943,-0.039908077273446724,0.0703767718824149,0.039121974403338595,0.0012439852099265752,-0.45818624010805853,-0.5624806476403942,-0.12392775133603776,-0.2023895145139581,-0.3058185682162806,-0.2687916820232566,0.03580281042770271,0.018363504968870886,0.1629839141173135,0.305861301485562,-0.011665108507132899,-0.07886851100874043,-0.04241242379890444,0.014875916151185862,0.0037244245265890337
