,UKF248,UKF260,UKF296,ZH1019T1,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.01823808135796231,0.10332288909242426,0.012147072149265801,0.041619415843579144,0.03470477683689743,0.11363188105740352
HALLMARK_ALLOGRAFT_REJECTION,0.09154134638664291,0.08880368373779872,-0.052815000969779466,0.09692743163264654,0.048963099108243514,0.08162791736638707
HALLMARK_ANDROGEN_RESPONSE,0.07050817806978867,0.11678211815459352,0.054820542041647755,0.09315218461135809,0.012078924251287353,0.09478329399917161
HALLMARK_ANGIOGENESIS,0.060596801852172394,-0.11797025655976531,0.02472017835646944,0.04481469548329058,0.026324134381822885,-0.031494461694454016
HALLMARK_APICAL_JUNCTION,0.038260394731966754,0.030728922397869906,0.03101114965031712,-0.015277944489257735,0.026165332436083683,0.14349593002759045
HALLMARK_APICAL_SURFACE,0.01266467793843053,0.06333168525900655,0.06379947014112718,0.03148558595874744,0.052626309648682715,0.13299460409628183
HALLMARK_APOPTOSIS,0.045898021814297404,-0.005205818554904216,-0.02548992458346948,-0.00788492314914825,0.013946690780528445,0.10169568570742425
HALLMARK_BILE_ACID_METABOLISM,0.024517554245593938,-0.02285005099221135,-0.02875145287169108,0.025032876137395372,-0.006446088056142843,0.09211740690656345
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.018079452561575015,0.018775551913445796,0.027732855967059124,0.06438469834547413,-0.004555952383943174,0.13965858205335646
HALLMARK_COAGULATION,0.07944884419477125,0.07959386283375805,-0.001715014881456652,0.015511265136362784,0.023418763556012027,0.10695001388919968
HALLMARK_COMPLEMENT,0.05394678931790247,0.11485293865547293,0.03826885534409653,0.11332408587662969,0.04973156453057077,0.11515162326061462
HALLMARK_DNA_REPAIR,0.012433808622736749,0.07320256715885949,0.032338936372224916,0.12413554828035571,0.01075698815702532,0.11283519083389555
HALLMARK_E2F_TARGETS,0.014246512413768245,0.008372065427435129,0.024080424826369802,0.09465980005420238,0.014126408531562377,0.08569455582338746
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07434403707393358,-0.05556794421731943,0.00286197414678205,-0.059749654732152165,0.0098741205464242,0.0797842635032617
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.00618031637666578,0.14196206475955372,-0.051860282210317896,-0.03752825587228921,-0.02205110569231333,0.05223227958487671
HALLMARK_ESTROGEN_RESPONSE_LATE,0.027279262366667147,0.05375804326759689,0.0750704373269147,0.04303349244424336,0.04431243025733464,0.11130736060605706
HALLMARK_FATTY_ACID_METABOLISM,0.02496800757252431,0.06565688193062852,-0.027883634580807153,0.03403502926646119,-0.015396885382799154,0.024741411198536623
HALLMARK_G2M_CHECKPOINT,-0.009211821298445054,0.05000813969846657,-0.022000623784231798,0.07788272037003759,0.050129598112843475,0.12349242901409592
HALLMARK_GLYCOLYSIS,-0.031774524389389526,0.042000099964843766,0.042739880868876846,0.031301192737660515,0.01143545462309693,0.12189316072800319
HALLMARK_HEDGEHOG_SIGNALING,-0.03863156656246575,0.0882066435375424,0.012518396354761707,-0.04734926515703837,-0.006337630544216874,0.14601823356550472
HALLMARK_HEME_METABOLISM,0.01668680556939197,0.11982990770632772,0.012804544365312429,0.08408611659347681,0.004256162093067404,0.07201064367524948
HALLMARK_HYPOXIA,-0.02780478576445887,-0.09552070306059889,0.008485691207341394,-0.029653103031167066,0.04457616434974294,0.06800429188615134
HALLMARK_IL2_STAT5_SIGNALING,0.05173458527906106,0.03658021121788657,0.038539473758630725,0.08226051082445851,0.028422193645460222,0.09537291205038595
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.05488434618480152,-0.08907912885578417,0.0185452886705553,-0.02721811461339801,0.02809233852604443,0.15551160658564103
HALLMARK_INFLAMMATORY_RESPONSE,0.02710096771694836,-0.0012253921934138735,0.007442532101356837,0.014565300118980547,-0.002923973839742947,0.05810936190570838
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0820377475601723,0.07950302177715644,0.040128728693996585,0.05008362340131617,-0.0026563729352772356,0.1003331228065713
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06740897072176971,-0.08738900956308408,-0.06218142721192695,0.01771193690475229,0.03164115855160466,0.13854630444723925
HALLMARK_KRAS_SIGNALING_DN,-0.020166035321959427,0.10365568567676112,0.010187222936991782,0.07926608215770321,-0.03290042018870056,0.10117551802433868
HALLMARK_KRAS_SIGNALING_UP,0.047833601936762574,0.1255342372477074,0.0631760888605424,0.019472337724866253,0.03393232495021512,0.10167681584970595
HALLMARK_MITOTIC_SPINDLE,0.012233204228075818,0.12125489348522119,0.04518149129905713,-0.0155422645214398,0.0035039606281710863,0.10714491310928405
HALLMARK_MTORC1_SIGNALING,0.006166001759954246,-0.07467829393428761,0.03581829998351063,0.05885036902136844,0.003969142496201643,0.06822661753439448
HALLMARK_MYC_TARGETS_V1,0.0028777808380954666,0.10716269336936524,0.009374111019385881,0.13253707409495047,0.024933316502661795,0.10689876817571936
HALLMARK_MYC_TARGETS_V2,-0.0493469090916781,-0.040403583915730415,-0.04212989019433839,0.058200254622458356,-0.01719959900066521,0.09509157734648586
HALLMARK_MYOGENESIS,0.06728442815108986,0.11645989944309464,0.026925870161261155,0.05275485407286216,0.02400000231604215,0.08353846769299793
