,UKF243,UKF248,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03837775096465282,0.09969630542914143,0.028498992935636784,-0.030823627949676413,0.008166107047911854,0.031228716947848678,0.06239496289456451,0.04133565551696163,0.010376708317179885,0.1512986724801872,0.07510381014232963,0.08531811716850768,0.04461345316515612,0.10970018639621927,0.12936547264869602
HALLMARK_ALLOGRAFT_REJECTION,0.10180476100240483,0.0670252260957308,-0.11930508138301048,-0.0742475711061894,0.007617409956587511,0.036644748635075275,-0.11023016769943152,0.06232234018232904,0.03875255184353225,0.08183305714422069,0.03607418586280573,0.04993558524559654,0.05142961724100775,0.11627707650589446,-0.01587633123790637
HALLMARK_ANDROGEN_RESPONSE,-0.022829058450883753,0.10659451534071324,-0.0012013290018554601,-0.06345624469621175,0.0017086247074210744,0.02521500188170554,-0.06212127571840014,0.06855402007148209,0.029350690325143973,0.13086602650062584,0.05650979453954146,0.07166169020743964,0.02987585989792405,0.11566892942444057,0.11629012346754981
HALLMARK_ANGIOGENESIS,-0.06863877349299885,-0.050216823393286245,-0.08836427857258207,-0.12346199510268735,-0.04877404441704327,0.009066543251743142,-0.12094453496537075,-0.023622245229325774,-0.011484407461821803,0.04672564404509425,-0.004615844249397415,0.036795127650911225,0.04559944087359735,0.036378640058875554,0.11951631355921967
HALLMARK_APICAL_JUNCTION,0.016970350469233016,0.10883266688702727,-0.0344341463364508,-0.08157511646174834,0.039841559416287885,0.016010611568423965,0.08253577601855557,0.06099991252997332,0.016498459638170877,0.14561980320717463,0.08086648815417408,0.0917980348827237,0.04210683549588294,0.1380076198750662,0.14123100033838856
HALLMARK_APICAL_SURFACE,0.12968190703694968,0.14897553503980593,0.08003891982555503,0.11121118845156007,0.021569322431599064,-0.019883593555744806,0.1364176374781875,0.049933617680179426,-0.03499936871961794,0.040666694491840405,0.104786131036413,0.018718137610891184,0.048647020535968276,0.08771551851448073,0.13558033821575857
HALLMARK_APOPTOSIS,-0.0029106627934948896,-0.02805275914784132,-0.04162035745279108,-0.04078851838664871,-0.01500096414749043,0.02889803354627102,0.052381484618632526,-0.030467125958175776,0.007465165028517404,0.10327357223488465,-0.04557316504448993,0.05056992528751399,-0.0027374857439195852,0.10042032429332338,0.017059443040937337
HALLMARK_BILE_ACID_METABOLISM,-0.016355720732025816,0.012399937855715474,-0.06172107579035251,-0.11857615749186234,-0.03483755472480946,0.0035967597540337076,0.04839451323202306,0.0038478645849901482,-0.012866239009190554,0.1109135416562466,0.07440226823958855,0.07589375254772383,0.04749973597973197,0.08557334350012616,0.14813710727438278
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.038325187996198065,0.019963797340690943,-0.032355167250894955,-0.027327907557078382,0.03141605514930366,0.038011571832610294,-0.06490056878087708,0.044748338308255906,-0.071192957759206,0.06774128630861054,0.07775054700842855,0.06856978273568673,0.005835145633457167,0.06707851017252266,0.129599892698331
HALLMARK_COAGULATION,0.011459301723609042,0.05764566339083075,-0.10181900121281559,-0.10628822350036654,0.03306092008505979,0.027183782113486144,-0.09198023929849675,0.1026225253908593,0.03154084980856038,0.15236394622754704,0.01585835784970562,0.06982470514984906,0.055647821086751835,0.13545602712666854,0.11989427478436591
