,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.12520577548378256,0.07901977904858153,0.06285684167015787,-0.02337523162211666,0.11994823444432531,0.1282586522142657,-0.09574744658366438,-0.01616360646352819,0.014202288107851013,0.17403549833079907,0.13192093732276525,0.021958300975289637,0.08696490673305188,0.25673354190164105,0.23956581742065275,0.045327507372557675,0.06831014236030819,0.08798391261419543,0.010955495412327185
HALLMARK_ALLOGRAFT_REJECTION,0.02716914204196162,0.01388427157322967,0.06866774750356582,0.0014682291359340931,0.07288702056202068,-0.06842173642111957,-0.26112701339228206,-0.024476891283365203,-0.06279148269463157,-0.2880784491021498,-0.1659371944523779,-0.07589830466830655,0.06851381948285086,0.1294998205208045,0.23243633265317798,0.07222040716593299,0.07823520926240225,0.01813559768762243,-0.036994219460280836
HALLMARK_ANDROGEN_RESPONSE,0.01368290074913206,0.08552801309485072,0.015214639214371448,0.026975587855690125,0.2032734530096893,0.005971870857154447,-0.23239770333544482,0.008530436141090902,-0.011384388890348714,-0.11163544189958391,-0.1445350356504285,-0.04855966414030745,0.0936235161045013,0.2481828184984118,0.1975973762281777,0.07974862944095057,0.15783942364077722,0.06515306818756463,0.014851598478604693
HALLMARK_ANGIOGENESIS,-0.2692861774769678,0.044067888981476816,-0.010805066742868453,-0.03894332328991316,-0.26123021064808183,-0.04239309447279386,-0.30678136937394507,-0.06997729167611572,-0.0772972111214129,-0.28630046643931395,-0.3351306477307021,-0.019518928014263956,-0.058198346498835214,0.1394362970878626,-0.03794616228167257,0.08986535087210382,0.21263142389767978,-0.0005045965589481911,0.11249696514970428
HALLMARK_APICAL_JUNCTION,0.0640960099274984,0.08715581566533845,0.07200220607984614,0.05333250708977247,0.015005252505779929,-0.005778256239942002,-0.19524960507348105,-0.026811302226523906,0.05448940575803488,0.10310988216562302,-0.19673292959965946,-0.002271070782180094,0.08698661205028006,0.32937295577665815,0.24734321446185142,0.07087462576550908,0.3400272477438325,0.10435090742879975,0.0033804520201846707
HALLMARK_APICAL_SURFACE,0.16811102384462187,0.07758235894843225,-0.053328135049743805,0.03219700917129023,0.0013329199887434735,0.04154382919355505,0.23332998836630567,-0.05106842317349054,0.0973014025956498,0.1499730169470877,-0.08380799219730568,0.14239655051587433,0.11043610880265657,0.37064978921383734,0.26582033222857393,0.06587294623352279,0.20896135252489775,0.16921800193557474,-0.03772814418279107
HALLMARK_APOPTOSIS,0.0034223283128786792,0.04588964632445646,0.019736468216137826,-0.04204115315039094,-0.022205355878187682,0.053757894985622584,-0.042555146793656726,-0.1291996047790398,-0.03291099663968849,-0.05318997873099381,0.17499997421946256,-0.02050874064813438,-0.0031945927839083835,-0.06809241503955248,-0.004315376138437677,0.015263356268560567,-0.06311995873063739,0.035246171725634025,-0.05794071584431696
HALLMARK_BILE_ACID_METABOLISM,0.020106530709451897,0.020788074584505156,-0.009851018287471097,-0.012362352202946571,0.009727156780247931,-0.02153493660324757,-0.27575923633774835,-0.04523707262835214,-0.05225100495938362,-0.05186127323629992,-0.10786544443631164,0.12734458406325877,0.011240360668127728,0.2376674775921864,0.209673247393927,0.05381910298500815,0.09002414927220802,0.04217113530383547,-0.003707370188172236
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.035799306190236434,0.10231617337926739,0.050191095144961784,0.02020219281152865,0.01292040015927572,-0.08035126396639806,-0.18723522212518143,-0.05266704575817169,-0.05068311332106752,-0.2557852339096619,-0.2709399225739187,0.1229693834342396,0.06249572668284281,0.3271912802500242,0.25874044150361303,0.05983875122080888,0.06695113850319226,0.050248961398119865,0.07854761929049144
HALLMARK_COAGULATION,-0.06591684251252682,0.059864739856373014,0.018819016428881594,-0.02188704618130697,0.03432054556565268,-0.09138787430225484,-0.2867746876632533,-0.008998761208320615,-0.14504891705220785,-0.32889436213121326,-0.2655715913765593,-0.04193411479137393,0.08575190455547176,0.233163412938554,0.2972045935116396,0.06065018805858525,-0.16655639567809447,0.05865454092363002,0.004904125999451398
