,MGH258,UKF243,UKF255,UKF259,UKF266,UKF275,UKF296,UKF304,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,8.689283325195171e-05,-0.009305226685346836,-0.09172886535545408,0.010665934276812684,-0.010598446277904442,0.050406965972650576,0.03429298270052337,0.02594559462422835,0.046798966504623334,-0.08565432741449533,0.068943567490683,-0.014665685370409322,-0.0032113453923847154,-0.05280166876214015,-0.08702301188002053,-0.015865508160542215,-0.008703506689693132,0.030078250786813927,0.07013909103607424
HALLMARK_ALLOGRAFT_REJECTION,0.03610022556073816,0.020349062739914877,-0.08066470751998317,0.0610664843255712,0.08311519509538544,-0.005689340463652522,0.009625120137995267,0.0058870869155035485,0.038916100951881534,-0.03419399970294627,0.016605318526413188,-0.0022251123334822496,-0.025944468197100813,-0.029654247672645635,-0.05786069874370297,0.002169833668401577,0.017486012293224024,-0.009543229360185973,0.01927532237705632
HALLMARK_ANDROGEN_RESPONSE,0.021652606798723054,0.04032355129517227,0.02307132628587703,0.09517627111696117,0.009808042606407358,-0.0008390344464946341,0.07273151778617606,4.0216336960564387e-05,0.0756889275143898,0.0001381608616006713,0.0579068542424397,-0.06291989536801905,0.021035304631565544,-0.03149364301563088,-0.052439002105347125,-0.01390731294859935,0.036318735492357285,0.030266434830249517,0.08884217154237233
HALLMARK_ANGIOGENESIS,0.056785060167374606,-0.01102355935609211,-0.1677845900459001,0.02807057331252476,0.10130436580109317,-0.011528377861460673,0.0349462289203108,-0.007738636762074423,0.037730682067244926,0.08762328391686791,-0.061456136390915524,-0.06621666740120662,-0.028433930861314113,-0.03942561511668403,0.0654421125921459,-0.006592844543908098,0.15984450491324653,0.01615870518022706,-0.05983502941566468
HALLMARK_APICAL_JUNCTION,0.032024662473343186,0.027924607506957223,-0.10106610106600485,0.07427377335466824,0.0757208690994815,0.022304823362217976,-0.0016848022722252033,-0.026843025040360777,0.0056957440094229555,-0.018010088421849896,0.06120941962664711,-0.012540068355034493,0.009008783512275666,-0.0681577144123044,-0.054600984353458455,0.01721830449041158,0.06402190318393551,0.031549736732345166,0.07875589357765296
HALLMARK_APICAL_SURFACE,0.017789974642701892,0.004796057449510604,-0.09706176247306532,-0.019976594734744762,-0.049164658914434806,-0.024386072605251403,-0.046498312138891836,0.09269470564158867,0.013545369967347912,-0.08189822363366911,0.12204104020135682,-0.017162206144200887,-0.01439944177530731,-0.09935049245312663,-0.044479739080837064,-0.031064475273037052,0.046534693549150984,0.1028772257262192,0.0998004976819531
HALLMARK_APOPTOSIS,0.0327439877018862,0.020763782604150193,0.05021862667860696,-0.06535687633777415,-0.0257246784489391,-0.008472507432007677,0.002956875033931072,-0.01735432222379491,0.03647633014960604,0.15269254239816218,-0.04762186050373775,0.014018378248819581,0.03817527383022959,0.004473863111784343,-0.03294051322824963,0.01685985168446984,-0.003946413468568757,-0.01553429295454869,0.029315062922999315
HALLMARK_BILE_ACID_METABOLISM,0.001063684831953396,-0.0058212349369750945,-0.11795514158910006,0.038240338909895866,-0.007772230045534375,0.008907000076462125,0.02708747873484637,0.02144822134250191,-0.053823218737579615,-0.050088835328624216,0.14822043363919848,-0.03672423827467836,-0.03135085484033126,-0.05079758416530245,-0.05189659726440187,0.01754899643654823,-0.08116102486089534,0.011961861022750967,0.04981477798120309
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.027077733444167546,-0.026348158254412463,-0.05585991452704644,0.0439965896410506,0.09463487754837033,-0.018257957972946562,-0.022027531521611767,-0.034056858957875066,0.06163863258008758,-0.08068975318465406,0.144483350308115,-0.011130322140546938,-0.041438062123387166,-0.05829585890704558,-0.07804292822479078,0.02204225679567219,-0.03471790756922997,0.03866606358707615,0.05315828910580007
HALLMARK_COAGULATION,0.05106171236036008,-0.025954942696702774,-0.09767107872715208,0.06399100304674515,0.0721982752271152,0.04023242655042579,0.04822035262629591,-0.0508608346705846,0.0683953643615989,0.07210924715485124,0.06594167304683851,-0.05714876234905082,0.030268807150695312,-0.049614956414382023,-0.040641775296705214,0.05143815443457483,0.011681535013263692,0.034861107571091725,0.05575806134371698
HALLMARK_COMPLEMENT,0.051539264151516925,0.02005065818139685,-0.12125530193209857,0.020506238434507537,-0.015581548157968174,-0.00624523365041309,0.010529371206494532,-0.011021759739217929,0.04951220881155261,-0.052105462431843136,0.04647130256498768,-0.007274553336365443,-0.00776536385012629,-0.018844677551309735,-0.0761563710697005,-0.024615080125908337,-0.001734485939212386,0.013729692829566934,0.012565282197482213
HALLMARK_DNA_REPAIR,0.05173785863520229,-0.031835249865673355,-0.051041962250379894,0.03331409341469262,0.07304018157586929,-0.011598658965511356,0.021834605588857397,-0.00881177324692211,0.05669019658573697,-0.14700575401774169,0.1067498329250906,-0.03842410030228413,-0.007435560735874822,-0.07150449398174535,-0.07438617515809144,-0.01747052964089363,-0.03960779990115973,0.018844030431869177,0.11668917415234778
