,MGH258,UKF248,UKF251,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.0473145013195361,0.059814065140985105,0.03134877215374734,0.0253484842791375,-0.09312909841962962,0.04455623840950077,0.02874432831786307,0.01553524268717354,0.04283701233732973,0.028445658685181664,0.053812474745243345,0.07432024014355931,-0.026200381156455885,-0.010247201145313184,0.08660971079027187,0.03339238377931813,0.03245060362640645
HALLMARK_ALLOGRAFT_REJECTION,0.011976504786109737,0.06489777862145522,0.015808612669676075,-0.09782471390626235,-0.07195127164458953,0.056657021321775025,0.0020952099298647774,0.09782778279820804,-0.01808870430325158,0.11065695523095365,-0.0028464647655696354,0.07672273765471756,0.015034023254243358,0.056236580070636276,0.13194461338158586,0.0443113891486566,0.013965582308108238
HALLMARK_ANDROGEN_RESPONSE,0.021295598550780007,0.07616428357324878,0.04781535114975403,-0.01335142287854478,0.0006350215824593862,0.06658467913022936,-0.00615055578955641,0.1060893614182074,0.06674193980665039,0.07664929317254328,0.06344359316336269,0.11067864262357344,0.05583192042158229,0.007350997390375261,0.11950746403998212,0.08406030663127716,0.08815624495348602
HALLMARK_ANGIOGENESIS,0.10353465232304192,-0.024037608251595094,0.022099313908729316,-0.06432204871558363,-0.08339441563870727,-0.042056295419327545,0.017142218690989124,0.0851401512222053,-0.09481877770622386,-0.04054886427350292,0.011284278558541389,0.06465328430594378,-0.06551995607374625,0.020011230954893166,0.04719343106566507,-0.015239174504567072,-0.006935438520850018
HALLMARK_APICAL_JUNCTION,-0.07328753175615818,0.11101910383578158,-0.02748548712230996,0.04919025638616121,-0.11399957734795528,-0.011591260045575097,0.026132926102312312,0.07560226340430783,0.059645756807768416,0.10515768042407053,0.05874034651941619,0.09480482956578742,0.01577521613697935,0.04644731030018642,0.12907445775056428,0.002870522041159759,0.026410713623033204
HALLMARK_APICAL_SURFACE,-0.061255243420053535,0.07251507901150663,-0.01794952168695165,0.08062951050109589,0.04563520935536733,0.06133465919516661,0.03823886011142396,-0.07611393552298157,0.011947578645888548,0.0131069170283034,0.04413496203580331,0.06467552970497444,-0.009169190981250849,0.03430095817691241,0.11000658948053532,0.12581598198697996,-0.030405557247684487
HALLMARK_APOPTOSIS,0.015206681397382295,0.04158552622643497,0.02600195149321296,-0.016524021091487092,-0.048895495747522826,0.03267183516406092,0.03255608617083411,0.09141926245746655,-0.01073367994467232,-0.004177141273375772,-0.03987713186748556,0.053441958718822846,-0.011751800324764047,-0.01890562256293809,0.026202423443820816,0.007265419255628285,0.024318151451191823
HALLMARK_BILE_ACID_METABOLISM,-0.07398473189544594,0.02790807301738306,-0.012946701354003977,-0.008504356441433603,-0.058020622877590564,-0.07481100081502741,-0.0593815295107025,0.006896967098776719,0.05137063102523746,0.06726635760211912,0.07753549563990211,0.0371166911932353,0.08048054778275919,0.07089534881710555,0.023135010482403868,-0.05103075364296778,0.19598807099853963
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.012338605595136318,-0.037099779624340266,0.0055021529655671485,-0.02005045589969283,0.0034753353766768503,-0.026998362664153678,0.01068189723945546,0.12889907809238613,0.017168109943919645,-0.0021588970813015843,0.08180526675874654,0.05128838966123045,0.06848749127121638,0.05334100062568453,-0.03354384695417417,-0.06415085266490379,0.06746165767517671
HALLMARK_COAGULATION,0.07224158459233407,0.10852704004356244,0.0647061747699231,-0.09772679666301837,-0.0594164724302623,-0.0049320938540571915,0.011170573895693219,0.1586666341378411,0.019364321205386895,0.0677167139062706,0.006636061732261093,0.12738111773581998,-0.033082696269749974,0.04332136047033411,0.14250550795169556,0.009219316997004042,0.11329095739425635
