,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.03357380741723555,0.016479027975947247,0.005322859593606892,0.09446799240677625
HALLMARK_ALLOGRAFT_REJECTION,0.09508917157927048,0.06665398514154033,0.025716030541192238,0.008147392382396474
HALLMARK_ANDROGEN_RESPONSE,-0.05432404256059569,0.024185231939482434,0.06048706496582365,0.10993961846220769
HALLMARK_ANGIOGENESIS,0.006526069518472283,0.010612878972755478,0.02714791337480811,0.04302532164862981
HALLMARK_APICAL_JUNCTION,-0.08431230185068483,0.025888170653278558,-0.003309432738471228,0.08694922108217563
HALLMARK_APICAL_SURFACE,-0.056252412233114155,-0.02373163437009368,0.0448257153307757,0.09363343745307835
HALLMARK_APOPTOSIS,-0.032585423797680785,0.012386259877158351,0.017564864384965774,0.03932633591114293
HALLMARK_BILE_ACID_METABOLISM,-0.0988305459686775,0.023003043838005794,0.0407838454823839,0.026072435680172194
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0418199617914386,0.01574609701304906,0.052717692146774985,0.05127047975144047
HALLMARK_COAGULATION,-0.03804604466813146,0.014843341834846039,0.0049243679091175475,0.06650614211795745
HALLMARK_COMPLEMENT,0.017824135919120587,0.02106614486195118,0.006964962980709313,0.09050674159879164
HALLMARK_DNA_REPAIR,-0.04595556330588111,0.036655725100198364,0.05742469818364381,0.06766181863056017
HALLMARK_E2F_TARGETS,-0.05925806331031448,0.06316272361749203,0.055448374980911624,0.09580472234814019
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.034335339935000736,0.019969613008629542,0.005445076216159559,0.014782625493149475
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.05565680892320653,0.0017156862993755009,0.01633648761527201,0.0865792523986365
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.07298918148918568,0.04301071298506561,-0.011636260630367275,0.015941693481780646
HALLMARK_FATTY_ACID_METABOLISM,0.010646030215703057,0.034155031999116445,0.04068976013208224,0.08343062341111823
HALLMARK_G2M_CHECKPOINT,0.006963920426806426,0.06482571823764337,0.03255074784759141,0.04035347156837201
HALLMARK_GLYCOLYSIS,-0.06070156588054628,0.03435648646245092,0.029742819689063907,0.10379257071321521
HALLMARK_HEDGEHOG_SIGNALING,-0.05872717403638364,0.029677486497419733,-0.0006896394125472495,0.12881310087912373
HALLMARK_HEME_METABOLISM,-0.050376309493713814,0.008789495247914185,0.03871470306974334,0.11133978415037941
HALLMARK_HYPOXIA,-0.019476071878869444,-0.0006730529236688584,0.0060007522362163605,-0.027626640405759725
HALLMARK_IL2_STAT5_SIGNALING,-0.03749612747250393,0.009878430180953367,0.023075175525779812,0.05886612680161082
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.018848406927709165,0.034045289548027026,-0.018919462439391,0.096735647633219
HALLMARK_INFLAMMATORY_RESPONSE,-0.06813698363271939,0.0021842864255636066,0.08253252222565748,0.022917103720212394
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.02333483287425955,0.03530880746322146,0.10274098732142113,0.0959635669692511
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.00043450094703152963,0.04222918505964821,-0.007119159511892593,-0.006501815200538664
HALLMARK_KRAS_SIGNALING_DN,-0.05461326237170564,0.021155054489273205,-0.0010132494738332135,0.10973185694701085
HALLMARK_KRAS_SIGNALING_UP,0.028745954263709704,0.051808741355106686,0.03465771127263165,0.0655080322543144
HALLMARK_MITOTIC_SPINDLE,-0.028305773947225856,0.03970725946058957,0.07813938450132621,0.12301015946912444
HALLMARK_MTORC1_SIGNALING,-0.017614590002856246,0.058597554599644955,0.010181499393072576,0.05181012603973175
HALLMARK_MYC_TARGETS_V1,-0.007347418478314094,0.04962214397283075,0.07326531787514223,0.0657819862605067
HALLMARK_MYC_TARGETS_V2,-0.11511096347416286,0.026823685120273773,0.05680603795592062,0.027828047795773348
HALLMARK_MYOGENESIS,-0.039270193753237766,-0.003156735765989372,0.007274008840672417,0.05106186228419029
HALLMARK_NOTCH_SIGNALING,-0.023553477101474603,0.03896571917308879,0.027801306380147342,0.0850212358786166
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.04197983135440557,0.043895686548834745,0.05157242332604103,0.06119895690607111
HALLMARK_P53_PATHWAY,-0.05371794187986914,0.02763003483578907,0.023836635227746657,0.07589439611005014
HALLMARK_PANCREAS_BETA_CELLS,-0.014721072424422107,0.014459917414670204,0.05493009493745675,0.09231404607129982
HALLMARK_PEROXISOME,-0.008342123513758792,0.02846919982558892,0.054719009965174786,0.09406010317541094
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.05891871612155015,0.02957877629862994,0.03214519196053948,0.09930611419173975
HALLMARK_PROTEIN_SECRETION,-0.03828491070504704,0.030394222101500834,0.01668571101522231,0.13969265648020035
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.02656645599793403,0.027817987464549904,0.04890254571858232,0.009216049371835169
HALLMARK_SPERMATOGENESIS,-0.042334840585057265,0.016874159584636145,0.040063406218399794,0.1129813334226741
HALLMARK_TGF_BETA_SIGNALING,-0.03678905570366631,0.018027564922430572,0.013028920012790901,0.07148795834285716
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.03942156813978632,-0.05409599287687927,0.03021081459018512,-0.021087260311428966
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.03655977614524078,0.026430918898636996,0.04446750879027298,0.07707508071683945
HALLMARK_UV_RESPONSE_DN,-0.02396378722446397,0.006684599360819197,0.043712623692671315,0.034657107250023834
HALLMARK_UV_RESPONSE_UP,-0.05313333118321162,0.01414922592483009,0.02655164195256633,0.09159069341339017
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.016786886021388087,-0.04216183451234167,0.02582371524362187,0.026364248964296465
HALLMARK_XENOBIOTIC_METABOLISM,-0.07829227635460283,0.01240532760276391,-0.008699713411321017,0.0044489596954410725
