,MGH258,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.044541680485710916,0.15189002866978854,0.07209344798065641,0.007989912304640367,0.04337461998487979,0.19431960745737806,0.026303502150713677,0.034049082266084905,0.026673831961183763,0.10426409463897003,0.005714500058577181,0.08687105311977314,0.126152114448622,0.13168605194300834,0.16721895520217595,0.04941730700052098,0.038564665699200175,0.055210419262304286,0.31763691631803187,0.2371082288700191
HALLMARK_ALLOGRAFT_REJECTION,-0.006949290733291228,0.02391110922769839,0.0404854440741271,0.03187634228985999,0.03967817209017052,0.24348736054194609,0.02728537727601405,0.0606111810744823,0.11878041706447263,0.07871795937998496,0.1178996875866017,-0.006319162123295324,0.14806705828447536,0.13208464973993306,0.1404974214219585,0.054767402925940276,0.02977375492552606,0.04894665636516622,0.09544795529341403,-0.01683948437029846
HALLMARK_ANDROGEN_RESPONSE,0.009237827368081847,0.10901522005796146,0.025646394247360038,0.004639785907525757,0.03381163813810418,0.20134486100138455,0.0893604327291754,0.0204262109415044,0.09244949561826026,0.15100917867826755,0.0458293007681018,0.04512613878907081,0.055688560100443485,0.17370883837519627,0.20093647384632782,0.06304426556113407,0.02907213165307362,0.042974649019399666,0.15467654825360333,0.11486148240749165
HALLMARK_ANGIOGENESIS,0.0328970068665695,0.10854979020081441,-0.0616216842232091,-0.02631521868409844,-0.034495235335271136,0.2123631633113983,0.0611016713564782,0.040632707885263714,0.04007192196135072,0.11341517513519873,-0.026526924584292524,-0.1011316411531653,-0.0484175454918609,0.15404846526843796,0.00585928861523614,0.01096269317611818,-0.03514181124094638,-0.023639591099676588,-0.2479204968019254,0.04533831034017866
HALLMARK_APICAL_JUNCTION,0.03628091921161532,0.15604324739993597,0.07143951810304737,0.055921859184670575,0.04235437727334114,0.20671026352633232,0.0710065584417879,0.009241481562883971,0.08785251152407332,0.12520378151762812,0.031592568143436923,0.04566404596415848,0.12506128219509677,0.11724932456349328,0.161143368915657,0.03573667021896758,0.10005214885197009,0.09654593942339174,0.23907705308998034,0.19191618235466332
HALLMARK_APICAL_SURFACE,-0.04308968332625003,0.1557252894374335,0.06396022640189349,0.03743646323796204,0.04924847852931014,-0.02821482060005444,0.045855394473349236,-0.0418297727350241,0.02852648962958352,0.08094808905297972,0.13377840955595682,0.09608658700855421,0.0966022138708643,0.140584061571252,0.1483551611347538,-0.03127768684796889,0.08523355341003717,-0.01305548078189321,0.12868733140048996,0.14122258028915205
HALLMARK_APOPTOSIS,0.03124872553139201,0.09475802385337061,0.04335822056006282,0.02340798419927763,0.018055313102773342,0.05654077857923995,0.04630030592044763,-0.013234885870632063,-0.0028524758802883398,-0.012207203908309818,0.013930487350228378,0.05340112690215247,0.08461496516921382,0.07687560072155593,-0.04053968240540889,0.09798740092881088,-0.030436850410075003,0.01278363054652289,0.15494718181420888,0.0008069600606761555
HALLMARK_BILE_ACID_METABOLISM,0.06588544567078522,0.16785198227099082,0.019557036675466596,0.035079971660696936,0.028354526951472857,0.20742387793031897,0.046266485449100093,0.04285686315059511,0.058771115044435725,0.07226706882683975,-0.02017644928567807,0.03605643745086862,0.1423770881864286,0.10566119700399572,0.15327097823879282,0.07022756243542559,0.041818228137760205,0.05465313917183918,0.3496598259528683,0.2934795404242988
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.012247315370570186,0.14585644073868356,-0.010270234405349498,0.04906563969968099,0.05917612783356114,0.11064146436630726,0.04536519590206072,0.05252207965120747,0.04108372261028431,0.12804060250611066,-0.07154862733398684,0.08315748776721814,0.12233841992075291,0.15042484563745429,0.15320412501780278,0.09759347159102037,0.047155445441000456,0.02164933452983042,0.40906261231028934,0.2652964684008885
HALLMARK_COAGULATION,-0.04369302399372522,0.13199981036490294,0.06844073484867982,-0.037261682415532814,0.07753150952792828,0.19850921656708448,0.031861004253336586,0.06459942423256533,0.12443748715538873,0.11763215869347525,0.14683244506027582,0.051803503192858286,0.1286489301400707,0.1774946105533057,0.14811579105432465,0.09067011769662986,0.00748072432621044,0.10049200502140326,0.09344151422900583,0.14473570800191926
