,UKF260,UKF266,UKF269,ZH8811Abulk,ZH8811Bbulk,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09895611428062447,0.006122807955654173,0.07573520430703656,0.08278120675263012,0.08848083591663611,0.06084945505213806,0.038223474263744874,0.06185990588567877
HALLMARK_ALLOGRAFT_REJECTION,0.04556213171045181,-0.01421132962037643,0.03736803312669547,-0.009005098596753752,0.04644139460281656,0.02151929112266017,-0.005246193410001132,-0.013139322599593628
HALLMARK_ANDROGEN_RESPONSE,-0.03052546736618561,0.00230029982161705,0.054009407777338606,0.08650142601150704,0.048084824356940246,0.05103624781795851,0.06644623983626671,0.006123120714045044
HALLMARK_ANGIOGENESIS,0.0032033040798063765,-0.014695153946178598,-0.03160668077521496,-0.030364914972428013,-0.08587730580737205,0.019001099427992208,-0.10348985681402008,-0.03872680896532605
HALLMARK_APICAL_JUNCTION,0.066025366668974,-0.0016791731202075463,0.03551204506958365,0.09081811523263779,0.09264255953690663,0.00836895604687878,0.02312769369840383,0.022977223544437975
HALLMARK_APICAL_SURFACE,0.09604020200759422,0.031128444304699618,0.0015864012597886672,0.060753948034462976,0.05210815897796287,0.07668480469538859,0.013564246968562576,0.01563429437921724
HALLMARK_APOPTOSIS,-0.10264961765316238,-0.03329827735819113,0.027851517405137662,-0.05901725266954159,-0.01726284700807903,0.00773011296932542,0.015137738459766,0.03210605366634507
HALLMARK_BILE_ACID_METABOLISM,0.055917138528196755,0.041663670072415254,0.016532739407484648,0.06622000241422318,0.08376344078080633,-0.012497792067303502,0.04679595039495822,0.02372688232283032
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.12442569343310335,-0.027848955360511754,0.06442916114461131,0.1103955965186488,0.0964577564269959,-0.0018516221571632054,0.07877495857505501,0.03455066782545147
HALLMARK_COAGULATION,-0.04160080645776055,-0.025757239702747476,0.01623782149197642,0.0029475899984810327,0.06675576165046117,-0.014443336962950536,-0.014596518560472914,0.08252752833216935
