,UKF243,UKF248,UKF251,UKF260,UKF266,UKF296,UKF304,ZH1019inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05892219635118181,0.0691652006531806,-0.0348682344675699,0.03373990313488433,0.04090068098720015,0.05024898788268929,-0.0021051078453729524,0.11831098108587108,0.16391180512629133,0.1210116417056753
HALLMARK_ALLOGRAFT_REJECTION,0.02354066755821,0.0925032119805973,-0.023885619734339867,0.030892599450482974,0.04381762219100486,-0.01125204118504352,-0.007789166691559899,0.046738697242301785,0.1724708881928663,-0.039559978928277124
HALLMARK_ANDROGEN_RESPONSE,0.06777004625340832,0.06269562753751576,-0.0011012327516671493,0.04080817461573271,0.04795412060084851,0.06583650134372042,0.049710335235975074,-0.012570255177841503,0.1543655051745512,0.11404685303305674
HALLMARK_ANGIOGENESIS,0.08121480693972123,0.0031789419730425938,-0.06166585903978333,-0.019852241681632965,0.0859920412442976,0.018674205474164852,0.0782031535782933,-0.10380750770126418,0.04164679724531183,0.10694411295783819
HALLMARK_APICAL_JUNCTION,0.045824903957595704,0.11148136691630921,-0.050004847966082434,0.02563460721339689,0.05967287603441181,0.04584175370120825,-0.03343755676901296,0.10142022359693892,0.2210382117468785,0.14139632489267642
HALLMARK_APICAL_SURFACE,0.08472621345475542,0.0607306322494101,0.04054801009943847,0.018258178991055557,-0.0007203399767745697,-0.0025171764197622977,0.07515208829885267,0.07231643100890223,0.2345051755410092,0.11372650208036804
HALLMARK_APOPTOSIS,-0.018612206361606383,0.07906800668520998,0.014317809856070892,0.006735045364111537,-0.028615788423541937,0.019114505842764182,0.02056949299309114,0.0743820838352651,0.12142179246671365,-0.04055058216993209
HALLMARK_BILE_ACID_METABOLISM,0.05537253501751354,-0.019225479643757294,-0.0407100667680529,0.018929081620434683,0.04437841719323035,0.024966676217686595,0.034910138408208946,0.11231133334141354,0.07884583541086067,0.11670099963650196
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07233669576305282,-0.103925993250579,-0.03335914853039263,0.03629444920025145,0.0439622088942901,0.03658820701245581,0.09668671965565458,0.11870575461803176,0.09342019204357283,0.13547961527297853
HALLMARK_COAGULATION,-0.01614995252179799,0.1457185687169366,0.013454010287721432,0.011509658652069689,0.037471285478565985,0.08605603412908025,0.022438729982406702,0.07822588720697703,0.22533877120079113,0.08969233951602724
HALLMARK_COMPLEMENT,-0.02890753658925944,-0.027532220588595686,0.008898099912580911,0.043115133491178764,0.06151286555934002,0.07152468170056321,-0.0067370359977691075,0.073760432458481,0.10391668200818031,0.07304499539153715
HALLMARK_DNA_REPAIR,0.08466449706485592,-0.008894981436030161,-0.03446305250347573,0.047266435855681986,0.08502614349244941,0.0937140459079303,-0.02590357259022557,0.14367605793011967,0.14687622016840368,0.12815921515499953
HALLMARK_E2F_TARGETS,0.059445444756940254,0.000272978640190259,-0.0957501131461984,0.06322352645347383,0.07251985723782708,0.00424845139014903,-0.0024030413788749217,0.1499404958410649,0.06537463393860282,0.10958255982560806
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.040738924955092175,0.1388148582825503,0.007268900107904461,-0.013799660667460396,0.07239776510580793,0.0778694098239572,0.036148280652786226,0.056705769412469284,0.19974125578675922,0.1235336608325584
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.022213332624278298,0.047195858888499746,-0.00996859399724077,-0.012415286490502107,0.009280657450974469,0.04320735297549228,0.00534276314289379,0.14597568689720986,0.11761208249406181,0.1504675327073907
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08295456203845226,0.03549427769276217,-0.009265549122324522,0.07429706215156721,0.01398971889259827,-0.011699896547363399,-0.028149725141784702,-0.004058151233495559,0.02300291272823369,0.07149779922325004
HALLMARK_FATTY_ACID_METABOLISM,0.05702240599919163,-0.009466879145491379,-0.01105328437640892,0.02012463779861743,-0.035736509718008486,0.021756124446943054,-0.014663877905233703,0.06520323882345963,0.03964556676838261,0.04419298213266819
HALLMARK_G2M_CHECKPOINT,0.07629138063783608,0.004740760296078687,-0.02527289811509812,-0.03980016786553003,0.06561622586200416,0.052623638292428214,0.0537119464697115,0.091627269528117,0.08533150991729373,0.09419648091495086
HALLMARK_GLYCOLYSIS,0.09551950515129054,-0.06098427961265879,-0.037532173091232406,-0.05449794001518736,0.04677860345217938,0.01134077247932103,-0.019588314417642725,0.09923872317195145,0.08709294755042182,0.13566472891968742
HALLMARK_HEDGEHOG_SIGNALING,0.03505631957947283,-0.059060818075988786,-0.06830364664968377,0.002324679254692127,-0.03294704975850633,-0.03712780287422138,0.009454995624979042,0.0660459774896907,0.06631276626865636,0.007792978621490017
HALLMARK_HEME_METABOLISM,0.06340044971953207,0.05816695386440833,-0.05588625806970618,0.02851384798456955,0.018540781146892907,0.06251075096852678,0.007288727118958496,0.1429567456773765,0.1274406483594104,0.09563792187067395
HALLMARK_HYPOXIA,-0.02804532384525571,-0.09785353499090685,0.04795243755497462,-0.057517191984468155,0.018173940937867707,-0.000598217797104787,-0.030883512549240245,0.049641602305516355,-0.0263959979254989,0.11822177100988869
HALLMARK_IL2_STAT5_SIGNALING,0.05408826487036621,0.02814761808281303,-0.057482104745910784,0.029349692545683717,0.06105622560602356,0.03353117135963292,0.03304988890509521,0.03042787723582591,0.15126030304968247,0.16677622236179135
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.057007309966058094,0.09539044505725387,-0.04760488866448374,-0.04836416749921266,0.01407065267797166,0.12292319423487912,0.05098701255320896,0.025651672830387093,0.11151908835866622,0.17835681387034913
HALLMARK_INFLAMMATORY_RESPONSE,0.02552837824529248,0.04360425960069596,-0.04175900678672824,-0.008806269917592058,-0.01811213450742524,0.022329336268317998,0.05623863604966267,0.10692235803246541,0.0314341472171182,0.10157502573768512
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.032108016727874,0.0904456688399287,0.02251473236621024,0.057985517424882574,0.05282017576334233,0.0667301901293037,-0.03821143491256907,0.0027190366888145416,0.158587571785844,0.10628190490104823
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.0009183146207206125,0.07232491203842212,0.027907716080737967,-0.03354309640807827,-0.015241687513547191,0.007360375878326328,-0.005977514977472008,0.04232982813961089,0.14871856178769996,0.12523210047276426
HALLMARK_KRAS_SIGNALING_DN,0.09218020206500047,-0.014038289649558446,-0.033642925162908496,0.022246227880659247,0.05047100674723902,0.05319270163966159,0.0029586216304570974,0.1570533169930351,0.06143946000333457,0.043458372484231476
HALLMARK_KRAS_SIGNALING_UP,0.023650699905158643,0.028214080181762604,-0.03531478042142318,0.04916075964766468,-0.03415616389546485,-0.00899802009585841,-0.009450877722210205,0.07989549525534742,0.2029386974165887,0.03155644244202126
HALLMARK_MITOTIC_SPINDLE,0.08133999587695637,0.08352266034563688,-0.052478810331708835,0.048531932768448006,0.03885843922156293,0.06252465697290484,0.017758838067284025,0.12653712162573644,0.16490570423935877,0.1292781233745573
HALLMARK_MTORC1_SIGNALING,0.04674755274026468,-0.09610958765927599,-0.03026373196812003,-0.059743802101083925,0.04720589224208304,0.03310343304931753,0.006794104901062272,0.03250746510621109,0.04633720245366174,0.13864850168214216
HALLMARK_MYC_TARGETS_V1,0.0964619907270685,-0.004610717676055813,-0.060336420450969826,0.0278294010595076,0.07266819173120072,0.08264043877527577,-0.008328523713503585,0.11621080998153938,0.08275857313466756,0.10312694618512147
