,UKF259,UKF266,UKF275,UKF296,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.02189226526863386,-0.015618402872936114,-0.013530474954694087,0.033734599279147334,-0.0420115291143194,-0.04004316317495361,0.010583281499660169,0.07839028563597122,0.030817008412687946,0.021570733086517763,0.11107320880666793
HALLMARK_ALLOGRAFT_REJECTION,0.013314426517794905,-0.061453515373107,0.016244323966234184,0.008899099201904322,-0.0006133676350284844,-0.03042727256294886,0.036459137102008994,0.08990522612595249,0.004314578347690603,0.033840361478087874,0.06873656538875564
HALLMARK_ANDROGEN_RESPONSE,0.011021609303127606,-0.04883606838929437,0.056578941332137485,0.01741964385417396,-0.013790570100901539,0.018192758797388388,-0.0033770732599151965,0.1031836656158011,0.06615987268837302,0.053738902003851036,0.101313859694447
HALLMARK_ANGIOGENESIS,0.05245763230843237,-0.07803322477545904,-0.06475325895783639,-0.015869649761111857,0.03963753715250417,-0.01993751287769589,-0.0507471638631798,0.0552840603227778,0.02982946999250916,-0.002457439543958427,-0.00790190841350589
HALLMARK_APICAL_JUNCTION,0.05285316706825127,-0.05755768334298359,-0.0288131905002287,0.08723288816578217,0.017702942166904042,0.012948819355902435,0.0319585096164397,0.0702275502326107,0.03414586099550583,0.023312091953368835,0.11133029011420184
HALLMARK_APICAL_SURFACE,0.05222865471812122,0.03532818875788409,0.05419411042835333,0.025726415458965927,0.0018556396177554259,-0.032253111286848324,0.00478341255963497,0.058017695274711234,0.05011423680821664,-0.04231638650048678,0.12285497530164265
HALLMARK_APOPTOSIS,0.011456313125296956,-0.03495797704700573,0.014175950254731458,0.0651192029186544,-0.0752003790030775,-0.03139666327606939,0.04172864913613501,0.02622580925988647,0.005500862835153658,0.024404956973728204,0.03489232695179319
HALLMARK_BILE_ACID_METABOLISM,0.0440800649103622,-0.052497161779815116,0.013259945493753608,0.0555911939189518,0.006265898129069104,-0.014745153650722435,-0.003732205423959095,0.048713802353263426,0.022414447915939745,0.044758134095733315,0.06643496244286408
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04089102659573876,-0.0818299905624519,-0.017742777540370198,0.006558585542555743,-0.005882218515174001,-0.0890092621550064,-0.000255498344222152,0.10435784379508317,0.07619672130435506,-0.012415706508524816,0.07256455457017322
HALLMARK_COAGULATION,0.01588136923310802,-0.0700017190264763,0.018613853581484496,0.01855621403444794,0.056920881217657655,0.05677403425074116,0.0966128743574964,0.08567548190440533,0.005396371669257221,0.022665823625213653,0.08592455789997543
