,UKF243,UKF251,UKF259,UKF260,UKF275,UKF334,ZH1019T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.047514964287109024,0.013130326757995806,0.053706581578581165,-0.08461527018071179,-0.0035917720631802935,0.0195177013296278,0.006872760805147304,0.031571921077043846
HALLMARK_ALLOGRAFT_REJECTION,0.006857070578683771,0.03147996360343537,0.08474140483766379,0.007816443706928747,0.11693374199052727,0.007306359200620324,0.024785268659309988,-0.0189144214573972
HALLMARK_ANDROGEN_RESPONSE,-0.008313307387313814,0.04178924238607406,0.07524956502484201,0.04398126830314183,0.10645334327049819,-0.02474575262907789,0.08210581127673065,0.050409864375533804
HALLMARK_ANGIOGENESIS,0.07869691590693866,-0.06775196838355421,-0.013635683420222297,0.05138096934580431,0.08109999983189735,0.07184151869756748,-0.06907528927671233,0.054200112021459246
HALLMARK_APICAL_JUNCTION,-0.056054379104649915,0.0054975605172723685,0.03700859689470574,-0.030327051706158896,0.11727833176458438,0.005413104158438923,0.045939610130422234,0.06646557363978679
HALLMARK_APICAL_SURFACE,-0.14121742334777743,0.002426134029863619,0.04455823489904083,-0.08965321796194237,0.053907883793088425,0.0096148322972958,0.10560904031410251,-0.03462270595121497
HALLMARK_APOPTOSIS,-0.05636858261748089,-0.01555413150293611,0.04456682001050896,0.07996820226946252,0.1005361726688187,-0.01667456025255445,-0.025870841357252698,0.007749848946632308
HALLMARK_BILE_ACID_METABOLISM,-0.03324956073406759,0.050487650284306795,-0.028922083958807118,-0.05571988523168567,0.08054431443346846,0.002739265760271498,0.0691146316863209,-0.01858413723774451
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05435576742828692,-0.005197575257248423,0.04929374996152932,-0.0796016942557526,0.05146735979249853,-0.006153526697597524,0.07088441369058524,0.029398049812053333
HALLMARK_COAGULATION,-0.04637989676461416,-0.022325897601955014,0.04873734432298794,0.059595342134111544,0.08507493845925346,0.017254511960188238,0.014424705873644432,0.041012336630791874
HALLMARK_COMPLEMENT,-0.11419145110332429,-0.008184675642023399,0.048667000375304824,0.023339649532504975,0.1189239870152828,-0.02560766088146705,0.07014243681709173,-0.020786096155836743
HALLMARK_DNA_REPAIR,-0.014437096771430976,0.017994462194012302,0.026834786095887842,-0.0885060388047784,0.10620072462869724,0.037042796388227946,0.11037331215348174,0.01203896502210042
HALLMARK_E2F_TARGETS,-0.027512115134579882,-0.021554130961483772,0.04589422969744829,-0.05079491933708519,0.09968930264040349,-0.0062220798502017624,0.10408018801243239,0.03325031063583966
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01462321385424138,-0.017867242557311973,0.032942510536678744,0.08779388257659426,0.052107474644816146,0.032768806159794224,-0.05114845528377906,0.07669271744939733
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0018340331180471301,-0.03699159791627055,0.004629168701026165,-0.023222247379360135,0.04036241064870236,-0.07622782837093456,0.02882585260273268,0.03270885459738111
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0912284992038897,0.02089734901695875,0.006298869246591056,-0.016433275643929785,0.059667846915199226,0.09174410819472989,0.10613208055925508,-0.04444378104849346
HALLMARK_FATTY_ACID_METABOLISM,0.08333405476394651,-0.01046854673672362,0.014851946351326651,0.019698095785512595,0.08813801298281465,-0.010754495931681833,0.07032302515001634,0.05637096671272763
HALLMARK_G2M_CHECKPOINT,-0.02704753733586667,-0.02071266749057664,0.05452077285586253,-0.06356658925496256,0.1251140198533539,0.02360871628901396,0.012327833064122851,0.030922524161484326
HALLMARK_GLYCOLYSIS,0.0406440930974053,0.0006596956156480676,0.0029577517859864654,0.004292421521167601,-0.007958585541877176,0.03603191406837024,0.07373486591184418,0.04189839614175034
HALLMARK_HEDGEHOG_SIGNALING,-0.07685513402076856,-0.05884170293568292,0.05885129925244439,-0.057901592630368086,-0.03661042508222639,-9.8993816492163e-05,0.027634032248242367,0.09587756964049755
HALLMARK_HEME_METABOLISM,-0.010162853753877502,-0.0007374468572926316,0.037096325951519266,-0.052028652112471305,0.07780713578102044,0.017450373930224607,0.10903339602035067,0.06300644960794106
HALLMARK_HYPOXIA,0.1379140258190048,0.013358528536506724,-0.04003610454742373,0.09205270505278468,0.027529015607915572,0.08145060627056391,-0.04773258359317166,-0.007555715668869594
HALLMARK_IL2_STAT5_SIGNALING,0.010389110450675379,-0.054950126553906034,-0.009063373606168759,-0.009173722774543527,-0.030551738738028477,-0.04806932910424136,0.04689297925879764,0.060247363040855074
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07186324089919463,-0.012359264271920705,0.02517185636949363,0.009160127082557545,0.12104354545574915,0.028878382091211144,0.01732814574315085,0.045669844849987075
HALLMARK_INFLAMMATORY_RESPONSE,-0.02539432364672228,-0.05381499766030457,-0.001581412240630883,0.06836622067286781,0.00917482073574728,-0.044689612802483014,0.08403090660103159,0.05301798235744155
