,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.032813967026142844,0.09954215706437353
HALLMARK_ALLOGRAFT_REJECTION,-0.03597066604394231,0.02412896461413591
HALLMARK_ANDROGEN_RESPONSE,-0.053967115785784954,0.09903338648780068
HALLMARK_ANGIOGENESIS,-0.11749036300448433,0.061010533656952116
HALLMARK_APICAL_JUNCTION,0.0026748927762707294,0.08605017981336853
HALLMARK_APICAL_SURFACE,0.01675277062775096,0.11345009863543788
HALLMARK_APOPTOSIS,-0.04889205482694103,0.029977727740970586
HALLMARK_BILE_ACID_METABOLISM,0.030194868699924764,0.05275567909321992
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.042995761782516864,0.08064064014284099
HALLMARK_COAGULATION,-0.013164080121942843,0.049851050523977376
HALLMARK_COMPLEMENT,0.012142526743347266,0.09498235884771487
HALLMARK_DNA_REPAIR,0.06118449860334159,0.09815782969558154
HALLMARK_E2F_TARGETS,0.01780460479269203,0.1184555597499614
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.10677280903457288,0.04579480972847762
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05910139587690747,0.08633427519388434
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.011500367453733278,0.03844985084759576
HALLMARK_FATTY_ACID_METABOLISM,0.01657542257587976,0.031812041673796275
HALLMARK_G2M_CHECKPOINT,-0.032513312904045195,0.09331191531701523
HALLMARK_GLYCOLYSIS,0.015810435825229823,0.11946017020508418
HALLMARK_HEDGEHOG_SIGNALING,0.056830771734955245,0.09277725167973087
HALLMARK_HEME_METABOLISM,0.06007022928582965,0.08618067277925778
HALLMARK_HYPOXIA,-0.10071597179022213,-0.01675918063535788
HALLMARK_IL2_STAT5_SIGNALING,0.001729648380073179,0.06328792549948048
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.07263430712463052,0.0872488370970141
HALLMARK_INFLAMMATORY_RESPONSE,0.004326637296368992,0.044083622408860726
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.052193644022119144,0.07153096050709468
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.02583253270280681,0.0041171837625173634
HALLMARK_KRAS_SIGNALING_DN,0.07141275930807653,0.040734902660613644
HALLMARK_KRAS_SIGNALING_UP,-0.014945872097816722,0.08240827692555434
HALLMARK_MITOTIC_SPINDLE,0.029043711454559404,0.12498384372376628
HALLMARK_MTORC1_SIGNALING,-0.039271385571201106,0.058016817990110964
HALLMARK_MYC_TARGETS_V1,0.040632941167720885,0.08926014211798286
HALLMARK_MYC_TARGETS_V2,0.02780225466301996,0.05953287324675389
HALLMARK_MYOGENESIS,0.061817654787146424,0.07149498656827181
HALLMARK_NOTCH_SIGNALING,0.03958868011771491,0.1260696366244906
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.08973335296088489,0.07476659421976073
HALLMARK_P53_PATHWAY,0.05042667433940725,0.046335037711104414
HALLMARK_PANCREAS_BETA_CELLS,0.0866866114862548,0.034392844342907625
HALLMARK_PEROXISOME,0.05897531737539457,0.10238151612182365
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.09296882112905551,0.09792477775614812
HALLMARK_PROTEIN_SECRETION,0.04352705300416003,0.12401476678075275
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.11196061164126751,-0.048191315407490845
HALLMARK_SPERMATOGENESIS,0.06989217705296591,0.08450748305846156
HALLMARK_TGF_BETA_SIGNALING,0.011779014308113955,0.15643009230097632
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.00725635882392106,-0.017499068728151438
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.04548130771614351,0.07810104759681424
HALLMARK_UV_RESPONSE_DN,0.04095470954282641,0.1293129677295238
HALLMARK_UV_RESPONSE_UP,0.029158008582279255,0.06660922652585129
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.011422643072204803,0.05163484204340144
HALLMARK_XENOBIOTIC_METABOLISM,-0.0006560404153129393,0.0533569220080136
