,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.00985535595104889,0.1352603191970794,0.05266516863946042,0.1334062948249224,0.044387919982605585,0.000253199798572509,0.026577351649674112,0.04843743913275288,-0.010096102520134743,0.0005450298759654191,-0.10465994750857265,0.05726350791815452,0.08759113768943183,0.06353304704265579,0.17626700716969204,-0.07813796456769194,0.25220264116185453,0.1506311143699227,-0.012362955415523468
HALLMARK_ALLOGRAFT_REJECTION,0.05781156874887473,-0.08801058932426198,0.024781037404102653,0.15001331605452475,0.03277863206130974,0.019182234656165156,0.03650894216147345,0.09656277293159259,-0.08221055694447325,0.030212575298932638,0.015279308445051959,0.05814661970638708,0.04030828810589949,-0.03433341181291412,0.13337463530557386,-0.11391498446558038,0.20100477246790127,0.07205250857257983,-0.014664765959469405
HALLMARK_ANDROGEN_RESPONSE,0.03908071956449962,0.11250711580159187,0.03046723890921217,0.03943490286936843,0.025635305604883113,-0.07140963152612292,0.06694654334202228,0.04228228250582643,-0.03690556810757703,0.014876309384180986,-0.061706491766801694,0.012511314391493706,0.08788228578189783,0.04907981912234563,0.06618575492422905,0.006788309366778778,0.23969071740304032,0.1675465326324699,0.036664771629103476
HALLMARK_ANGIOGENESIS,0.13786949838231807,0.048497262387829004,0.0035862656689141983,0.0145124184540898,-0.07451237732458675,0.010241563303733561,0.016817045316103594,0.10516877758264964,0.13310173570974485,0.03512345561761642,-0.02928293035812506,-0.07643411761594285,0.06299076983885037,-0.05006757549945576,0.14593202872127925,0.05331251329654342,0.0464545072284038,0.10867857172406975,-0.015947892402365733
HALLMARK_APICAL_JUNCTION,-0.022424198229624624,0.1194300626766249,0.04955488592091388,0.13884489370214123,0.038559297637605926,0.06358242728516092,0.030390157168904645,0.14941394608277675,0.11265426013719801,0.031393464161274684,-0.09685129293829402,0.06798415298342413,0.1208848467878267,0.07760583324210721,0.15337432739230875,0.005372188437156191,0.2878727970847427,0.1452640108919967,0.0688987218984823
HALLMARK_APICAL_SURFACE,-0.05708588924301857,0.15129064006936035,0.004398754913393861,0.07166604697411333,0.0498077182381874,0.05429523314963429,0.07172397598752539,-0.0076724911855232955,-0.006323614320613085,0.015333389969559148,-0.0921276063600523,-0.018034514176013344,0.06518672287611943,0.055025959640232935,0.14001944776150602,0.0735299273338817,0.25928736501779975,0.03296161992577983,0.06038154243576457
HALLMARK_APOPTOSIS,-0.06962014683678265,0.012233900199840796,0.03698801717671634,0.008612103370549098,0.004770501924021501,0.028191787393849053,0.05345976123409965,0.04494609947194057,0.09787301580699422,0.00045676092828367455,-0.06408607978302548,0.06014822259054327,0.0013676581564107343,0.02323176513451692,0.1045805839220025,-0.01462924327124593,0.23575010700781238,-0.023388013068593033,-0.025995013324559786
HALLMARK_BILE_ACID_METABOLISM,-0.050711328812083435,0.10456041499871163,0.0063809461404248915,0.10406123404090706,0.03796221988805539,0.05064373972839542,0.02134877869832845,0.10732580328517578,0.11285175844225087,0.017761546911557784,-0.07841441318447102,0.04084248585175216,0.07135154197438684,0.04001594061276211,0.10537325027996777,-0.06440071480575257,0.14636388111963913,0.2054126630524755,-0.020168062355726123
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.014048734334173436,0.14452896650584243,0.04161567596979655,0.13913100944101053,0.06112913329128414,0.030915170233961738,0.056300152313836845,-0.01457473729787272,0.11768831179778615,-0.0056099965380854745,-0.12530916310363277,0.02545514279996468,0.08694901631953109,0.044310023139829874,0.0980193791215594,-0.06067463490239207,0.22714621132958807,0.18193258203788157,0.07693175047901221
HALLMARK_COAGULATION,0.08707412694234999,0.12964466512289002,0.04267788722664025,0.13972517564078824,0.06332172087845434,0.02219563478866537,0.016345594454800008,0.09670348377866027,0.01823688656522371,0.012753269013500044,-0.11662912949754593,0.0693180658943657,0.11452876510126124,0.03551015372924763,0.13912751483428987,-0.024402036041957675,0.26672175078932736,0.08883632518960934,-0.04328563395470162
HALLMARK_COMPLEMENT,0.0972759843592632,0.10160451846390295,0.08056126667659419,0.1077332105523304,0.04194265296821912,-0.000271399110747971,0.06745818182283199,0.12497705866667279,0.1064874169632487,0.03291060903922662,-0.06172222532169592,0.09133337360346976,0.08260415568417401,0.03428461680079931,0.16486427012229343,-0.03865329092113226,0.23968405441879592,0.06780325297529774,-0.03740593086145095
HALLMARK_DNA_REPAIR,0.0036162356462761647,0.14482874484867214,0.05136674540941107,0.15773572952979883,0.03158145470085012,-0.0018380490199881065,0.040362776866607115,0.09502169034505742,0.025972978545370975,0.024003845524350344,-0.12351007673961728,0.09978967118126177,0.08500488893370824,0.06542679339830174,0.1919866211478262,0.0038572200288925396,0.20509153683897263,0.23390788350289946,-0.00518691350113787
HALLMARK_E2F_TARGETS,0.03282824963142005,0.11950749684426237,0.04422876025120486,0.10238952799496752,0.05335217178062389,0.04851989380889052,0.017790582314801014,0.07454649107870433,0.09352773069501334,-0.0026605621795574037,-0.05556455748809514,0.11576138821065039,0.09880263560994361,0.027088895700004948,0.1939098056098111,-0.030686760338327856,0.14535641839337818,0.2353223715057089,0.018949796678728363
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.008348921861440674,0.0902377495398339,0.06353274830967758,-0.04549527590672532,0.006335513199281509,0.033381527978422976,0.02888860079716287,0.14833828898929657,0.14290136787212224,0.0677278583454305,-0.1134155238369294,0.08001872441675455,0.07662196904230215,0.02587275198691036,0.21031722144616782,0.04373592282727736,0.22285870652835255,0.09396564207818596,-0.011509896753720357
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0038046383502662318,0.11788574447685495,0.026167187826423122,0.07575449119936499,0.017966514047635582,0.00061597132063585,0.031230030548963623,0.08298052560954229,-0.03544272000626801,0.03768205880792735,-0.07696731289808907,-0.05650464386815023,0.08574905238987862,0.10246212966183238,0.16409198209029896,-0.006541069358054888,0.21940691542413476,0.14842132375757358,0.00559308862772591
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08493051680881156,0.09376246437808852,0.04770014118649363,0.12340938637060013,-0.00783919274636929,0.02595679842432312,0.008565080130344798,-0.006624324437193671,-0.027120883846697686,0.016199974540761705,-0.07798426986069629,0.06158514753790231,0.10154914180732089,0.043312819486705116,0.12835209680961288,0.008901592601908257,0.16681896257470114,0.06334273231151914,0.09397013479732627
HALLMARK_FATTY_ACID_METABOLISM,0.09984029502229477,0.030008042930309294,0.039364337484908876,-0.04511046741470571,0.01716098669113709,0.04551342766414067,0.016536600374416757,0.08856412451522848,0.12295937054663138,0.006742740198708726,-0.01450686361135637,0.0025108820749160736,-0.05216167157957427,0.025352100782607388,0.06623499542422974,-0.021523481496431903,0.11530313224638072,0.08812264124377146,0.11650178449254635
