,UKF243,UKF248,UKF251,UKF260,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06672196895039186,0.03447876733161564,0.008160862265300923,0.13156799799125504,0.10313114032587287,0.18269981812684344,0.022373096290065002,0.09862873733797659,0.13329790707143088,0.06753927399819946
HALLMARK_ALLOGRAFT_REJECTION,-0.014580823681489595,0.04236283023733396,-0.05523613865308271,0.06251089966109002,0.09411506284685933,0.11029094731812793,0.031046998130343353,-0.0687940031625527,0.1301655398159812,0.04858132769080408
HALLMARK_ANDROGEN_RESPONSE,0.09209167678926175,0.09879326030010133,0.00358446485884864,0.049311940185740435,0.11409362983490318,0.1622433278101008,0.009488492804031001,-0.04890118875087767,0.13482315984661625,0.12281704317128321
HALLMARK_ANGIOGENESIS,0.004822484357776998,0.06061140893592407,-0.05374163696838818,-0.15628183269666054,0.04640321489441993,-0.06616448073936503,0.05179240662311185,-0.10918454550058611,-0.000622328640763558,0.08289049550317122
HALLMARK_APICAL_JUNCTION,0.06408917364511217,0.050405180730109814,0.08360864333125129,0.056256080569198626,0.12036449055602498,0.1732354127354397,0.07751065555940881,0.10386503423550372,0.19188342949646253,0.06679720360653717
HALLMARK_APICAL_SURFACE,0.035743859905878625,-0.018711783712104833,0.013798047704265086,0.07322788215329508,0.10660871795637315,0.15496125033920358,-0.0056680995775035175,0.059808748936122196,0.13677068059031894,0.12297186820446301
HALLMARK_APOPTOSIS,-0.03537774646458167,0.03277332046546,0.02637254475211899,-0.038501429384058664,-0.014339912223855545,-0.05698032021472807,0.06617201662216209,-0.0007790969289912074,0.02992337437053342,0.03758087026881637
HALLMARK_BILE_ACID_METABOLISM,0.09454824385666803,-0.01019735692827804,0.010027148617238585,0.10260727611149288,0.08800336430787249,0.1639109617796485,0.049082855076399756,0.10915668960928608,0.08333280441451678,0.020518686566705358
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09618773217272945,-0.002717182216375256,0.017672097263862985,0.055769951941551404,0.15750612463243202,0.15799631035935094,0.00427494924473409,0.052342590084699374,0.06569596452825498,0.06270095619013838
HALLMARK_COAGULATION,0.025006671292634473,0.07869094540302465,-0.0033399530347230613,0.0032837364608473587,0.10102605893528084,0.12034851288760641,0.05193069562393528,-0.01907284343779099,0.16071683530170786,0.0680932264151999
HALLMARK_COMPLEMENT,-0.009812511212307903,0.049409111123573234,-0.03218636306554243,0.033084589669836954,0.0711882808836995,0.08625272813748425,0.05546610400226132,0.09933156976255922,0.07497822068567855,0.055930005907713604
