,UKF248,UKF259,UKF260,UKF266,UKF275,UKF296,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.06672794555796957,0.025612889623784718,0.05691712834910739,0.015266986770913952,-0.05231566110073742,0.02406756117796138,0.07251311881066459,0.035475337068476914,0.12825653889386882,0.05091336090776527,0.10490402779487096,-0.021368008299961133,-0.06262945326651888,0.09323393299353841,0.008570092620832642,0.006403144753514086
HALLMARK_ALLOGRAFT_REJECTION,0.07165089735135241,0.045777713845248334,-0.05269299561573743,0.02872089014463967,-0.055068833620833584,0.0011065057176881054,0.04059509561324326,0.016122250621329166,0.08388937858467674,0.06397713329013274,0.10933334987252095,-0.01866829593237215,0.03680579527339307,0.026855632524417725,-0.0340259915379269,-0.10251680322825886
HALLMARK_ANDROGEN_RESPONSE,0.052346180736818966,0.052206093796280675,0.0156204858881973,0.03251335557800505,0.0023027402349087645,-0.005611803453864297,0.09698634801679809,-0.028195000922583688,0.10657364099448902,0.028058119808114033,0.12121400369982765,0.010944387887879202,-0.0015253493075733425,0.04208221544239954,0.05754179507528711,0.08125028547752723
HALLMARK_ANGIOGENESIS,-0.09965935919156599,0.019930684903017463,0.012340293876701105,0.03108324337356912,0.05974009126911476,0.020834511819355535,0.029211495896602012,0.11189631914899689,0.028288660777405633,0.007112780333260405,-0.12186192955381715,-0.0485838853553289,0.05887311184945472,-0.053694906401168224,0.10047901161199914,-0.03269822199162558
HALLMARK_APICAL_JUNCTION,0.05980950970143045,0.02142129843984935,0.10781373664697558,0.05696365186235286,-0.009063954832969918,-0.014378980746378087,0.09820677565897278,0.04367308567078216,0.09011951139142607,0.05002246065758214,0.08905910495163477,-0.007643938834461019,-0.006857648548872259,0.06816440340638107,0.03278453338992626,0.043706772633204355
HALLMARK_APICAL_SURFACE,0.02991542318155721,-0.0022344323975870425,0.06296093850217349,0.037872442056067206,-0.09096158239786546,-0.03253530881953755,0.03767151867469327,-0.05506616472051303,0.030470007077178438,0.11013386681831593,0.06344394466315956,0.027455298162161402,0.0020119826651339174,0.04496142732717671,0.031071430311021872,-0.020797746759787957
HALLMARK_APOPTOSIS,0.023674270652668864,0.075027199496317,-0.020558566259541968,-0.06266357974332534,0.061943442546875956,-0.014771875156295468,-0.007633854638300718,-0.009773919686255444,0.122348921624366,-0.05242251603767353,-0.05507151730177605,-0.05492771433413794,0.006620480763178924,0.044746602809220055,-0.06235674424884293,-0.03841388609603288
HALLMARK_BILE_ACID_METABOLISM,0.0019478764969408599,-0.055642222777872896,0.08902567078304843,0.05331693947587826,-0.028175085984107437,-0.02471550168310841,0.08014133602521945,-0.11531890157333075,0.06701432175207442,0.03125932880989664,0.09575648337902799,0.035155747085867675,-0.0483797999897638,0.10435031175601843,-0.026041149256735136,0.20618177340686172
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.044220474649569234,0.021550029416966085,0.05884016146408207,0.0660608973343652,0.05917934522630527,-0.03303599540094746,0.08158474912409454,0.07424637640191309,0.06279526912752714,0.0631903083793005,0.11903447740306868,-0.06043513365235577,-0.07618799296198964,0.06536933010642469,0.017022948737195658,0.17898797949905781
HALLMARK_COAGULATION,0.0643867093194974,0.03023833982905192,-0.02989665263635289,-0.009293620527904535,0.0005624135737704821,0.012887449453479912,0.07847791660905658,-0.032294709095416735,0.10666773074555382,0.027702494513725858,0.051823225178959494,-0.10754400266590787,0.00914396101042389,0.029536867200777455,-0.037382997658754163,0.07023327411416265
HALLMARK_COMPLEMENT,0.06486390644285432,0.04730027687642606,-0.027909723444436468,0.03987112921320777,0.0475873578906274,-0.009988917707635698,0.016142259153821666,0.04238242786141222,0.10226389647970964,0.09337835542294899,0.058878001138866036,-0.07114401979993125,-0.005116986080695984,0.057880567325732234,-0.03285449358587354,0.027534855003791835
HALLMARK_DNA_REPAIR,0.0737428914011461,0.0712553874659739,0.07647013931207669,0.07799558569319294,-0.05306533545643765,-0.023481460884896763,0.12744981160988436,-0.021774342591228624,0.10303557248540772,0.08626529031559778,0.12254991461022134,-0.05621659610173874,-0.05000147037586306,0.09863425404876137,0.07718506058503033,0.10663005363044412
HALLMARK_E2F_TARGETS,0.05517510437538391,-0.010004303294451409,0.030679094391108913,0.06947703464462016,-0.046546131221485036,-0.046850836256470116,0.08622986597003596,-0.09108512029265428,0.004121283770790321,0.09737694220757118,0.09136439365580518,0.017093452619415538,-0.008264054409681138,0.06886016455922518,0.00774321401446465,0.0052873635660057455
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.02507771921954245,0.08666911653575743,0.03836800219703906,0.037586229152779704,0.07090304528156416,0.00985391328497431,0.0711377695019301,0.07671547044766062,0.13241356907895985,0.01458021949961637,-0.058206161020049316,-0.06043818053851054,0.054157972722753696,-0.004277966155669847,0.04755360149504176,0.10785880895579794
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.011806831170021442,0.015366457279752416,-0.008739755406548953,0.019744731605911645,0.06222372832990654,0.02704109851321593,0.015648579496520314,0.055135683285870825,0.11539088896828845,0.06429548859094802,0.06720751489152424,0.05298920980186783,-0.08064308949432697,0.06490675056186014,0.04429609716079472,0.023841984964336413
HALLMARK_ESTROGEN_RESPONSE_LATE,0.019000084683314027,-0.01583938853818335,0.01685517099755011,0.06011829323453851,-0.06795083035375821,-0.020701810839220316,0.06891565395944232,-0.0432967681590016,0.015111308777093616,0.08257019893609933,0.07579283453850344,-0.0019793670536357587,0.01807416171629562,0.06546577052337173,-0.006528721750264925,-0.0220075359671386
HALLMARK_FATTY_ACID_METABOLISM,-0.02781155450765787,0.07595580358096529,0.03752690004862098,0.04682125629630416,0.09304623725486644,0.022696685579773508,0.035412721375247806,0.028424293690709816,0.048444805674727386,0.04283559627082392,0.002644300595442125,-0.01649946202764178,-0.01794903463693524,0.05933750578201877,0.06660582132477205,0.029913680941891493
