,UKF243,UKF248,UKF251,UKF255,UKF266,UKF269,UKF275,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0847157818169938,0.057151145956757014,0.03777214024342872,0.131921964041515,0.041922987036233116,0.09318576149646711,0.057265588689488334,0.08741324759136963,0.10109052234985332,0.036060779694148504,0.10899667682425875,0.012169454965005506
HALLMARK_ALLOGRAFT_REJECTION,0.051072904110092826,0.06212842338006597,0.015061845546947457,0.06674826000725716,0.04164064688070621,0.060373793997209685,-0.00235315475483508,0.05454905554688945,0.05327886597062836,0.023129538439058094,-0.010219379378801496,0.04609032007277289
HALLMARK_ANDROGEN_RESPONSE,0.023005392630527477,0.04735221996519477,0.017229644047055903,0.07176503004861877,0.034923587224142905,0.05443733970430907,-0.004317301410965407,0.10915367027665991,0.10528420076152069,0.041347652749776004,0.038583722689069455,0.03868105300537324
HALLMARK_ANGIOGENESIS,0.0013694393712685878,-0.005425216507944278,0.0691969842631863,0.008858528229505993,0.0134463471022757,0.064772723981267,0.08700522987657186,-0.0009115956024783804,-0.0394799644921175,-0.024117265682793924,-0.07614246794198459,-0.04212993319537905
HALLMARK_APICAL_JUNCTION,0.08818539491055956,0.08057545489976047,0.008292275912380444,0.19193570598181914,0.0496267833798063,0.12236393494030649,0.1146975831144407,0.08796713214224888,0.13265090273502422,0.03906054112305504,0.07699213818753078,0.0445979072435058
HALLMARK_APICAL_SURFACE,0.11782597364113837,0.0963258961103712,-0.069164719857223,0.06093306049361637,0.05035168778938048,0.0519769140432572,-0.034949193783764244,0.06956719851673086,0.09328372357470296,0.07172052588051897,0.053230796713867226,-0.05564587127646756
HALLMARK_APOPTOSIS,-0.011397519937219599,0.013002618557035469,-0.00047653074996746077,-0.025987097656621237,0.009453148854533364,0.0263238829064968,0.0440200740094871,0.02359278291532285,-0.04196921915577583,-0.044650669848174715,-0.03538089570636953,0.036358644552644814
HALLMARK_BILE_ACID_METABOLISM,0.04094090958533963,0.049474117887835935,0.028682968572811145,0.09174232058539725,-0.0105113115891384,0.08041397001196685,0.05993450624696745,0.0842942324368119,0.08367289996840423,0.05277035261300645,0.12532247112013087,0.03357139898693504
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.13792586538836207,0.05113904641404802,-0.027292307347652252,0.15492855894890886,0.05640810724477884,0.059284225861267366,0.06614680348176495,0.09348004155651574,0.12712254682835222,0.07960833404968498,0.08914596901101385,0.051345191872605105
HALLMARK_COAGULATION,0.02638941576338897,0.05834282726348971,0.003373657169722267,0.09655864923112364,0.04582979750565644,0.08734377330311294,0.057753383548445725,0.11943259133545962,0.03138521883240497,-0.015110117193081774,0.022642153996215015,0.01214483625501281
