,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.07783355984046654,0.16628272579868772,0.014266601257931383,0.06894830970135347,0.15459441525489,0.0907895364212416,-0.0029556961781920126,0.06615260611179513,-0.02197738835663359,0.16428466890674995,0.14108711756904085,0.10735611688246292,0.1651307836997501,0.23798877201472585,0.2893684623285657,0.09216186961792852,0.041276658064389724,0.13526536827089644,0.09012028755501306,0.1280207552108418
HALLMARK_ALLOGRAFT_REJECTION,0.10795400348658282,0.07434348158520739,-0.06185681909532133,0.06495669031470472,0.07232702903315305,-0.1321304945157182,-0.14094832333813037,0.08789487072330755,-0.034538800942759705,-0.3367946667979057,0.22375899554891907,-0.05959714845699054,0.14807142148318145,0.19494946182768408,0.14417988673681525,-0.009502013508578827,-0.05536696777872851,0.22374506858949555,0.06588231367135615,-0.01980664001191736
HALLMARK_ANDROGEN_RESPONSE,0.02981480094187089,0.1979924462585994,0.012284742752298364,0.08900505627788625,0.16782041917254695,-0.04025079373180973,-0.14027194230900378,0.08517055803934163,0.012061186509622032,-0.08411877437625302,0.17272515193747529,-0.07930230923046663,0.1583394309412069,0.20299560917862697,0.2768580945659134,0.03150034766855265,0.0384616337243059,0.24537694427010248,0.06563249981631306,0.0024904020693963533
HALLMARK_ANGIOGENESIS,-0.22645682437775372,-0.05630839149478571,0.038516407111389615,0.0148333160534213,-0.2659500825623833,-0.12895303560034835,-0.1654340586511151,-0.18589855739498068,-0.09206285479298949,-0.3179295409265592,-0.10399445338878732,-0.34150161537149193,0.13864524410036133,-0.05380659086234221,-0.18058687199813275,0.0013231391796054684,-0.024704896826468915,0.08495137159067039,-0.11559999210032205,-0.21845023667677216
HALLMARK_APICAL_JUNCTION,0.03699009698218124,0.22483546391159376,0.013363479841858485,0.05517074042908819,0.10711670702582736,-0.048698766575502164,-0.11048656721278508,-0.07609412666576877,0.09143825877280434,0.09886628995372489,0.1956365437887571,-0.18434829385334042,0.19261195980518814,0.2391152797867256,0.26496483913457025,0.20481171007594967,-0.01633644530525835,0.294035812532594,0.08673652129441836,0.12263882488978227
HALLMARK_APICAL_SURFACE,0.19893208508059512,0.23227849006225698,0.008266496951877936,0.0011484147027890166,0.03242778153133679,0.1506325650087914,0.10199681951779502,0.13934931632265546,0.010389702486812934,0.2200689276639083,0.1895505205660877,-0.12583812209326223,0.14999854593533463,0.22508702021877694,0.18805177960417607,0.08919057220903735,0.0684678812558368,0.258506917391124,0.1826811312140322,0.07610559581747962
HALLMARK_APOPTOSIS,0.05894803816266192,0.04460244418189907,-0.01661207441119912,0.04185021162558399,-0.031430766481014526,0.026197258939623776,-0.02832279375180009,-0.10394522575794524,0.006928666839603596,-0.12422672442542246,0.02180531458675305,0.19939741065477973,0.03577144379954313,-0.07262463077648215,-0.06742961694892635,-0.06237285260640587,-0.0537823429234998,0.0686730715229581,0.0710548443379723,0.1751901120596706
HALLMARK_BILE_ACID_METABOLISM,0.07509402286047877,0.07021393762062357,0.058714678053445525,-0.013527593991176583,0.06525762896738482,-0.04347314296052595,-0.1753920750108107,-0.0738534738177851,0.016611959225628924,-0.09534791961023283,0.032272726167994134,-0.09213913153492415,0.16364052444936936,0.17575087552176774,0.23570560174974162,0.038934670153410914,0.04575916645902423,0.019080151163023668,-0.010662560560039176,-0.027259260680204754
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.009433194692317829,0.03533470249790479,-0.05288267443441331,0.008187230923712123,0.06685767035892554,-0.1351496857902454,-0.10618065029137219,-0.17961892208052155,-0.06036022212464958,-0.2563344727665125,0.23096582032465965,-0.23727789261068122,0.05220480983623836,0.2585839831720929,0.26222257470499666,0.0791570855276634,0.017710036703918807,0.04164631515006742,-0.03419012141736665,-0.011578088122092142
HALLMARK_COAGULATION,0.025319599789754916,0.1547700174834226,-0.060093639296295284,0.10694118003258384,0.07631698356238391,-0.14715992944405848,-0.1843569893598934,-0.02312904847908227,-0.044133540150355824,-0.34144814876598545,0.11420994729319553,-0.12576319290780735,0.15965083819438033,0.20099662424429732,0.1715174476541648,-0.15836430541689045,-0.06650139382457736,0.3217799198725021,0.0819895879343976,-0.09141688599283576
HALLMARK_COMPLEMENT,0.13104810591961902,0.06543184390625907,-0.005285269558765496,0.04424391169020249,0.19184916668456736,0.013116771449441811,-0.0925036429422039,-0.10014632600995892,0.058697538259898374,-0.21553929191651897,0.1287730775258081,0.07663434633052002,0.14247905423592205,0.1729542158049718,0.19784611407890548,0.05463332990343594,-0.02496665746326418,0.08550330577423847,0.0689192030975145,0.1046255789697599
HALLMARK_DNA_REPAIR,0.030744508358010368,0.18078009130792225,0.012602089472230677,0.01525094434525678,0.15165294300780538,0.002565758307990899,-0.06739720591012867,0.06213914273947051,0.012469074191310874,0.23246315956278565,0.20420373642074446,-0.14080732674174049,0.13167142949820085,0.28358880834124633,0.2895453626118712,0.214946161606143,0.010080346429233049,0.10347619390944308,-0.03341879286511888,0.1629241379439856
