,UKF243,UKF251,UKF259,UKF275,UKF313,UKF334,ZH1007inf,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.035623330582092834,0.03960741035792493,-0.012298625875727297,0.01969871770493901,-0.02304263707986549,-0.012367721842552543,0.06861278107820487,-0.014948817338583453,0.0074451527851573576,0.05886328242847595,0.052010535471303236
HALLMARK_ALLOGRAFT_REJECTION,0.07290620479440153,0.10893700029544368,0.11819257540207918,0.07762309422822122,-0.018329603683236773,0.045117695550287,0.1472493315025041,0.026916391811016637,0.07716537862095808,0.13812526279818893,0.12968517887160594
HALLMARK_ANDROGEN_RESPONSE,0.06645206865793254,0.028660815197948695,0.09657964228156925,0.07648124981981361,-0.049725155774669745,0.029887508812002486,0.08231499804573811,0.002522124130375554,0.060960320402082865,0.06373865499006899,0.11568692070783082
HALLMARK_ANGIOGENESIS,0.0316570906820868,-0.0028811152918471004,0.1524300642585086,-0.07434149326346605,0.049567670053832974,0.05425206998962731,0.027558312847868298,-0.05971360734045258,0.09706082486443708,0.0014116342270129487,0.08796613313515986
HALLMARK_APICAL_JUNCTION,0.03952168279126459,-0.010277272833787222,-0.0696037129299194,-0.025170075198011174,0.004672756347601408,0.01463171908288269,0.14665612314126875,-0.019535068089312872,0.03562138574276063,0.04313367661192695,0.05474242915286538
HALLMARK_APICAL_SURFACE,-0.011383876932103316,-0.10680150904744841,-0.042160722641240184,0.10406554531161921,0.08137814318282524,-0.004004256344139366,0.04006651966101685,-0.041958003078401834,0.053624580348287494,0.046318066969292575,0.058001528024127946
HALLMARK_APOPTOSIS,0.017726892315253793,0.03857165657258397,0.006610447713573868,0.005799274446738796,-0.04525773902568262,-0.029163865716647475,0.13349292158818546,-0.00699171027026838,0.03176281815527401,0.2838767893502157,0.05714425355737983
HALLMARK_BILE_ACID_METABOLISM,0.060002147241731696,-0.05763491881437144,-0.03151324374892145,0.0543926453633479,-0.07475214196761366,-0.014175272246094073,0.08126353155873972,0.024210086711402852,-0.02167174711185243,0.06174057957782025,0.019351128462327567
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.016725019972611093,0.038483840755967114,-0.007928733264065482,-0.06900625208424423,-0.06449465192154627,0.028801564902272245,0.09825344270254562,-0.0016714387250543019,-0.07723289246822766,-0.006750729954898827,0.003066773671150638
HALLMARK_COAGULATION,0.023563253435568,0.06104548150286065,0.01589836443524679,-0.02812638068279573,0.14957139379515733,0.011688035961025885,0.15375443626555416,-0.04171147267326075,0.023690698092445735,0.22279910284574592,0.12749505720162638
HALLMARK_COMPLEMENT,0.07540446125554866,0.036849562455623625,0.07944543370531879,0.063792185846079,-0.00869632228519893,-0.019531076465407297,0.12285899169192208,-0.02271184522814636,0.011078959059433765,0.035923821727799274,0.03027670123127799
HALLMARK_DNA_REPAIR,0.05931217740087425,0.023834390067566547,0.06059401888538783,0.0913825268427393,0.02491464788664376,0.04768441567987745,0.07661899499177799,0.0047631616064862815,0.004041683317792648,-0.0043482608630831115,0.02772479017965313
HALLMARK_E2F_TARGETS,0.05586605114448246,-0.0479732816032751,-0.03737637628738897,0.03707122549357637,0.05711815782113692,0.016358689530772116,-0.002296671069448265,0.043094331456653055,-0.025615300593474655,-0.03596203634033493,0.039983789424913464
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.013024634197584452,-0.006371512826752126,0.14127531146159303,-0.053324538008471215,0.11151990028294924,0.02420549199680903,0.04313498410945046,-0.05149760067588667,0.14768294689289502,0.19038162125253527,0.040683162942256046
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.013289815023476372,0.04693964470504044,-0.06787585639955959,0.03316394655763574,0.037789230812079314,-0.05635503587489689,0.06275542393097143,-0.042868849029859685,0.043915378529399855,0.03212931249852348,-0.020007903832771186
HALLMARK_ESTROGEN_RESPONSE_LATE,0.047051849884084056,-0.04628427752386831,0.004804618355001744,0.0398795811152352,-0.019769156049799386,0.053028735541427,0.0329655543258071,0.016892790693448807,0.022601720917701858,0.028847101363908906,0.024700631654385696
HALLMARK_FATTY_ACID_METABOLISM,-0.03730686874351417,0.008051166585229419,-0.002166476583361947,0.038033327206509614,0.03216849079452696,0.0031365332749004756,0.15585428625551465,-0.02219020565890147,0.048410657365548816,-0.05460613644254734,0.06534474531460706
HALLMARK_G2M_CHECKPOINT,0.024651611706093507,0.027240069304773,-0.015049776083170395,0.016656505185259813,0.01833836216750768,0.04206369989453801,0.051972370519200534,0.03561472372781866,-0.04249131255824556,-0.07426100544476547,0.0069315973479465364
HALLMARK_GLYCOLYSIS,0.026979266060224067,0.034200610216215226,-0.04791746143033557,-0.03159848535450754,-0.0030730117969611117,0.057320346665281956,0.06858720498050128,-0.024172657767634817,0.057565994629686174,-0.01468994578560764,0.0209940345229243
HALLMARK_HEDGEHOG_SIGNALING,-0.021102279261146717,-0.04507003855506595,-0.1183520775499337,-0.0013975742075151938,0.02839816342929817,-0.030888138738793505,-0.0019165518075742408,-0.07741888320640157,0.012078173939900377,-0.07156204425559662,0.06463820476398477
HALLMARK_HEME_METABOLISM,0.054657954552415955,0.05100724905618809,-0.008905614437266965,0.03237459726467711,0.0469402368078779,0.03125702298606586,0.1260085935229649,-0.009085595793251779,0.013670909826803763,0.005099485980724827,0.126485545062454
HALLMARK_HYPOXIA,-0.018761832224354204,-0.01775751258792624,0.06708931147656015,-0.0264608944959358,-0.007744252496962623,0.06404997733125167,0.06582759640678015,-0.0768521482230328,0.09789188981348061,-0.19550722166924006,-0.008327098884255448
HALLMARK_IL2_STAT5_SIGNALING,0.0001881606910623858,0.017390667945030913,0.05130677508678,-0.01609038660849299,0.010954942311515168,-0.029139595651075025,0.13917825667272693,-0.026270037301444112,-0.004422741022670735,-0.05776693173891742,0.01870957502846653
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.024807437538528664,0.012283154865438661,0.13576074493065143,0.0120182736055273,-0.011964181819889869,-0.015598144027379164,0.1292580164645298,-0.029618215578400997,0.10685971920029352,0.02076631044575949,-0.022213851557081075
HALLMARK_INFLAMMATORY_RESPONSE,-0.00400560479322303,-0.02193664053212411,0.062043053271140756,-0.08184790566630767,-0.03572711368677145,0.015600214459513304,0.10700505458383468,-0.05688360140278459,0.037776352770453915,0.05074639447590279,0.08964323853682529
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08071315722091464,0.07809369283953342,0.10090186124004494,0.0857660692075798,0.012058335878114463,0.0420535822926276,0.11763318171288457,0.0019347053884896717,0.05044390695925381,0.12017761407075012,0.10671956815820184
