,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07806923398067929,0.16850116785692218,0.02482966382306344,-0.02010255535687911,0.023886956673678093,0.10570211861453414,-0.019934814686457983,0.1809680556438179,0.047958885953775406,-0.008327129310774652,-0.046738918481608785,0.10539040279894465,0.03479598759594524,0.07762775517506704,0.09255584529587177,0.09081942270792419,0.12152444742113166,0.20059305126585092,0.0900554791150084
HALLMARK_ALLOGRAFT_REJECTION,-0.0053007697815175975,-0.02228434005234829,-0.030823156961060846,0.009157312191594708,-0.038553112191853214,0.022349103582575296,-0.05107759715363959,0.19114694617391512,0.05709378059252485,0.019111068405033307,-0.04492489615134101,0.08615854160742581,0.02521557314621937,0.039242264767251324,0.03070393468634041,0.07076384059791598,0.006121131256783678,0.20567731921944366,-0.029129089853068536
HALLMARK_ANDROGEN_RESPONSE,0.06644463866280684,0.11237213049576655,0.033053299323840615,0.026359237946526656,0.03562700577373631,-0.0007004829347102414,-0.10751582098500852,0.16646437360298202,0.04673956147548009,0.04027995590449779,-0.03927536300120876,0.11436241206515634,0.017747971827583055,0.002186978892973719,0.09276722455051054,0.0993318586658497,0.010209308795741412,0.1822350730689112,0.04460583303271271
HALLMARK_ANGIOGENESIS,0.015751208144643866,-0.03721995063345403,-0.02320648687485902,-0.014775883984092717,-0.008180910379541525,-0.04664920134778267,-0.13182965003450406,0.20448655568350713,-0.03172736825990444,0.024209345204061136,0.04736451219158371,0.07959186010503379,0.011093140460160583,0.053267796759927086,-0.09844883763491172,-0.14549791685155303,0.09918971725342264,-0.08444458850830781,-0.03130684927732653
HALLMARK_APICAL_JUNCTION,0.10222188948949605,0.20849104382495198,0.022792506396931474,-0.025440718344644533,0.0007555753578606515,0.08230109782997994,-0.11841796344843597,0.21835849727266127,0.015725773801106818,-0.03833879604944698,0.015703597817640955,0.12186603430160983,0.02208395676870394,0.03402779902441877,0.11659454685674683,0.14253363145498338,0.11398366420006946,0.17637810634633103,0.0348332800152317
HALLMARK_APICAL_SURFACE,0.07148316063237263,0.16488073234223447,-0.00024914672720614665,0.020646461709689038,-0.027963224979424498,0.099516718057209,0.012675097028798156,0.035480143895084006,0.00454244952479752,-0.00032922598970546216,0.02106470114610763,0.12251982340794554,0.012838521515012993,0.12950804673632663,0.12158409337743399,0.05919982207226,0.09651083274685841,0.1755373234985037,0.038029394098589936
HALLMARK_APOPTOSIS,-0.016597744510199422,0.0420182791783125,0.05962952157382353,0.022951463170905004,0.0204323214067355,-0.03314739458995771,0.01434127764653839,0.02705757811246132,-0.009772664801891396,-0.0011852721836414595,-0.07881358609599426,0.019565276833564103,0.09625474691560472,0.06398401017006757,0.006806789121345069,0.044936253779634464,0.05743343713576362,0.23286837541566702,-0.03752769077689239
HALLMARK_BILE_ACID_METABOLISM,0.050408441437394765,0.15609654542372078,-0.04318078800290109,0.04824189488712938,0.002159847044572196,0.08399446722234374,-0.14946219613240172,0.22144244027699175,0.015951593625138306,0.013237811778442344,-0.03315298799806193,0.06546731347750216,0.035983602478185384,0.14955113759853272,0.13015391182628475,0.07927745503720507,0.025647865438371525,0.1459875459663714,0.11080142969882245
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05442319112804696,0.1905999216640968,0.06020431395500421,-0.00018216484087165365,-0.008829120320376239,0.08165188815635833,-0.10538099866314407,0.10214537875324849,-0.01653022702709075,0.059556918874209296,-0.049071349489534094,0.09140913100391418,0.10229834040309824,0.07402155896357639,0.12329449270759568,0.09825099782689088,0.07061191167763059,0.15563510579515005,0.09276153860623916
HALLMARK_COAGULATION,-0.006330927160494946,0.1398490115625626,-0.009297675717456306,-0.004367691695140111,0.00022089741778147476,-0.005514853758992879,-0.10131310788586645,0.18506524841978855,0.06723393282101182,0.025462678043890862,0.11189063113569211,0.11738146464477418,0.10860409083798668,0.07340577146314253,0.04154997068471994,0.12916586302512148,0.09227943310640083,0.21023849503505027,0.03884947103394433
