,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf
HALLMARK_ADIPOGENESIS,0.11217270613840467,0.027301223955958662,0.062431552886736595,0.03178957138220174,0.09216506879960062,0.009443250272176443,0.026077661851398426,0.025988563920342236,-0.051728381568967544,-0.0007170126680887452,0.008654174552668958,0.07899534802452624
HALLMARK_ALLOGRAFT_REJECTION,-0.10421141131622161,-0.09656665003008282,0.04580777253188269,0.025370151975813028,0.05550207604279784,0.033408941760578015,0.07276886856487691,0.0186081411139739,0.046088037279172614,0.0730309616266789,-0.07739391864303406,-0.039565186723605164
HALLMARK_ANDROGEN_RESPONSE,0.12067401525958682,0.06805111339757046,0.003287543732437758,0.05747695868251166,0.09230338054262878,-0.013428179667088924,0.046815192758805114,0.04578846259551653,-0.0345985727528319,0.17895128591731524,0.022607713164859163,0.04333374077193228
HALLMARK_ANGIOGENESIS,-0.04729837856531717,0.011279911172045414,0.01999133277040093,-0.027444344937503102,-0.02744931812865557,0.04558360452412091,0.059664383691048074,-0.06644286932072704,-0.035795946794220115,0.32769264168153084,0.18609996575807844,0.12476432833324018
HALLMARK_APICAL_JUNCTION,0.16605279815134513,0.05212583953369076,0.0592733257321315,0.08279152310775838,0.10305524766755168,0.028400025147737047,0.08924273511717454,-0.014964353416745244,0.011514669161231046,0.20894492692681094,0.09335427113596109,0.13008568481874358
HALLMARK_APICAL_SURFACE,0.1837116127780702,0.0036931210285960983,0.03825958681860233,0.018959235209612908,0.06402255772483484,0.01651280164319402,0.030739820299391672,0.023373928728814997,-0.03573660171195033,0.21354384008919727,-0.07602740121012931,0.036333973457284244
HALLMARK_APOPTOSIS,0.04922123371836197,0.027891247217396768,-0.00608276481202166,0.011799636622869815,0.11338363721888646,0.01677225893784228,0.011667885562804065,-0.04203484357641512,-0.02071380781644176,-0.1896984862556068,-0.022411632950259944,0.11385741453411202
HALLMARK_BILE_ACID_METABOLISM,0.0938700127804818,0.09109983654735575,0.039467945719892816,0.027461136624986664,0.06421914126147199,0.016391232310880896,0.033052506139707616,-0.0195955637516944,-0.005741141759651046,0.10285894370541412,-0.11380953669606172,0.034946814028136604
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0987412830672992,0.08574445486139266,0.07817754253158328,0.028731282023572377,0.11064256851877152,-0.01613199374635102,0.11555258248239508,-0.054258212799878004,0.005078378379127129,0.2570774970902043,-0.07248821460025064,0.022829945652999374
HALLMARK_COAGULATION,-0.09753983076953941,0.07484452844120593,0.06120358030868435,0.03006382119243093,0.10663880727414567,0.04704756210830695,0.09551336571132099,0.04302938191254334,-0.008078051996571639,0.08887206508667106,0.05685137983129,0.10596650130973476
