,MGH258,UKF248,UKF259,UKF269,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03451191899485309,0.15848986184221578,-0.003417884885090453,0.10385509765842453,0.04852234246911703,0.13930708101942219,0.0818170666708266,0.1305138202563956,0.11642138366768852,0.115521944641924,0.27882939292958714,0.19379498948655952
HALLMARK_ALLOGRAFT_REJECTION,0.02517316149037309,0.09057727294883627,-0.00998275895273252,0.16110328680037247,0.04740098871059929,0.039785713937025825,0.06751917018615526,0.19201738321341957,0.1665161975969656,0.09151927590550861,0.3459928221939965,0.13918516247887783
HALLMARK_ANDROGEN_RESPONSE,-0.031092744499566578,0.11923144918755078,-0.015826635347709346,0.14250919679684473,0.028513480986952503,0.11967163640387814,0.055984003808785494,0.0693734265858056,0.10212485542590385,0.10700215138803763,0.3324097286873608,0.14734863796611455
HALLMARK_ANGIOGENESIS,0.06931835204603198,-0.02281687175743729,0.003602776896491875,0.15687492908900702,-0.020223966187436382,0.155372920469665,-0.04508840104918631,0.07495867680132494,0.021338050511219526,-0.02815188404158698,0.0480576973463028,-0.0013291895360936733
HALLMARK_APICAL_JUNCTION,-0.023573994251995658,0.224330455875447,-0.023913972039332723,0.1793452648439572,0.049353222900378683,0.1520497160265211,0.10839885802377387,0.1327698158793781,0.11885158715127771,0.10778573461789838,0.47361348210419973,0.19327469794615337
HALLMARK_APICAL_SURFACE,0.058509596670279745,0.15277754872221763,-0.0391458913485322,-0.009529899434617533,0.029657402382207817,0.0872139528108956,-0.048496677544171446,0.09893106389821767,0.11425394998106034,0.11362729518845231,0.4022970236997583,0.18146862900766536
HALLMARK_APOPTOSIS,-0.011335381378344314,0.11943401081169404,-0.02117708881647841,0.04485617592314459,-0.03501348335023712,-0.0010370871718367444,0.08451579216820665,-0.002423604269542658,0.03275622166312868,0.007773849588145667,0.09833645329297101,0.1307687027380668
HALLMARK_BILE_ACID_METABOLISM,0.013012254388395036,0.03343284584325046,-0.0031761781901627475,0.14406973334947926,0.006116647102451986,0.031288372262746354,0.014094606374287397,0.06339322101835504,0.08695507515983024,0.10709501227634656,0.09422601606217455,0.13439484011090383
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.042838354800114144,-0.07381700300528975,-0.03356475134108321,0.10775652157767876,0.004505149920439225,0.0813494150275908,0.035198262049754195,0.06415846853633057,0.07034834000181553,0.10131350963082021,0.13883208821807613,0.06145804553243113
HALLMARK_COAGULATION,-0.016824658866857467,0.23592763661299623,6.55403422432474e-05,0.1629495593562497,0.0848955327677285,0.12439140565220441,0.10390370247114235,0.1884262063903121,0.15605454474041022,0.11445044430769548,0.4421112379170856,0.13751570299834615
HALLMARK_COMPLEMENT,0.004508781352720627,0.029896673259995465,-0.007395124646095994,0.18442933234966127,0.036145184761333785,0.0813598496429059,0.08991131323718837,0.16412225814398307,0.03971398959016486,0.08395210669761513,0.15516496946136557,0.08055886126238856
HALLMARK_DNA_REPAIR,0.033351141262643956,0.07175464000601181,-0.05725961838463323,0.14563339170656547,0.0584296425920324,0.10854194399215537,0.06434367031041087,0.12330689525835803,0.1190370750824876,0.12489148600992382,0.22788771781549924,0.12391988983408575
HALLMARK_E2F_TARGETS,0.03533273589952875,0.09333083256614354,-0.02657931502267377,0.1578914159917303,0.0565067783439715,0.04327191468437112,0.022921494121674137,0.09279441900227443,0.1356608575960483,0.11769620690548675,0.18815175965744538,0.16659811686337844
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03198660965128159,0.2106985039700572,0.010075810958591246,0.1776741925927349,0.0009222022355095997,0.1446351514841321,0.10166698741992203,0.17884110054677393,0.08877952745422019,0.020791122664328244,0.38854739037156977,0.14432798185567802
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.027576464719208636,0.08223428706691724,0.05399099604766597,0.12525075118609863,-0.03211086493925315,0.10391852726868729,0.12069215438762733,0.06902662672132864,0.013047253046723004,0.03149073234262587,0.1480299039224007,0.10057286826708585
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.009411459514831272,0.06186848836573105,-0.037642900662143604,-0.006953417175613797,0.017389886753710594,-0.01157656825614713,-0.0829533656135836,0.08677109734164672,0.12378196142181837,0.12096699941306246,0.054036813515760035,0.10907816163375754
HALLMARK_FATTY_ACID_METABOLISM,0.0003559569625234617,0.008182434235002214,-0.030790582378445158,0.06960487728367089,-0.05485371063848139,0.09862439498245155,0.027342430242942854,0.043847408008393506,-0.049255501734776795,0.022000928840877898,0.04641316080252611,-0.042027824368863716
HALLMARK_G2M_CHECKPOINT,0.0174434966759959,0.06808393215983201,-0.018783756253758273,0.14969911155528645,0.034001606750607184,0.05815368208335009,0.021497057260205177,0.11969707612020268,0.10934689901265611,0.1145825692790308,0.21169286532123005,0.06062168791142376
HALLMARK_GLYCOLYSIS,0.01605541327569447,-0.04041978911815635,-0.023136582272208443,0.11911766335437098,-0.003136047800930212,0.053801837250193656,0.04464828147542704,0.046907680626668495,0.031497986779902516,0.05771189491187862,0.15390122812517046,0.05653685429781152
HALLMARK_HEDGEHOG_SIGNALING,0.016328452963209762,0.015290137055158422,-0.02368884112173334,-0.04702623016804379,0.10157804065640438,0.03996189398796576,0.06286352751986743,0.06314337496723654,-0.008678126970406546,0.05315991132540333,0.19631499883821074,0.08286526123513864
HALLMARK_HEME_METABOLISM,-0.012063381203448497,0.1690491256839448,-0.0340103554020613,0.15278305211302617,0.004285106422493558,0.1080863675999292,0.07423041815454669,0.12371898340290555,0.06405405884895482,0.11056941166679339,0.1765059373815295,0.09312615851873568
HALLMARK_HYPOXIA,-0.01491478138930003,-0.11696757681707591,-0.005180076958085125,-0.030678401751621044,-0.03924932796159113,0.10741420798790832,-0.029702453766217437,0.05879079043796603,-0.1361256811160491,-0.08384933239440664,0.008378403627522174,-0.06249729386689874
HALLMARK_IL2_STAT5_SIGNALING,0.056617333663639614,0.10542006111549396,-0.029980314314404195,0.14700145250721955,-0.01816607358381875,0.06565544544926404,0.09563737545126985,0.1018748909229918,0.0936655653248011,0.10504513888650256,0.2540120687985518,0.09294558193709127
