,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08039303842644899,0.024538010120404977,-0.016302232947105658,0.04340511035681191,0.012381694167588287,-0.016478562367163354,0.13687971061881857,-0.03832487314454491,0.019174227351286276,0.15072457875586742,0.0687304819400163,0.12892027061949243,0.07419560866355202,0.0999038714849174,0.17791950957260658,0.03449922003647313,0.16897484481721,0.0913980565380949
HALLMARK_ALLOGRAFT_REJECTION,0.030525230175949363,-0.0623912175109695,0.013131425316373561,0.010399733814412204,-0.010381890966000461,-0.008772453497253743,0.16413776643993286,-0.06717118475436959,0.0296544771390941,0.15882718027017864,0.10104815537998894,0.10609150374311974,0.11958472823548126,0.05975058959837484,0.1280804996020813,-0.0016047558484177439,0.1195628663125852,-0.06756375867087024
HALLMARK_ANDROGEN_RESPONSE,0.07468714317392809,0.0301713454491857,0.019582116196754228,0.07431630352320313,0.02702700757940213,0.015584991151498634,0.10752135213479641,-0.012781882629275723,-0.01661574145462365,0.13133300694016112,0.08793389382831605,0.11816352632591079,-0.016678544902955575,0.1331106812913463,0.14078122153707395,-0.038290006849941945,0.09263559188250688,0.07928054079495116
HALLMARK_ANGIOGENESIS,0.04115803067685938,0.03913131931859775,-0.04281707297510835,0.004893751546802439,0.017597123891431702,-0.017154790551780867,0.1678852861964144,0.06495111894591699,0.005572425028226711,-0.052880216285024595,0.1175703066285562,0.06069372259162413,-0.2326641722125883,0.05862513093127994,-0.07413183291281722,-0.05946008777561983,-0.12898348709915383,0.02685790733106096
HALLMARK_APICAL_JUNCTION,0.08525617829345147,0.009339771470440603,0.015615350100955473,0.05539690650962867,0.003457419722907959,0.027651866063805666,0.1925243151273941,-0.04746311452680659,0.032476920149963756,0.19077762393557898,0.12990472493120406,0.19358746737145693,0.016879186286995907,0.09854590019992161,0.1555466842885266,-0.10366116493959547,0.16308578640291033,0.06294409980693781
HALLMARK_APICAL_SURFACE,0.0461995223098727,-0.021564982950241545,0.02975158555673823,-0.015891041070487805,0.0060401123124978326,0.0034099341124178817,-0.07885800351200642,-0.03629008573126796,-0.05168068337123499,0.17387277844896903,0.017529948767491112,0.04086990038840996,0.10535625992555146,0.09833761925077242,0.16902764400370207,-0.07957045813694798,0.13386397218421722,-0.014722588441414308
HALLMARK_APOPTOSIS,-0.012614888358386022,-0.0645357064740188,0.014812046861909588,0.0007367088878887934,0.021751157300194328,0.0433816966561878,0.019287311279489173,0.05517388811334166,0.057360766319398224,-0.012285606268701302,-0.025985710589508774,0.04270474640157455,-0.1005776781401012,-0.018074138935929955,-0.04329437970320053,0.002820198222762502,0.045943540399892735,-0.012459352259348548
HALLMARK_BILE_ACID_METABOLISM,0.0412744422569866,-0.0036443195400846728,0.015609946732610966,-0.019646538885947758,-0.0015373915218530587,-0.03405579757055827,0.18755013315006053,-0.03893354170301133,0.02664678262350845,0.06194539178481317,0.05287165407846699,0.03068574682246391,0.11956328670421083,0.10102154909013844,0.12055980505622936,0.011741476027235943,0.14161747149287227,0.18522252091105296
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07367397829571747,-0.006953503040415161,0.005190151295795315,0.0029295646339337015,0.031802431452521415,-0.0034998281786510523,0.10025150234698825,0.04232331613125626,0.00016025100305528967,0.15405798754276165,0.06521821257091062,0.074543105113839,0.03740136853541785,0.1494698860367159,0.16968460507403704,0.056638779121402895,0.14153796902718324,0.19460400615736373
HALLMARK_COAGULATION,0.0370195048797609,-0.010586360828847285,0.009450210916688287,0.033500351654021626,0.00861650084860897,0.03242556825114881,0.13791077327377982,-0.027400159622059887,0.022226235809212964,0.11926201946510037,0.09369220970530338,0.10238760286189905,0.03687417748743362,0.09025226443473296,0.1237401114439253,0.08977733248589287,0.11335599601973696,0.08532882433289206
HALLMARK_COMPLEMENT,0.10800418551818791,-0.010218336938770183,-0.01179166136220805,0.027212796504111916,0.04041778551611716,-0.006607799171729476,0.17141403027960464,0.03760647565865761,0.014438690612149719,0.11279276329433226,0.06271787785873391,0.10965603949049453,-0.05390897100379506,0.10191699883922982,0.10313809897945184,0.07096575543917273,0.1333665186993094,0.05123459102863924
