,UKF248,UKF255,UKF259,UKF266,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916inf
HALLMARK_ADIPOGENESIS,-0.03482757679706441,0.05879877784435488,0.024200637681165336,-0.002074799844398661,-0.15258216452994386,-0.0029526485689780374,-0.07085466610608765,0.036257720909125685,0.05880979891371429,0.012336149566728972,-0.03038376113035649,0.08357632539491386
HALLMARK_ALLOGRAFT_REJECTION,-0.059855141787668355,-0.0902027062458596,0.08611904244157677,0.16229853124903168,-0.17589935579243515,0.010388707114039936,0.008319680206463904,0.01541465551829916,-0.044300334702559015,-0.0304579886880759,0.04265013527504996,-0.08554419360196844
HALLMARK_ANDROGEN_RESPONSE,0.003848403199019493,0.055787147447000446,0.05208065340447328,0.11765504166600668,-0.07014132128971794,0.0714390617982121,-0.02745910599634436,0.03660961575887235,0.0973266898109546,0.07058887275868835,0.05239540630548556,0.07179917519138652
HALLMARK_ANGIOGENESIS,0.05667699453534909,-0.07177275445772179,0.02550540098616273,0.23307106738547098,0.13834366282104318,0.06417522869559125,0.07036872944339766,0.031809648733940335,-0.022081896813923915,0.04362134430410211,0.03522184357079651,0.020202776335788854
HALLMARK_APICAL_JUNCTION,-0.018515154014749808,0.08841653778652656,-0.014212270185455508,0.18437161113119768,-0.15356981416667317,0.0640018834845844,-0.012508838912857728,0.11017701011264229,0.06808460782299107,0.022614966476008448,0.027299688142460622,0.08717791058645698
HALLMARK_APICAL_SURFACE,-0.027698711378771335,0.06532557675096004,-0.03196919209592763,-0.11028338885275932,-0.13060709448056657,0.035077298584026896,-0.011419277546866613,0.04414719791629502,0.036674883892940296,0.027648229755828167,0.025083927871733882,0.041006075392003107
HALLMARK_APOPTOSIS,-0.02927431067496752,0.10047696599954449,-0.004915672354320065,-0.0748831866782152,0.004096371011963259,-0.015956681720812632,0.01339314284434971,0.048260423029025876,0.002337152163146169,0.056248112965451603,0.0010144592265680884,0.013643325321536812
HALLMARK_BILE_ACID_METABOLISM,-0.013484328355490174,0.07771273812702541,-0.040287216186667266,0.1646757432936207,-0.14649190037547294,0.0007545196265252173,-0.06519655122649756,-0.006948123115809331,0.05319229912471463,0.002144788455234774,-0.013310740912529768,0.04411465944444309
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.009846041756971433,0.04186565915910742,-0.014630955562716215,0.17070135321139798,-0.1895506286519884,0.06079556180853034,-0.06875768117973359,0.03419749517252218,0.08237584228693269,0.050671424803615805,-0.028419435104905612,0.0431396560952114
HALLMARK_COAGULATION,-0.04989365622941923,0.01824885612279356,-0.01204544567937858,0.1270324766717014,-0.02842791666007964,0.02996036404331565,-0.0927473520114202,0.08194397302105262,0.04287467974019693,0.06420602384913554,-0.00797231282796752,0.027701014140405347
HALLMARK_COMPLEMENT,0.04568071806276056,0.04410071493311162,0.019760363663148258,0.0265202910494403,-0.1357674234353005,0.013748923349888703,-0.01726205554234352,0.07609357581387567,0.0903667668262243,-0.0005025898142536313,0.0017520270810800738,0.06278604643838322
HALLMARK_DNA_REPAIR,0.02299728294129323,0.06572075761788132,0.07721545924083856,0.15719483732824846,-0.15264763325518044,0.06486298938631518,-0.060147840956753615,0.08358367596539637,0.08437295472430432,0.0324879085832452,-0.007621765678806029,0.10061345485871073
HALLMARK_E2F_TARGETS,-0.031110761277582045,0.04942835850004419,0.004927813190662877,0.22583557209623759,-0.07266529043328795,0.041051664906944646,0.016673876578001616,0.024727809043880295,0.03977784095559721,-0.008826737069502228,0.002985413629435766,0.09808837808956448
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.004360300449762973,0.024537968927865646,0.03705444504824311,0.19893662562332218,0.1294747668451267,0.06435734994743385,-0.08194350933471221,0.12022400857386603,0.05771172214012101,0.12189127305370306,0.06540461510094493,0.04988296313802825
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0375134955716892,0.11095578125387778,0.027588141715984543,-0.0525486305670735,0.2256222786751498,-0.005453953881962882,-0.05433650957146221,0.11984372858016903,0.10890924450694689,0.06854972453468959,-0.021481613093133574,0.0412741390327816
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.007247529182985683,0.0082465944879861,-0.004970643608637078,0.0698458822568226,-0.18167026029760025,0.04766024838490894,0.052520976704494265,0.04242820413309116,0.046749286053305944,0.007084326879515211,0.06505019958725823,0.10494233247770704
HALLMARK_FATTY_ACID_METABOLISM,0.055076339811407644,0.11432366063345928,0.059506174626285775,-0.051749108485007835,0.11188281109693532,-0.026460110868002897,-0.11950800365131836,0.07683805152870764,0.05813790550352933,0.08630462912634435,-0.015641296365115995,0.09184246705704363
HALLMARK_G2M_CHECKPOINT,0.010604741090614843,0.08419538379758462,-0.00942607064701115,0.21694431481883406,-0.11686912392388756,0.043650908317145916,0.008969925135249468,0.06912728081025565,0.029403649181369253,-0.010897367053509915,0.0001459650912287478,0.11389595420471953
HALLMARK_GLYCOLYSIS,0.08155933665815851,0.08897217577652605,0.016716283301258898,0.06060844350430403,0.05942188027282025,0.03890583961802025,-0.04783391877930321,0.12164744742531106,0.111237886896683,0.057206765238994255,0.0358250863884486,0.10819004828127878
HALLMARK_HEDGEHOG_SIGNALING,0.02798970962763098,0.11675911637857454,-0.033551851612774866,-0.17297195319388275,0.020091340743168238,-0.06478851121547859,-0.03227829628603587,0.10613419865639105,0.08885497423716825,0.06326150568632655,0.02009663654538631,0.04895040437368575
HALLMARK_HEME_METABOLISM,0.007107821656522603,0.06983218094072348,0.035602068325130055,0.05286373811180644,-0.024447092811746902,0.01753904837908015,-0.027061914301754895,0.09175741551168713,0.10395160422656118,0.027537804411993928,0.010718758097125261,0.0840976699279131
HALLMARK_HYPOXIA,0.06675349027686608,0.026582945961123094,0.03166741163043488,0.050673683982115116,0.17876292934140844,0.06687014935540292,-0.006579743292330276,0.15069724953022035,0.06276669756942743,0.10804069927564185,0.04211913373970739,0.020785555057547953
HALLMARK_IL2_STAT5_SIGNALING,0.001514370335056891,0.06054057363373901,0.05757656323856287,0.09008887065147908,0.12822667900984938,0.017930663218519965,-0.06479053184036761,0.11520141825881627,0.06743435551366186,0.021001266621061408,0.05073420831007116,0.09607508054552717
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.011907361763795258,0.0453520191316693,-0.011050536754679702,0.1733479009918294,0.016806209884598564,0.07245878446714094,0.08324654626974383,0.07324978135812212,0.008066013199843548,0.0003394908818157944,0.08575735551971743,0.017140444189806186
HALLMARK_INFLAMMATORY_RESPONSE,0.031148962324863957,0.18918562321015756,0.02884008550691045,-0.06443408919813501,-0.014930116576987876,-0.005189197390864479,-0.034573833519899004,0.021424694269399473,0.04963566637720674,0.05829864791866372,0.010970174389561363,0.07043606006205524
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.04451089919954479,0.06173493081601559,0.04091771897462904,0.19289692126712854,-0.21907616125287177,0.0014584045971334908,-0.054179428909784465,-0.02294714389451508,0.02546071393891757,-0.006535797973163658,0.012033416206189963,0.005136311815260212
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.007258765484511308,-0.11483512579510005,0.05331416830664729,-0.022355745822188532,-0.08079585057631368,0.0403778751695291,0.029282214786015337,0.09204597532650506,0.05772790187277412,0.12820626989980605,0.028389936699406676,0.018580199292184865
HALLMARK_KRAS_SIGNALING_DN,0.045448968819256634,0.03912052731843743,-0.0530148221904971,-0.022991052726214753,-0.20025624987807042,0.023923250965738097,-0.05150124226973887,0.026300310047511613,0.11261040944433791,0.010920518321787538,0.021211263168954376,0.0836938588218412
HALLMARK_KRAS_SIGNALING_UP,0.018931630824895213,0.023358217814754965,-0.004080512637488641,-0.1971180660330719,-0.0680472138482642,-0.049518653493172665,-0.013104103977314124,0.06069973221374784,0.01620440069154589,-0.00023935906074423326,0.01570194011294031,0.03584247777217128
