,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.030722715342358185,0.1521604586131164,0.058318486430027294,0.016896743211274795,0.08837870462963843,0.06334739335289248,0.04428342766841672,0.008424749695175366,0.02067146614426512,0.005909837588687373,0.04481480692759219,0.033776685921772395,0.053517217300777346,0.10388323592004454,0.1513618655874587,0.20640026934948058,0.0685862506486971,0.05171496738038024,0.24060689653771047,0.04748829655543578,0.184480538502878
HALLMARK_ALLOGRAFT_REJECTION,0.04629664189281424,0.09315925884714744,-0.02440559575393832,0.0050547845396749285,0.04462863004984947,-0.06068624100575216,0.009068161582817503,-0.027551188118398268,0.09429623128337443,0.005329412611089898,-0.10046745669787507,0.05584265235731223,-0.04312644771255234,0.14848110900602396,0.11320983170264667,0.12451781611314754,0.040317151032630144,0.0422304009058926,0.0941039053305143,0.059574334202880996,0.05001322019696783
HALLMARK_ANDROGEN_RESPONSE,-0.073294988485091,0.06040779653184576,0.03439147773414479,-0.01318359081753876,0.02192883499966399,0.06288749297175167,0.03133044104779695,-0.0574607721694742,0.09155772580085716,0.01297688815717799,-0.05443297908968373,0.07893076080694551,-0.051049715295628594,0.049712021767873926,0.12643325542552739,0.17183473019471587,0.027937743567569045,-0.00832326815366886,0.04502224003506596,0.034523596563459866,0.05496813696421685
HALLMARK_ANGIOGENESIS,0.056529082595744,-0.1203242475921544,-0.05727154662319965,-0.04066009599384748,0.0003884927952373129,-0.041605459330783655,0.030136150296438756,-0.061452175860678956,-0.03789605599517861,-0.05458538029583599,-0.08181210077399151,-0.003435083848441043,-0.17015077401991707,0.18502749803108998,0.01666016283459253,-0.12048036819773605,-0.0022633424144569625,0.03161397917056103,-0.23765687852327982,-0.15515591207492874,-0.16593540656137326
HALLMARK_APICAL_JUNCTION,-0.04993706730814853,0.0922927166991804,0.02362412981518316,0.1040281299476381,0.03664242551589301,0.015489461234822652,0.054635177129087706,-0.021320830844921555,0.021330249695741592,0.0004435966407302739,0.027197749373246857,0.03328363842196066,-0.05952379475746088,0.026100233044949107,0.1258377492154889,0.22134723644470167,0.037149021065345615,0.05849843380402917,0.11037328849024157,0.027531563855596606,0.16859325594543936
HALLMARK_APICAL_SURFACE,-0.10350035992416429,0.20055116752209176,0.014900252416457092,0.02009822614897185,0.05651272403564088,0.09561610747606275,-0.03139458334016436,0.11159055331900708,0.03357441637605573,0.0875526317155002,0.02858622041428698,0.02336001423796056,-0.016074529637696792,-0.045751787980413065,0.08651087860015363,0.19330759161317423,0.055430873417448616,0.12172387874307665,0.061691957193232484,0.0067694189618307,0.07270021139899263
HALLMARK_APOPTOSIS,0.0009323533308379931,0.11615871860233624,0.003997274045620625,0.00013435900502080345,0.06291543883144027,-0.009617137459480153,0.0062215202411101895,-0.009312628108970707,0.016238992512057192,0.012758694188872053,0.013400435655816688,-0.02614355715254981,0.06965234524911813,0.011951104241708605,-0.047450223243803914,-0.09481097224359868,0.0031631414082446477,0.0015701542446928433,0.06419030244191358,0.0064575961005725055,0.060446835579829016
HALLMARK_BILE_ACID_METABOLISM,-0.08997363569366434,0.06820563885452763,-0.011290390620563348,0.001700675350125961,0.003907935212878108,0.01765394305691798,0.028513926144602655,-0.04881596708108416,-0.011212075317025052,0.01586833971974886,-0.028879834625636137,0.0006024595884168138,-0.035813726962486456,0.04317236018220992,0.13548888470198198,0.17989802002286875,0.08407292410596355,0.04323169889230759,0.2685591721842612,0.0630594197519058,-0.015507167672923164
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.012257687799739129,0.06557784285534667,-0.0016983296376729981,0.041194899720413285,0.00982669013967761,-0.02766815097713287,0.057114608879574716,-0.0642423268259032,-0.038362814261123146,0.035712488246107524,-0.08058553141259985,0.04528002783486256,-0.10309073753765068,0.20629492062466717,0.14706481345825592,0.2089867890762892,0.07583421813248156,0.006452890358393086,0.22281998212383988,0.14279255130973464,-0.003947348501181105
HALLMARK_COAGULATION,0.06843795374242527,0.12263585802681241,0.00815380503658919,0.019004944913914797,0.06834776677203641,-0.03699310334604779,0.03482712829539628,-0.09285922770104889,0.05575970537277993,-0.029530142465305397,-0.1114754344501359,0.05701189590094468,-0.10078474586331758,0.04814355885532062,0.09115439367919004,0.1317306689554967,0.05076514484832821,-0.013891071688088358,0.021450686005441137,0.024976737929836717,-0.04128191165061295
