,UKF313,UKF334,ZH1007inf,ZH1007nec
HALLMARK_ADIPOGENESIS,0.056549342849836724,0.03405167992967102,-0.11077682600294743,0.005360151550157549
HALLMARK_ALLOGRAFT_REJECTION,0.012049647112522892,-0.05202703234802212,-0.059888117924568766,-0.09316058531221626
HALLMARK_ANDROGEN_RESPONSE,0.07617160799529613,-0.001698624941878154,-0.058597879403186275,-0.05787473020078815
HALLMARK_ANGIOGENESIS,0.004709979282237024,0.0819591753793489,-0.033200560804294614,0.07452939494414595
HALLMARK_APICAL_JUNCTION,0.03003866198205799,0.10658180272775158,-0.0754197418039237,-0.039025804479335756
HALLMARK_APICAL_SURFACE,0.04988475754967009,0.08357447688599431,-0.09128686763954715,-0.0010590036348461036
HALLMARK_APOPTOSIS,0.02473344818643596,-0.09317676177489875,-0.1050203591791063,0.06814422485686032
HALLMARK_BILE_ACID_METABOLISM,0.023153112506663034,0.07074938730987806,-0.02131964709743442,0.029893477291648134
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06254964054838173,0.1080464982150069,-0.0888242722847134,0.025482298603646945
HALLMARK_COAGULATION,-0.002484095464048981,0.034869133174357754,-0.10404831227833661,0.02122224674695613
HALLMARK_COMPLEMENT,0.00137889199890048,-0.03343726022270194,-0.08154122951699884,0.009131589614615281
HALLMARK_DNA_REPAIR,0.04961461272017232,0.06728788141763903,-0.07519018783384522,0.010078803648676055
HALLMARK_E2F_TARGETS,0.034835782780301035,0.08020500148064892,0.0273322438247031,-0.054792620364891485
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.052968346736213666,0.07040644240636681,-0.08233482068278786,-0.015599046379792463
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.031715037014435864,-0.04080879395880705,0.01920800444685526,-0.06999485243176265
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0428531446805845,0.10567608866393308,-0.07873125510030182,-0.016720705901527723
HALLMARK_FATTY_ACID_METABOLISM,-0.07219053686619137,-0.05979883297573237,-0.06776033466218993,-0.07424081475155869
HALLMARK_G2M_CHECKPOINT,0.05080793319760678,0.09210371948464822,-0.010891637322072547,-0.03681427672649629
HALLMARK_GLYCOLYSIS,0.02605009443354521,0.06944070502273293,-0.06439919463052221,-0.05936126144777318
HALLMARK_HEDGEHOG_SIGNALING,-0.053939775101546794,0.04409967702382996,-0.1445319481910009,-0.08335472152456776
HALLMARK_HEME_METABOLISM,0.06975199802960369,0.0713471457930464,-0.090386148053656,-0.001122321446287363
HALLMARK_HYPOXIA,-0.06951761787411799,0.04817883247618338,-0.10418707794431493,0.029027207174244642
HALLMARK_IL2_STAT5_SIGNALING,-0.05535126326108204,-0.0030237990549317998,-0.10852491384592661,0.026115476718059534
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07012985751767009,0.044215318565383126,-0.07795238701775856,0.13963515916128835
HALLMARK_INFLAMMATORY_RESPONSE,-0.04456606224749669,0.043623202161345506,-0.022906748577374646,0.04844502868003531
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.043570741092997176,0.07862287862161649,-0.04167036816731869,0.00757398658286435
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.043963085062663325,0.05647051749380257,-0.10699018805696159,0.05976533801863755
HALLMARK_KRAS_SIGNALING_DN,0.03212859987772318,0.10225288551732728,-0.08775030380931671,0.007551083993361554
HALLMARK_KRAS_SIGNALING_UP,0.02357558060467925,-0.04159230890044406,-0.07260126988009256,0.09109443510314888
HALLMARK_MITOTIC_SPINDLE,0.07638487811535874,0.07619811945079787,-0.06970775955120725,-0.051532433912348796
HALLMARK_MTORC1_SIGNALING,-0.022953949563571854,0.04520272231587368,-0.007974518314945866,0.03355085629971332
HALLMARK_MYC_TARGETS_V1,0.06375618148406728,0.0571697167049981,-0.046518450670003986,-0.07956635710370621
HALLMARK_MYC_TARGETS_V2,0.019192522571934163,0.10394937905728134,-0.08874247468273806,0.03888381220684442
HALLMARK_MYOGENESIS,0.06965168255787779,-0.03906852348622224,-0.09212614806586425,-0.002912638238427988
HALLMARK_NOTCH_SIGNALING,0.04570480566328861,0.08199610110833815,-0.10553291813702138,-0.012313820267050184
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.05115912137026631,0.022030695797212865,-0.07675455383323244,-0.009165215381862163
HALLMARK_P53_PATHWAY,-0.03583165139641811,0.006433978891582553,-0.06003945602022701,-0.07242190281876716
HALLMARK_PANCREAS_BETA_CELLS,0.07517808035887576,0.014482130723408475,-0.0765654903633707,0.01460224474071407
HALLMARK_PEROXISOME,0.031606025569371574,0.016151843585919416,-0.061559240426524185,-0.015821623238469935
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.031775757694578174,0.023803831719529912,-0.08445395828019225,-0.07972366820154624
HALLMARK_PROTEIN_SECRETION,0.06901714177997792,0.06864915760948587,-0.08786288162980745,0.04268749545305465
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.005199545248427136,-0.05682136386788719,-0.13084885147729053,0.05170234048880885
HALLMARK_SPERMATOGENESIS,0.032464385143791345,-0.012690683265380545,-0.07652034280881595,-0.03442576926055428
HALLMARK_TGF_BETA_SIGNALING,0.07817364342444441,0.057178220479188316,-0.060484253220491044,-0.011170109201664832
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.06294483174120949,0.06865666306543118,-0.1015638303851469,0.06178948438684142
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.05378600708393335,0.05314252047991017,-0.12883089161944522,0.012831520915315725
HALLMARK_UV_RESPONSE_DN,0.0031803651815181027,0.0050936455493726445,-0.06981453222410301,-0.08117708430879601
HALLMARK_UV_RESPONSE_UP,0.04790451595452899,0.0017629080540236353,-0.06358428288784192,0.018257297556781866
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.008187384666310202,0.11084684338097174,-0.02272927114721148,-0.1504542592290375
HALLMARK_XENOBIOTIC_METABOLISM,0.035039058026778175,0.016755952607847784,-0.0969260187369217,0.005639445886885302
