,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.02741111329042093,0.022623843888828477,-0.027830235002929835,0.015339504546223438,-0.045762469328661126,-0.12524092465472547,-0.0035408047463346753,0.12420859357599968,-0.0212273842080142,0.029315867253559825,-0.035672215574047504,0.10334358226105202,0.03472857476255523,0.07116601104639873,0.05397183313350584,0.13782518623752854,0.02478421693804366,0.07208515599319723,0.016809023385503725
HALLMARK_ALLOGRAFT_REJECTION,-0.01988647349465741,-0.019647537989186725,-0.047797088388236354,0.0456489151834113,-0.08878773273000704,-0.06888189492990644,0.028155309241909843,0.1682530009949871,-0.02150682453080903,-0.008287530849068556,0.011627023014290508,0.08794022041345581,0.03905972603279315,0.10766730722513346,-0.02667695712920807,0.04861058219654218,0.013314355165183353,0.06905591227807249,-0.05054637440435797
HALLMARK_ANDROGEN_RESPONSE,0.083478095097035,0.06799239172763757,-0.005767738065712094,0.021591727574013824,0.10358753337736373,-0.05090537187327447,-0.07142961757979549,0.09902773966196485,-0.008973241079182482,0.047347537049273525,0.008243447499746526,0.15534066525069667,0.02669362080869959,-0.004034387415581093,0.07502213833540859,0.11222713551489398,-0.01424202890780276,0.07414895702374381,-0.005708345189855278
HALLMARK_ANGIOGENESIS,-0.05031485004002615,0.0841685987074908,0.03779972582918276,-0.0671296758374773,0.08572957625141561,0.10114717685057878,0.027721264060251636,0.1313617183635859,-0.02790364834729416,0.06418925913198092,-0.018753894095466843,0.0826119794820909,0.06860880253270962,0.020355335701784414,-0.02316161868147902,-0.11839148026820145,0.029204917624743167,0.00296136315199241,0.047726139205556094
HALLMARK_APICAL_JUNCTION,0.08459014765705024,0.057889367075954705,-0.0519349613868333,0.06613085735665677,-0.07820636406531109,-0.0876454372626871,-0.025840528723594363,0.1546514734880917,-0.008449229370198529,0.03543374865174643,-0.030411471587806466,0.1334862875034845,0.017981958924602796,0.06851699833412406,0.11020104652705567,0.127291780565765,0.023344854827893953,0.04597152739818902,0.024258433344873247
HALLMARK_APICAL_SURFACE,0.026595675458960796,-0.030059150418561654,-0.04997444240115892,0.07103861286625257,-0.09036683097014109,-0.06728418125677568,-0.03317191729338532,-0.04957889588214383,-0.02543681122302381,0.01862007407852755,0.03914589147393338,0.09359964305040004,-0.08484131474092019,0.04792216874066613,0.1142454488427909,0.06457634261897592,0.03001306085631632,0.050766388993566475,-0.04708978869960659
HALLMARK_APOPTOSIS,0.011322123906834165,-0.036552973085556155,-0.003021398785001788,-0.04119783140775663,0.029887464867071573,0.08634258403495977,0.04950621805425264,0.027570080966570387,0.03508436749844925,0.017831976579551705,0.033438484408849105,-0.0013675582481398854,0.04693637897310149,0.07402444840880193,-0.05299238850314811,-0.02168993969447773,-0.04809671628614868,0.02769495315550369,-0.04065585019209429
HALLMARK_BILE_ACID_METABOLISM,0.12825430074793415,0.019040454956654313,-0.025897625012889513,0.006495728475172686,-0.08373939203148129,-0.13305461888700176,0.007589260498948804,0.09556628968815767,-0.025741264103033377,0.027153644090707765,-0.08032934836188242,0.09331035754078618,-0.03604493097271965,-0.0287590718046823,0.10027866787439704,0.1366828832988928,-0.03187456809811557,0.05773844774802008,0.062295908397555506
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07833407171341392,0.031179854753502715,0.005031013720115651,0.09025215089375427,0.0030431954991269644,-0.058070047937835434,-0.043358999444405806,0.04717905277451507,-0.000594470755083913,0.024436528735304566,-0.0009811413656747653,0.11714625092103279,0.04657022491789555,-0.011226647620878953,0.08614917872239264,0.16912712442447547,0.0015893398457689112,0.07998510540882556,0.024353883705479293
HALLMARK_COAGULATION,-0.04173612100801804,-0.05813856856901465,-0.04611187241513679,0.01030583199070445,-0.06834115257216547,-0.03679997477338567,0.0170242179496913,0.13094859859593272,-0.05817149527565878,0.0503621876093178,-0.007585735318994978,0.02524715523486259,-0.06580060806510725,0.12185631674368022,0.03210591298008966,0.029050368962450685,-0.050945289218315586,0.029440454905079565,0.020327743126094734
