,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.03586589463732582,0.09001261707984076,0.013064810519120269,0.007737151858542738,0.09021520512956947,-0.037789266499211,0.04062118131449976,0.08673284736875923,0.04426547532519129,0.024319878862867905,-0.0073456439357659255,0.031679469354683645,0.0979390799835788,0.15474397474525745,0.10349607974398232,0.012258775439945335,0.12931065542084258,0.06296177085802616
HALLMARK_ALLOGRAFT_REJECTION,-0.04145481348922022,-0.03190995478348995,0.006516111934708608,0.040093600067909095,0.06614622844917212,-0.020430945115189877,0.08034860190894841,0.11391347919591971,0.03765038182234674,0.05261831731027693,0.038166673630711,0.04775827626048807,0.03221294244249681,0.04782375104115436,0.06803987364240204,0.00013970946406762302,0.023526169654902347,-0.053186314678475094
HALLMARK_ANDROGEN_RESPONSE,0.00635105024347825,0.03138846873554519,-0.008017178858455168,0.042082064545093334,0.09866860211452386,-0.009161892974389086,-0.034574653518304264,0.10775088665050812,0.08201142349510411,0.05153193772500516,-0.020817358275167692,0.06158611804969497,0.10904307219625498,0.16137694929398172,0.10531987532928358,-0.039296535052549965,0.11966373739953581,0.043082190416452434
HALLMARK_ANGIOGENESIS,0.022478870718098416,-0.000687595264145628,-0.07137047350030694,-0.01735062182210934,0.09430271508675679,0.06740789555642158,0.021876298027056235,0.11395904214399862,0.050666720322733165,0.014625058108992858,0.040135883035033945,-0.001112488615754618,-0.07475305129358632,0.0013647221677574597,-0.07240309340384923,0.034737581186157274,-0.03415196289208603,0.06853371642526061
HALLMARK_APICAL_JUNCTION,-0.07837412984057905,0.06334360258336198,-0.014970748668801376,-0.016742290373307846,0.08722969401644697,-0.025189304465957366,0.05393889759636648,0.1607337693702815,0.022648647339202226,0.05490318887901271,-0.005468747788202964,0.02551998079908164,0.07678004631181698,0.119397703166956,0.1053330924277781,-0.004766496937292484,0.1184672474078353,0.07056866798351487
HALLMARK_APICAL_SURFACE,-0.07487946297324849,0.11077290728342727,-0.016674642786647605,0.057466416171039626,0.06253251042510484,-0.00029822379528087704,0.019282596628289562,-0.014199489319957681,-0.025049048386590868,-0.01490421972162303,-0.06821592788,0.008580744893656697,0.001397814611194602,0.09899336589239066,0.08670175603621497,-0.015378301943878639,0.1255987318265012,0.022763827401123943
HALLMARK_APOPTOSIS,-0.027738423916278503,0.01183430173471946,-0.0074150476202238915,-0.022462642257441483,-0.031841232630947944,0.03244060758353888,-0.016903246055842407,-0.01910907312563279,-0.01592486836961858,-0.03361129533101697,0.04524919101705895,0.0016864303514599764,-0.037097871992145905,-0.02764880577799781,-0.021601502120397208,-0.0030211033172255226,0.004916938662950298,0.009078246141288451
HALLMARK_BILE_ACID_METABOLISM,-0.004412881064094717,0.10238740135616507,-0.005308963072675271,0.034007942873174914,0.06891801845367282,-0.03754955943393095,0.04445036394881748,0.09409984965155999,0.08054150511376687,0.0012392174020921032,-0.0019732014911865645,0.030840436916021705,0.09067453980532934,0.1340759636673774,0.1210675579094313,-0.006080745016604521,0.1057110850496847,0.003393983130735163
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04173747849581114,0.058226286309574625,-0.00511386766467413,0.0243352485816563,0.05572081466823795,-0.021687630517597062,0.02240847582682872,0.1327215328899039,0.03304515222282744,0.008595619146862028,0.018916263477759213,0.045018447285229746,0.00046644608292688126,0.1461818204005006,0.1152116353581743,-0.06768330766368715,0.14281356357546338,0.047701365850349634
HALLMARK_COAGULATION,-0.05197924178134748,0.04516505184368387,-0.024516864378397563,0.008181232618486118,0.015458549539606648,-0.030453881557113576,0.057823018872883214,0.1127823184178905,0.04760473163331653,0.08151863962245672,0.03128805583288403,0.0027132147356726446,0.04017263817357793,0.09709477555762645,0.06123096374354694,0.007384873117179343,0.06948297607548348,0.05887685102538654
