,MGH258,UKF251,UKF255,UKF259,UKF266,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.08373683382564981,0.051619040857302706,0.1113683621205252,-0.01226330563601297,0.06135716473058295,0.026378700796229382,0.03311111330501762,-0.05117644261521842,0.23889879651756507,0.28147658404779524,0.04207635845367131,0.07205318909117775
HALLMARK_ALLOGRAFT_REJECTION,-0.014320848754729295,0.04038314306451235,0.03952345141414162,-0.03991715300213077,0.08538933284606823,0.013014127340531893,0.023454940690285656,0.08153028941621689,0.1281142436033147,0.13385756308467261,0.031183211252227262,-0.005813281206838648
HALLMARK_ANDROGEN_RESPONSE,0.062005024717918446,0.04716835316380029,0.08560784123606412,-0.0008921966039664847,0.11647432882527274,0.007749369340420976,0.10326507629744965,0.07689923018597684,0.2516437335868431,0.24630197078397023,0.01626834797459761,0.07725614661079024
HALLMARK_ANGIOGENESIS,-0.002317725391166258,0.010326241889563704,-0.016341818616124607,-0.022244965215895328,0.11322476543952495,-0.03516376500217336,0.0738066488098641,0.01671133750580503,-0.004048057634664671,-0.17157656352563097,0.0814096288986318,-0.00300643369769693
HALLMARK_APICAL_JUNCTION,0.09458956439655959,0.05356014573363948,0.09700045297402672,0.03743824064707145,0.1438089102535743,0.030009732923580924,0.09403435875005087,-0.028454536173589094,0.25243316278993044,0.2793746843855378,0.04829669988722464,0.11268867497156837
HALLMARK_APICAL_SURFACE,0.053205081315712596,-0.06565928775367176,0.10803464541888223,-0.006028527720550665,0.004933395125207964,0.02149579593455492,0.1320321961691081,0.04093677144793427,0.24393358477967003,0.25737525093823627,0.02446673800673067,0.026583606736724906
HALLMARK_APOPTOSIS,-0.047482480535564316,0.03537412931002799,0.05246416408676175,-0.02174667166009116,-0.04050725215315472,-0.038248905548042604,-0.0886353211844169,-0.020452278471656312,-0.02934620208286876,-0.10604445131827746,-0.005609893187192027,-0.020866183651918
HALLMARK_BILE_ACID_METABOLISM,0.036210926912148174,-0.03051705715531906,0.1460150944699158,0.01716051878548176,0.08809082668919797,0.03493032775527814,0.14344860300736503,-0.09100926368903586,0.23449487728301396,0.2925162924630223,0.06348173389590371,0.030969007023717063
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06797822544578067,0.09434916980091747,0.04886368632343711,-0.0012355283764399238,0.11081846608717842,-0.05518289881928104,0.1405675527636364,-0.008668116106525016,0.25814706708044965,0.260018130157742,0.035213798362887794,0.06959187977120958
HALLMARK_COAGULATION,4.76911830379695e-05,0.03633158139995178,0.029862808341899385,-0.033068818095681775,0.07636625575150512,0.06625018174894413,0.06757252695941193,-0.05654752719127634,0.22094341242880455,0.1669842648800843,0.08047817318920876,-0.006678028687093655
HALLMARK_COMPLEMENT,0.041476477059270475,-0.003191584163373549,-0.001216445845126673,-0.014472304870099248,0.07918172476883727,-0.031662616056142026,0.008329700218972506,0.09940344153659583,0.2432038069346315,0.14596541228893686,0.08472108885928002,0.013008924436069992
HALLMARK_DNA_REPAIR,0.09781286997318674,0.04656676563822077,0.07828450152869808,0.0264385338074388,0.14093649505759395,0.0376890337491383,0.14552959723959938,0.0332491512720474,0.2856858272876057,0.3107710584220776,0.06634499415312821,0.08679479465515672
HALLMARK_E2F_TARGETS,0.0619479530960616,0.04116509601498609,0.11332275300273986,0.03915145687468441,0.13629964019789115,-0.020854143388526678,0.11570450572505489,0.033951707998821044,0.20724126418447375,0.19669314995331594,0.03141909694846215,0.06308037051690045
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.12026485965904374,0.052733615853584805,-0.049206034433693105,0.01973681360500972,0.11550428325726779,-0.019660383505665336,0.10485219808624938,-0.003976824260398882,0.11205543163561629,-0.06558622456622107,0.05951953058643178,0.00732182489461467
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03187873362610726,0.05457378953937506,0.061431741684727585,-0.016679851473722623,-0.0045924634054724175,0.08626571366635359,-0.08989497282227901,-0.062243998958555494,0.2529800040237574,0.18800120160491995,0.0700765331035857,0.08336285329706078
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04233775444934585,-0.01399460695025153,0.05320529803900927,0.03724881273906081,0.07884930885672092,-6.667589985731415e-05,0.13871047257789829,0.014955325088818302,0.23956535089072212,0.2325909487380435,0.012420769606648186,0.040775449107478046
HALLMARK_FATTY_ACID_METABOLISM,0.000633364073094329,0.005745408750643796,-0.04286045198623421,0.0036571249361729502,-0.04780959779875152,-0.0028423086193024045,-0.04176628959973948,-0.03643210988500701,0.150237104965735,0.05748052261767061,0.05829998162945782,0.019532032116825367
HALLMARK_G2M_CHECKPOINT,0.09246207490171274,0.03708351096591743,0.0445220904337466,-0.024809369731097108,0.13116724401081184,0.012508018575991821,0.11911101175655615,0.013302865863525786,0.20120940437933307,0.13139904409197797,0.02813366509191803,0.11349183283685482
HALLMARK_GLYCOLYSIS,0.06918666010345115,0.0299945406547835,0.03724698273846242,-0.029324981677113664,0.11740589797729263,0.03762802946443273,0.079410521581385,-0.014780168779785174,0.23951497621128187,0.22479257322644766,0.04195869500821449,0.06715027639703074
HALLMARK_HEDGEHOG_SIGNALING,0.01453372863373057,0.03751531000921904,0.08955518539886582,-0.01865593759166764,-0.04694723650536117,0.04944614435791891,-0.040179447569955944,0.09031266239173902,0.1678075406964822,0.12365768081337226,0.10516804914578319,0.14448571416954095
HALLMARK_HEME_METABOLISM,0.05734819446761639,0.056022822766322,0.06757754611473638,-0.007218520071444982,0.08805539538713997,0.05296186172150645,0.122092572896147,0.02678963722881028,0.2785859706687855,0.3106474800783684,0.04556228209232644,0.08679779653552146
HALLMARK_HYPOXIA,0.05272969202075383,-0.035242249090668545,-0.05678814049484299,0.0494665582537622,0.05174529447252604,-0.016271551044811282,0.07300058295905101,-0.03057501397637558,-0.012026387799384572,-0.09010897438617729,0.08180089157861949,-0.023344331922097842
HALLMARK_IL2_STAT5_SIGNALING,-0.009044617403232428,0.0014232892391862428,0.08975731619739309,0.031219754146713803,0.1036873603209936,0.013891185511058023,0.033992055434267185,0.08485315463400904,0.23827842748437886,0.24199045209336564,0.016598206099023603,0.05927446969033446
