,UKF248,UKF259,UKF260,UKF266,UKF269,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.11398726655053085,-0.05414463088348437,0.008067073022357082,0.06581251777242483,0.07480628023552156,-0.02708044813190281,0.018730019653955796,0.1298943144580166,0.13924229947723898,0.08309700745282499,0.04877520499368221,0.10327116635524927,-0.045465014806061736
HALLMARK_ALLOGRAFT_REJECTION,0.0693837819927977,-0.010742498459643783,0.0658114681619066,0.01954595470161027,0.10729076606256663,0.12858761413406333,0.04759737563159346,0.023487973048907006,0.10847109266633706,0.052876399714253064,-0.025123968731060802,0.09341471171995831,-0.018322251366863714
HALLMARK_ANDROGEN_RESPONSE,0.08107649364935274,0.0103500815498041,0.050449959476441826,0.0050721721697623125,0.07595714465106718,0.09549993149331816,0.050145949482792634,0.11837581590274551,0.1211103972312526,0.034488016890523554,0.019212094294715237,0.13241239853924044,0.04356930333024996
HALLMARK_ANGIOGENESIS,-0.019710075061488395,0.02480943360554097,-0.07033346487172085,-0.0396402666147189,0.07124985161932461,0.1528384300178637,0.004555341086631384,-0.0541092835292827,-0.02318289005715128,0.050975562225410095,-0.04693979990373414,0.04629990777327729,-0.013160079077696282
HALLMARK_APICAL_JUNCTION,0.1663182462754089,-0.05441662354860376,-0.005611669999696922,-0.040141024070502615,0.10375676674473239,0.019921618690460295,0.057468163676189836,0.12224220419505397,0.11266786588439888,0.07734675762062238,0.03972020100318473,0.12627268551276963,-0.01312300747310334
HALLMARK_APICAL_SURFACE,0.12238271942781598,-0.025346326573078788,-0.03970129325051887,0.018912915019824124,-0.05113990379153091,-0.0690905672581677,0.02962374241325429,0.15818536273866632,0.13311698905121547,0.007181421694153908,0.02436685742035085,0.10045995410410435,0.026674722268612193
HALLMARK_APOPTOSIS,0.042859209102336045,0.032722474149519135,0.06237128326504527,0.007613273396000518,0.04765763787638687,0.08912941191837173,-0.009362493364854337,-0.01237639307516382,0.018395249807044288,0.052110348227751124,0.023627429936507797,-0.011269961785676574,-0.008502557384910197
HALLMARK_BILE_ACID_METABOLISM,0.04886517670931246,-0.06625096217292874,-0.028534789201729333,-0.015134068089230488,0.06723382997504596,0.0705206905423452,0.015354558240430626,0.1173413688180542,0.10699340359059778,0.021181380091590398,0.0116827530839244,0.05555991123553622,0.06088366436594309
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0026308329968113653,-0.06625617015226559,-0.017068865930130444,-0.04456054406273049,0.06441056331737903,0.13436902807100776,0.03984777109504359,0.14033672251180382,0.11863546937308266,0.06528247375057579,0.07816395794740792,0.05645789199506267,0.09326048105990706
HALLMARK_COAGULATION,0.14933063204344024,-0.02841130426202094,0.05511126181669183,0.03588762456249342,0.10454387023899427,0.19787437036474043,0.029375746895267178,0.07115626400579496,0.1957945648585938,0.1302861519136694,0.03543866487389225,0.05965622350565516,0.13162949451280248
HALLMARK_COMPLEMENT,0.06304636507347233,-0.02512761514386598,0.12061393012783515,0.012239806978776071,0.10866572075144064,0.14254617339452452,0.039878408585154755,0.14262356182548694,0.1398272701003546,0.09037394954671543,0.033891193584398994,0.05386851327904199,-0.00034497998447316415
HALLMARK_DNA_REPAIR,0.14935378390806167,-0.025206979238027276,0.06396317336603773,0.022324499567882496,0.09184963858621044,0.006181742448954254,0.06813854156496414,0.1282019846069632,0.12333910660819768,0.07213534712570745,0.07769760772159977,0.10369189949844075,0.03201668210997545
HALLMARK_E2F_TARGETS,0.10328941031757229,-0.07402023478440377,0.023299886802884348,-0.020505979080608815,0.10265708505363193,-0.08638116000849391,0.07483421749924932,0.05375421596676434,0.12772382637429952,0.0018432834050970902,0.0649529059119371,0.08659914198295728,0.012216723501765258
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.13579890842806183,0.07869175817659946,-0.04251429820249211,0.031201383445524252,0.11391329635033638,0.15181780336042425,-0.021640193090288477,-0.002680491553561233,0.036084989171799114,0.08470293436958351,-0.00693990067430257,0.05625393220684841,0.0032211186408089075
