,UKF251,UKF259,UKF275,UKF296,UKF313,ZH1019T1,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.04940804468124632,0.0328182610369354,0.0022299485477191164,-0.0014706320287286277,0.1877983677148241,0.024140597652065547,0.001318963360424573,0.07082630446613127
HALLMARK_ALLOGRAFT_REJECTION,-0.022996512128629028,-0.02653224054598832,0.10527593256341143,-0.03609921776174648,0.2429242813092112,-0.0045614601067718585,0.008588353285351657,0.0905168417916616
HALLMARK_ANDROGEN_RESPONSE,0.0031978290743653465,0.021717977971394548,0.08741460051169495,-0.0020958039982121274,0.19401861848104776,0.0779549068712068,0.02076331931073635,0.0666042497640503
HALLMARK_ANGIOGENESIS,-0.022615171346398066,0.015528925462706886,0.010550391251539124,0.014645042509687276,0.017227166377123983,0.023742237006734446,-0.016928477053415582,-0.053906472661042405
HALLMARK_APICAL_JUNCTION,0.10275352016717991,0.05224602889147744,0.02916841560548164,-0.03261329876200368,0.2666477586018782,0.06646115100646789,0.004200349613729135,0.06382812117097877
HALLMARK_APICAL_SURFACE,0.044466627590980606,0.04749810622941587,0.04543080896150912,0.020960636471837154,0.2728003782495886,0.05331674892692439,-0.001963767689820173,0.08076652737841429
HALLMARK_APOPTOSIS,0.045872650906783635,0.06278233333573058,0.05134434420249944,-0.011600963042218197,-0.06755838092467761,-0.06269605309661383,-0.01664904263720082,0.01873843220558744
HALLMARK_BILE_ACID_METABOLISM,0.05570416373248392,-0.021461803656494756,0.03704870592753061,-0.059282989611896236,0.04723663502131421,0.07258405844193964,0.02341521590219894,0.06639275834455981
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03221878843560274,0.06197107720279858,0.029748194356617966,-0.0259245339689214,0.19357469342079006,-0.003940497249297839,0.029903022579134637,0.01884453967785688
HALLMARK_COAGULATION,0.023633568652812548,0.010167511291225124,0.017843948640659052,-0.010512836904700522,0.2805976929850433,0.03906284592801764,-0.012118193161951975,0.047823127897992077
HALLMARK_COMPLEMENT,-0.014672502786378085,0.02376006060949745,0.08499823526354279,-0.012436413977360465,0.17016883473205247,0.004954667756871065,0.007617963570866835,0.03604430332416377
