,UKF243,UKF259,UKF275,UKF296,UKF334,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.0899793610385984,-0.008364551668724187,-0.004091165949020608,0.011471635488444999,0.06501999060222238,0.013302546584121137,-0.02228170463052949,0.04570576757893655,0.1080572143569827
HALLMARK_ALLOGRAFT_REJECTION,-0.017973079928352013,0.016016651606859535,0.03369585663844344,-0.034786852170530326,-0.0009221604687326471,0.022709831294257236,-0.031875644811286075,-0.017248598886995124,0.07462443781831851
HALLMARK_ANDROGEN_RESPONSE,0.048006129382855686,0.021401933783776916,-0.03108047980530139,0.0028487186716119506,0.032790853960515454,0.04149929170825888,0.013701704851361522,-0.00824143721719776,0.05746192011332779
HALLMARK_ANGIOGENESIS,-0.013152002786448553,0.009995843184087347,-0.02859569798202917,0.034377794749067214,0.04676714592806955,-0.06516096173744701,0.011273025349385868,-0.0764578938444705,-0.059196693989062334
HALLMARK_APICAL_JUNCTION,0.057636356352921886,0.0350809461213522,0.014102514717384555,0.03469237614842797,0.07537459165963963,0.03461737788892941,0.0005845542259399711,0.07707243815132324,0.07209779040606153
HALLMARK_APICAL_SURFACE,0.11749397977425938,0.022801724919806757,-0.0037326309965964987,-0.02371849312116537,0.0697096209404226,0.010580020399089668,0.0025631429442817973,0.04733681841107356,0.06597990042509808
HALLMARK_APOPTOSIS,-0.018357885002686154,-0.036138286912147245,-0.0011168730314549038,0.027146538397443583,-0.054415762995443366,-0.001383425090051631,-0.00513154871233364,0.012544151513485315,0.08840405422081876
HALLMARK_BILE_ACID_METABOLISM,0.09737015910300563,0.04339423663903153,0.02158084415543195,-0.001125942915197618,0.09133933438843461,-0.00958512336630154,0.02219711582104627,0.054852843096893956,0.07286235854761328
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06562799169927816,-0.03587940053262097,0.022953084742492327,0.01532991742630597,0.10787809102778657,0.053833883231517714,-0.03355149328646283,0.029488365087659067,0.12215828372754058
HALLMARK_COAGULATION,0.04050865118396301,0.028340709905349294,0.005558584485916089,0.02974768076993244,0.04620101207696951,0.0025118433419500583,-0.008702235397131506,0.008958101746741831,0.06263815366234024
HALLMARK_COMPLEMENT,0.04316557279822633,-0.018326237214430836,-0.031132648007397925,0.012990513852615381,-0.009455989148413443,0.006558490472415551,-0.004963226444314708,0.03348679791837282,0.12254628651053733
HALLMARK_DNA_REPAIR,0.11602798528683989,-0.0215451040443789,0.0012636275171959174,0.04870656738492271,0.10207096756371235,0.0361428889678437,-0.0007436722357563243,0.052130806945025664,0.10366041371893905
HALLMARK_E2F_TARGETS,0.10483814497569723,0.026253459959992384,0.035043849763965865,0.010864168004987863,0.07982003605456191,0.017320089236668577,-0.036333395787691486,0.02112948566365575,0.05909605397163233
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.007253156496562458,0.016825541667709897,-0.009920833825293148,0.00952101255562832,0.037616676694351994,0.05580464265375077,-0.03438591797357993,-0.02283239766233635,0.039456486744652165
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0348987048167391,0.0015723560077458628,0.050314122975655115,0.020567149463018627,-0.031704852816252516,0.04160139346957167,-0.015837305881672183,0.06163333804611997,0.08324751509363527
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08318951962109687,-0.009748835928346458,0.002467803651556926,0.03668174234757939,0.11418063844510004,0.06764139054011203,-0.031559528697988386,0.033883064341030084,0.07929225494498747
HALLMARK_FATTY_ACID_METABOLISM,-0.005460946764662237,0.005154817048030783,-0.06643658129284968,0.016605410585985726,-0.04835726280907142,0.07371004635347081,-0.0014062253746769588,0.02689264330961693,0.04127775953979002
HALLMARK_G2M_CHECKPOINT,0.12612481446323348,-0.017840346543260138,0.0032952403543768274,0.03095328069008796,0.056406589847632096,0.0019179247610463046,0.010330695724797855,0.020718478575715776,0.07388051760553493
HALLMARK_GLYCOLYSIS,0.09628212915971487,-0.006239693875315413,-0.07431709484727311,0.0382191335636216,0.0924607816721454,0.12298756388896614,-0.04185942894697848,-0.0029239310039852443,0.09134961419150885
HALLMARK_HEDGEHOG_SIGNALING,0.030049347362040082,0.036067998032933986,-0.07325257971573229,0.02287680076703673,0.056664876499280856,0.05440521108454671,-0.04679324666386544,0.06621979914354892,0.093270975709348
HALLMARK_HEME_METABOLISM,0.09504625653574951,-0.013472296704142163,0.028356195588518467,0.07474751625266218,0.07894733424000196,0.04919545871258657,0.011673218766616771,0.06795269026231861,0.09787999686496617
HALLMARK_HYPOXIA,-0.003889282153928562,0.008763773247997445,0.008039734268823661,0.006768527115107641,0.07619160988986806,0.055928902313839034,-0.03015640077358645,-0.0026765081640045506,0.0021427412926244465
HALLMARK_IL2_STAT5_SIGNALING,0.053301039492880876,-0.019303518012194834,0.013288804409732607,0.054206981618104076,0.03308643282443497,0.05902783570185009,0.008833416678825121,0.04297449579468116,0.08040870752362066
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.010277772677726626,0.02622081518760267,0.023332948761883878,0.011960017960280721,0.04347456801730492,0.0344514371144816,-0.0044251879647526325,-0.06746401446339217,0.12666774571398554
HALLMARK_INFLAMMATORY_RESPONSE,-0.02008145529357884,0.000752335129139534,-0.02438553420138442,0.007235904387790502,0.0551592551248822,-0.009042134342746047,-0.01874855676970694,-0.013637871853660744,0.04859281164766726
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.07686982003998202,0.016776374148154208,0.014022219147358381,0.014465898774411755,0.1161731332703217,0.005437769692566767,0.04575244653750659,0.04884663322554543,0.06654241361328385
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.011412892096397917,-0.015906142372579403,0.06241003414730467,0.036149955805758,0.042384152909497444,-0.015699893513279113,-0.037851277140539395,0.0035271537033040395,0.09666805227460892
HALLMARK_KRAS_SIGNALING_DN,0.08900168399768862,0.030012921320012344,-0.008605576813075213,0.010135544489601916,0.09910375998798374,0.052512228100346246,0.03496145833504982,0.09392067880835196,0.09397870303495721
HALLMARK_KRAS_SIGNALING_UP,-0.03244707715495616,-0.012327375350947672,-0.03209891529673377,0.025580839653345015,0.005202974726555668,0.00755857981489084,-0.012849698581811777,0.03217669151994679,0.05632827800975967
HALLMARK_MITOTIC_SPINDLE,0.08958556686483997,0.029276179963302174,0.03079086246067116,0.06850287663858634,0.0654694254221973,0.0354807735717372,0.04145831197806007,0.0809848696582075,0.08808853815345916
HALLMARK_MTORC1_SIGNALING,0.06925924354470644,0.009668584639037206,-0.03543778267641562,0.046792634841400185,0.06322271369677737,0.08478349192573627,-6.350057233554002e-05,-0.004330631145492846,0.048883712017155016
HALLMARK_MYC_TARGETS_V1,0.07978163174619494,-0.015127944736808905,0.019078336221452184,0.03224369769467593,0.06449401654126129,0.05152792718296958,0.004959535079262177,0.04064535554502185,0.058806164567970984
HALLMARK_MYC_TARGETS_V2,-0.07817887256426576,-0.01752637933863738,0.02742383081531485,-0.03245475630152598,0.09620652593598429,-0.009291166827725898,-0.0018692401985408963,0.0033954674919650196,0.04106472683308002
HALLMARK_MYOGENESIS,0.046003525142060187,0.027667156960114538,0.024623572839653163,0.010857256764279994,0.008870914213400886,0.024362472805050835,-0.007825497834239048,0.08277533843188228,0.05697749821169705
HALLMARK_NOTCH_SIGNALING,0.09801403204277052,-0.02036409646124083,0.019757454408241386,0.019568827630488804,0.0754308309495658,0.026793752551889632,-0.002739129270458294,0.03365588268412999,0.08645984114823957
