,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.05188752104305109,-0.030686810832925605,-0.008272669847033258,0.07258505686047681,-0.00046645884885034093,0.05882289378484678,0.06546629704859289,0.029358615789872908,0.059686816811914935,-0.021409301770030253,0.06611378564437435
HALLMARK_ALLOGRAFT_REJECTION,-0.034933040391969546,-0.048139149905995826,-0.06503227394611392,0.0363938461901951,-0.01629324106053722,0.027498360490677023,0.08398780731803324,-0.054770071854717,0.014113221313345687,-0.06031901155887526,0.019069306019756614
HALLMARK_ANDROGEN_RESPONSE,0.04883893928044609,0.0665488102929757,0.024707476932359876,0.06985763115523298,-0.06472682079703056,0.03180490746788282,0.06057180218560299,0.0071419603012497284,0.04696958094437172,0.04285032268263346,0.03397783039608614
HALLMARK_ANGIOGENESIS,-0.003370168642713333,0.023868666542588058,0.05997346561997038,0.06652374245854145,0.0018349200116700272,0.02016570986436543,0.12050624949221851,-0.024835807616655978,-0.05725261887958982,0.007195727056711507,-0.06301005705674886
HALLMARK_APICAL_JUNCTION,0.025261407495761685,-0.004839451066171669,0.065314609208378,0.058561346418077156,0.020789959636370207,0.007943036758742045,0.08239284963626314,0.029819294212054835,0.06466198029209051,0.03118347039904826,0.08033380921696037
HALLMARK_APICAL_SURFACE,0.07040626968467636,-0.01882832074151178,-0.027814116211296487,-0.013852303334126057,0.013837232189022624,0.008786226092593252,0.043245615340062646,-0.01004955561707209,0.04325536532195024,-0.03547969227935572,0.06656189875402362
HALLMARK_APOPTOSIS,-0.04348151050402411,0.0685318914006803,0.09830354460788679,0.02064679394429764,-0.046143554103511265,0.04909357596051851,-0.0748069848921712,-0.006698144251310102,-0.08189145545816988,-0.06834935435637134,-0.000448359156419064
HALLMARK_BILE_ACID_METABOLISM,0.05691017371150817,-0.007883998321126679,0.012036926944941248,0.03569225537356264,0.0010945065972236114,0.07542424268358759,0.037706907084475286,0.026496468131436475,0.06509627154541942,-0.03733809617209209,0.06119431792596672
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0576587361426253,0.004822249624950867,-0.009325505090020695,0.007834025067404863,0.007893005070340946,-0.0262562740412471,0.08480198811303165,0.026907452393147645,0.07337262725120926,0.0027845410921859075,0.04457819283448537
HALLMARK_COAGULATION,-0.02259507287046052,-0.018887028513325067,-0.004821535768184041,0.0472843395770013,-0.01071979186574613,0.03407830767187148,0.03515280265643976,0.04116463315343287,-0.023238995009332557,-0.04800900451062322,0.02661486532437129
HALLMARK_COMPLEMENT,0.057716640375049096,-0.03489864138739835,-3.7116478338715874e-05,0.04749026126863754,0.0045842133259969605,0.03153626557204308,0.038548947502212105,0.006177448483767884,0.03275767059975392,-0.0034157080043831353,0.046847270557713164
HALLMARK_DNA_REPAIR,0.04412346492665122,0.09186369277309313,0.04157115010898047,0.0899994119017249,0.009794818109051166,0.06563771284765146,0.12880789906470214,0.013366057735691734,0.11053281403684655,0.030650598730128518,0.07229206993163963
