,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.026709332851771482,-0.04781796285856611,-0.039859325788679,-0.04247088409905909,0.07406777938710848,0.001543748521753079,0.06475091183911996,-0.041073440973577006,0.09312038200173652,0.11757778458252931,0.11604098973533858
HALLMARK_ALLOGRAFT_REJECTION,-0.03622229739748772,-0.026270528173036264,0.022632143398715235,-0.023998097881651442,0.12324957327387019,0.11270799920554465,0.10387578721370404,0.04412565307994353,0.0307378635173879,0.05017168084805528,0.046421475593168636
HALLMARK_ANDROGEN_RESPONSE,-0.001512064592706893,-0.008475077421730301,-0.05650794416892014,0.013395087165034021,0.06458152928199352,0.04577330145861055,0.07561265912735672,0.01154528890982628,0.061136288626976905,0.07133078848034016,0.06594781792113087
HALLMARK_ANGIOGENESIS,0.07888554830811917,-0.007134196637010679,0.006600171823003494,0.011057041881889816,-0.03319823317684122,0.07066922290611123,0.0989810729062453,-0.026772357190835813,0.022168916712201277,-0.1250031965506904,-0.044379590718309526
HALLMARK_APICAL_JUNCTION,0.041272507235322754,-0.013572648060416916,-0.03583937067317801,-0.027932868812250638,0.06666739873948867,0.0994310607956775,0.11850520551997229,-0.04861868415178878,0.07925086089292488,0.13211999790121962,0.10055446614067556
HALLMARK_APICAL_SURFACE,0.019080764308273667,-0.03171667444382406,-0.05602280173327687,-0.04513372517632587,-0.013225418412732387,-0.050326732395490514,-0.055628778053186195,0.0401606810107808,0.09165365448074309,0.07794369838253556,0.06916602451285965
HALLMARK_APOPTOSIS,0.028063270844017486,0.025935149043321032,-0.01957626435620031,-0.013426456139463423,0.011832358520952628,-0.047335682049257775,0.015918591965219633,-0.010285159141656935,-0.06490069049118272,-0.0661733313147787,-0.03892512054807769
HALLMARK_BILE_ACID_METABOLISM,0.0431280395743636,-0.027799945397607575,-0.04568085548270728,0.015466017857902404,0.006811403381172543,0.07317977462174818,0.08461333792581509,0.0084941739932603,0.04344070499687415,0.11262717317786725,0.07512540737589488
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.00010158073160931244,-0.013964908665933641,-0.03850735499676085,-0.014608665938766889,0.026284549905705328,0.09198407122643369,0.0400610018974808,-0.06737416554559927,0.10409502131417095,0.12211977131714598,0.0735132672849423
HALLMARK_COAGULATION,0.03258536507547226,-0.02370626663098273,0.018054143440673593,-0.08743476717979018,0.04610417655896866,0.09301229575155202,0.07569645571980653,0.005752646228869195,0.021262642546793633,0.07768570645581853,0.058362225333877395
HALLMARK_COMPLEMENT,-0.0024727618389979215,-0.01428802816462907,0.0063416342860997685,0.005329346865054416,0.09648737318290389,0.03599604669322556,0.09975226911288966,-0.028502029576893313,0.039866513712270304,0.04510994233667618,0.05541810778767842
HALLMARK_DNA_REPAIR,0.007242703702374178,-0.011945267550638773,-0.049205470829349306,-0.007221673160712605,0.030148019000841658,0.0908773024846627,0.0764774745863465,0.01488748439662151,0.08107621441056478,0.12300853216514776,0.12149180043989272
HALLMARK_E2F_TARGETS,-0.0005381826088586265,-0.02422786084149799,0.001891394652633441,-0.018653065303999856,0.053411623048098995,0.10305553865509269,0.10470972964267687,0.009740929940177096,0.03959974892220314,0.05947023523132266,0.11139252411108111
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04976755589148463,0.028825409848197824,0.0012092198552299438,-0.015193496880148412,0.026934375361769975,0.12370659371620343,0.10387962539997157,-0.06341827684863494,-0.034310047200993864,-0.0929575807901891,0.04148974248668629
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.056299735973949425,0.023277569164810108,0.011004954247639758,0.025609950467295167,0.015814848506027407,0.0036652553045305957,0.07823189505987864,-0.042975044457827925,0.04264890447112443,0.045875260312152645,0.04775898052586125
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.00868887332327587,0.001629932368927824,0.002226290845532064,-0.02687938380806589,0.058933483237066056,0.05129636546867034,-0.03659902896169779,-0.004966364092108533,0.09772889162803626,0.0947530486600023,0.04940103942825397
HALLMARK_FATTY_ACID_METABOLISM,0.011725013993309316,0.028056494980897673,0.0224415435757348,0.025868036439497772,-0.003954518185184322,0.04118701340484857,0.07164471068680164,-0.004633644926207157,-0.026305415114231873,-0.016551177944024,0.039607892459759625
HALLMARK_G2M_CHECKPOINT,0.04853244462857371,-0.021009866074673162,-0.03707883338464582,0.00032369621758198596,0.01417630323078128,0.10665147666250556,0.07474686381393622,0.020430145004059916,0.007735065501049328,0.013522927345559722,0.08779632514837607
HALLMARK_GLYCOLYSIS,0.08358488577880793,0.02768475557604298,-0.004300771069323099,0.0282775117178543,0.002100412632575413,0.010897120193666548,0.12031804917931599,-0.01794963432388067,0.06511316159679184,0.043438748928485836,0.08050685665986365
HALLMARK_HEDGEHOG_SIGNALING,-0.07028950554681679,-0.02889383343052045,-0.02973358772199648,0.0047024493602397955,0.020877218286710564,-0.0660389685038315,-0.026692615627834735,0.01028003730431364,0.1012807339291177,0.056032916677715545,0.02520738803491572
HALLMARK_HEME_METABOLISM,-0.014091875396700485,-0.025375160208414117,-0.0327391964288384,-0.02205857802228622,0.09411428241486451,0.06562334552926549,0.08387315436575164,-0.030341263161287088,0.08412369888164398,0.12951237503361776,0.11020762791396246
HALLMARK_HYPOXIA,0.009995315082965028,0.06497966994843997,0.015267306009257773,0.024641255394983026,-0.0697888758950018,-0.014228277922596037,-0.0076101282831711045,-0.02516891382117988,-0.023593544224912513,-0.07124278264322162,0.01101778690233841
HALLMARK_IL2_STAT5_SIGNALING,0.006391590741822571,-0.02203050266353297,-0.023992500849889613,0.003936817319331863,0.03572935409427188,0.013183965270823326,0.07513307876862281,-0.09323560275122479,0.07262335655618382,0.09017541527454519,0.05712381349177632
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.029103765699195695,0.0201784574259591,-0.006554582895988039,0.019364778882179873,-0.062270261935057844,0.1329477639437165,0.13313138599119803,0.028248558099971323,0.001541058755641053,0.00809025542453371,0.045045223877208114
HALLMARK_INFLAMMATORY_RESPONSE,0.048396896993736664,0.008627472189761294,-0.017518993203548747,0.03870689554087356,-0.03395093560337105,-0.09208948326853597,0.10547260089438451,-0.049678609551406384,0.021764896626324935,-0.006669384079978911,-0.012878910164806114
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.02488265186905922,-0.03785565270439681,-0.0818716565897681,-0.05542307147322044,0.047611005875511245,0.07454305198303648,0.04945067528949014,0.03609364358864487,0.07602831130724308,0.10237211436201539,0.08667131931399638
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06487211266463336,0.0012574970024868519,-0.09274881713219651,0.018870308461400715,-0.020824780402447535,0.03309432154466965,0.08968128846584056,0.01479594551172375,0.010602054335286415,-0.010522983421438549,0.028419566971183783
