,MGH258,UKF248,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04478937743123127,0.08680363313342226,0.17035601557795593,0.04756882656495207,0.01156570018539794,0.0621367141836565,0.01406061789281488,0.08505453857157742,0.099533377535028,0.023026847927424963,0.0683529716369815,0.04212983406966327
HALLMARK_ALLOGRAFT_REJECTION,-0.05765016796753742,0.009983966132798667,0.1963485804060391,-0.052560758797045234,0.031026144954246406,0.0198476910050806,0.002183714705694592,0.06972434738843851,0.11396403241718928,0.04551467542930213,0.08463978825884141,-0.028567339843648714
HALLMARK_ANDROGEN_RESPONSE,-0.006447899464061966,0.08127381702948526,0.18623588559361473,-0.06246446356709503,0.028181792270718875,0.083751122495279,0.03846316456028196,0.10610588697559799,0.13946072973759857,0.007708168207664951,0.10151395670549411,0.008785412013106342
HALLMARK_ANGIOGENESIS,-0.0161747028587981,-0.009816381093361658,0.2215296480125145,0.023032542703709975,0.03873506644099111,-0.02842264922224368,-0.02014648872366737,0.04472958952024653,0.021291901540408328,0.007772863616197988,0.02169907382385739,0.06087317630197016
HALLMARK_APICAL_JUNCTION,0.03980999921532842,0.07011984386477836,0.18996753884563172,0.03425595514968465,0.06059302523716944,0.05648760557996775,-0.012105459796600404,0.08315929303113583,0.09954633973743843,-0.015305799588692935,0.09486457908949217,0.05330191193531855
HALLMARK_APICAL_SURFACE,0.0240226866532708,0.04850627697774061,-0.10640151039217936,0.041675438206205784,-0.00609993237124582,0.034814379882277195,0.07056086389684188,0.08981824058129685,0.10681228406935339,0.003668361135422778,0.0778967463666433,0.04528771678343565
HALLMARK_APOPTOSIS,-0.029302526636077374,0.04663285922755574,0.019691011639800755,-0.032367379814985636,0.0346157568378698,0.02172482522343494,0.008636923070347633,0.03755375307602255,-0.015416935908722501,0.02680135231583081,0.051856704646665676,0.010677480395875632
HALLMARK_BILE_ACID_METABOLISM,0.020753261917919597,0.05334394771433608,0.1822866569531758,-0.010626671977758897,0.00027502779772721773,0.05981943063818515,0.029398973791743842,0.060859926018011226,0.07176365605374654,0.005822788134019303,0.03078884349047842,0.06715261204979224
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.006782471971711216,0.056061083570476206,0.09521928327786641,-0.006481248468111364,0.05039387569212162,0.003338996200998532,0.01476395292183102,0.08005066795358945,0.1082808794331689,-0.03919230834959718,0.06713288959780409,0.07104039622216282
HALLMARK_COAGULATION,-0.06451105873692045,0.05098978838936449,0.2000327397598842,0.004809384594458686,0.03348451314569066,0.121773432512936,-0.010119200784651405,0.08560279389099235,0.10045484229615204,0.03677862694441289,0.1144663421076259,0.02745151890753905
HALLMARK_COMPLEMENT,-0.03955219382737804,0.040777181282223914,0.2084227087053947,-0.004272568460717069,0.05457935884275664,0.03503016821130692,-0.02004039290396559,0.05156298104279082,0.10489168009628282,0.02941781808429303,0.05416414973763805,0.010028579737139809
HALLMARK_DNA_REPAIR,0.017490013021945486,0.09015862437277551,0.23208936267444444,0.020646307870890564,0.07634659550280633,0.05345159600116498,0.02256663614772824,0.10843322414368663,0.11888463974224868,0.0062191494710845795,0.04377406880766636,0.05803501391110473
HALLMARK_E2F_TARGETS,0.0566809202457641,0.10752953938652215,0.2050011399788021,0.027959857781370657,0.039930861739026643,0.015742316877351593,0.04302326720840806,0.11156710233043654,0.14843536174079522,-0.027057530783108578,0.05383825828198401,0.0925551184777936
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06661328573604562,0.015096151137059768,0.19014542447125085,-0.0414236676507553,0.043576349094718386,0.04209713087255955,-0.02474902073256729,0.06925386016668449,0.09389247542606076,0.029517937865989708,0.06536211673624517,0.03077327249327021
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05075006779931849,0.0465193441961261,0.13453863257155665,0.004232208326771118,-0.0027983008271671534,-0.009166892840018908,-0.030696588884800223,0.049881799258490137,0.10406364468791407,0.016238791223891495,0.04517616288187868,0.06410806405927746
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.08074690958676027,0.0383979269097926,-0.028662938905473095,-0.050724440936036126,0.0525520237368752,0.021789085203209865,0.03551071472597763,0.10031036404948862,0.08395841454893344,0.023517873193682128,0.03254284848161341,0.02441419976660767
HALLMARK_FATTY_ACID_METABOLISM,-0.01881070909152637,0.06004554230134006,0.12963378591446742,-0.034454278850402906,0.06063077300306008,-0.012355622065411444,-0.02014329045554282,0.04787030607312504,0.045460514737753935,-0.04676717661239174,0.04911823205534993,0.05216158409251198
HALLMARK_G2M_CHECKPOINT,0.0485291354223989,0.08296052162165052,0.22220832686956724,-0.041548981472653325,0.06972872448907814,0.10866257465469181,0.04302680921563011,0.09015416463241817,0.1250918315493888,0.0025037985474264815,0.055019792593070355,0.08426091531776107
HALLMARK_GLYCOLYSIS,0.04667189535391238,0.020318080941349705,0.17351822305748424,0.052584001726079264,0.05998667196318431,0.011034473320922162,0.04120591859993414,0.12314696104306676,0.14136328518079916,-0.019541067428673703,0.06128400086084714,0.09003305151711892
