,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.10154413975118978,0.09672038769700501,-0.010499533271790897,0.05802037459568913,0.11239096981530361,0.12001677980263908,-0.15926305598742352,0.08055787883566998,-0.007249693818761339,0.29999571756179466,0.13123748624754952,-0.012457782087407268,-0.011997458069435672,-0.043813491086148446,0.1049434268609095,0.10076537290417409,0.2082039018818341
HALLMARK_ALLOGRAFT_REJECTION,0.14902796195840637,0.0031708075948279424,0.0024788822750054897,0.05443888810137499,0.09600261027594852,-0.2307285679681727,-0.4046940891737797,0.04947993707973653,-0.04747615618758942,-0.5158311185547503,-0.15617040554848285,-0.005924131887262511,-0.04510083125462527,0.04372162528450584,0.16615251732288522,0.0029190576101832673,-0.07595963013220312
HALLMARK_ANDROGEN_RESPONSE,0.004109964507564518,0.13887764007132677,-0.04403773941857562,0.010007160206909742,0.2045571577870051,-0.05006757986606063,-0.37799571833494183,-0.0010821027951900173,-0.0661779392785502,-0.180927924340848,-0.16049596073654324,0.034206469985102385,-0.04414216307735415,-0.03980684870133199,0.14945858954475885,0.014278138214362803,0.016393143333647022
HALLMARK_ANGIOGENESIS,-0.2973453171346496,-0.04533125188964741,0.10481831257814653,-0.11221445336063599,-0.27638614180206944,-0.2588845495783591,-0.46787570161758085,-0.26549082245646516,-0.08580297707606449,-0.47374415971304784,-0.3907372485271655,-0.013639136084687501,-0.07173885547152946,-0.04666345752768906,0.06646500698601286,-0.14747402527179312,-0.28751123062366635
HALLMARK_APICAL_JUNCTION,0.018332346869090386,0.10409053074003194,-0.005029612606550264,0.04461130351894975,0.011354694091714966,-0.12529805545998668,-0.3304578910400631,-0.1517678906529794,-0.003213022297902699,0.1270118944517551,-0.24905287602668247,-0.005357103936922187,-0.09725403621291816,-0.025787139816944544,0.16108232872229253,0.03576201939071059,0.2811176242864948
HALLMARK_APICAL_SURFACE,0.2614699202360165,0.1444828856823434,0.005400760050721998,0.1005577722060258,0.03332937499069671,0.1851243597721549,0.3292711433956644,0.08034635219075957,0.010244540837022583,0.2698543392916256,-0.10064284632071416,-0.016289563383999072,0.018925286684429964,-0.022350409152576817,0.16043940474032437,0.19710939021168167,0.09394750159358722
HALLMARK_APOPTOSIS,-0.027127270121957172,-0.07422716063221144,0.010760454257637683,-0.027039023829927504,0.024601054788570133,0.05426644349479543,-0.06677691966096336,-0.25473511315894964,-0.01499555256691211,-0.09526282769445855,0.19897771161361155,-0.02173674907484379,0.03306811080743468,-0.0033512883316524082,0.10850744482980428,0.09544402990228565,0.1805958002124894
HALLMARK_BILE_ACID_METABOLISM,0.0010839503433472356,0.10065108756761508,-0.006599247268175087,0.021155882509187186,-0.032706871838094106,-0.06760371990736454,-0.4561520607108442,-0.12187426247391933,0.016401277714448055,-0.08102725251616366,-0.12156069096274723,-0.018206897502687884,0.010475874608610191,-0.010069741596160716,0.03704870274228468,0.0027197474815144197,0.008823896503857748
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.09661372694994841,0.09106317903414289,-0.0020394441691509594,0.01954642227238727,0.00749308091490723,-0.15449517972801496,-0.3436313878117324,-0.2470359122384261,-0.03633464129799197,-0.357511791599715,-0.3031737242390895,-0.01063042620683592,-0.00426317402776951,-0.06658327556152435,-0.0015261287324235076,-0.013358778132774175,-0.002363376512919177
HALLMARK_COAGULATION,-0.10691776111783521,-0.0026091487947749186,0.041888779125396215,0.00998255759108666,0.09737993003953287,-0.24589724153386994,-0.45866498526203625,-0.02334588433861983,-0.10826844401403213,-0.5241686357679547,-0.2557895573721758,-0.051138190790409856,0.013878037855823103,-0.09134895272782795,0.18535412430030598,0.0547864546652395,-0.21490522740293247
HALLMARK_COMPLEMENT,0.18305577094093206,0.055978965008272145,-0.012533727199265926,-0.0034850848359805676,0.235504127030907,-0.003371573356090086,-0.30278410624247093,-0.242478536675398,-0.00015551250739968164,-0.30460987682772334,0.0739183131239427,-0.00020265519193540178,-0.013944163838559493,-0.034315088647975854,0.05148092054378155,0.047525556187730175,0.25930599813824634
HALLMARK_DNA_REPAIR,0.07768731630701406,0.1777406610371305,-0.016167730051602363,0.029707831360975094,0.12724181925996247,-0.03630637041795903,-0.25709083073685723,-0.05503713961682897,0.00973989252829682,0.27082156470697627,-0.1747573954540905,-0.014385838718237842,-0.08761053395040098,-0.072194954933879,0.06345082019150633,-0.05768060294229743,0.20627052884445018
HALLMARK_E2F_TARGETS,0.2167090225821651,0.1710890896097897,0.004073319495477776,0.07928018948715203,0.08266773236196273,-0.18733391911867311,-0.3706327446939735,-0.05608935518279271,0.019023394850297665,0.39431710216762395,-0.21028697797574794,-0.04299897882381086,-0.11152789915802527,-0.019214969768846044,0.04200614099249562,-0.02436437507696581,0.2240011388849244
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.3397441718734748,-0.0716118078473518,0.01978407820318696,-0.06976020676991841,-0.19017356450529557,-0.23688762790378318,-0.3459578204035786,-0.2540236861070541,-0.09274500757132209,-0.43603646239985955,-0.37498120835206894,-0.018639587816999516,-0.08685666396999434,-0.018470983497036804,0.1996722998796436,-0.0593034168460094,0.03521430705594569
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.02483112898438775,0.06168223387054705,0.0010060769252198053,0.02265562882111066,0.24859464072803075,0.17285409405503763,-0.1724025114671902,0.13810814272662064,-0.012460110343265383,0.3939968361165311,0.328108140645456,-0.0373812738476267,-0.0006775940744447466,0.007274848025400302,0.0834319795100817,-0.0024896998689250944,0.20668418095848698
HALLMARK_ESTROGEN_RESPONSE_LATE,0.21649258301206104,0.09766864971764597,-0.021920095404211526,0.03448555170180247,0.07224550898882055,0.04201279379882666,0.3024448985489123,-0.023857483733442146,0.045926925432527896,-0.13987241149690613,-0.23511471389120392,0.02258304253918789,-0.029011711330181954,-0.0196033930021429,-0.00232229929028799,0.10162305648050188,0.10521992115215821
HALLMARK_FATTY_ACID_METABOLISM,-0.06100537285179944,0.015790110158530934,-0.012189105685422008,-0.03182259258610556,0.16335173196563987,0.0645224860114073,-0.3264416674569206,-0.19093468948052347,0.042202463392037134,-0.013272099707157044,0.2571844425087838,-0.0024633454851610385,0.04015592608856868,0.03619518410994228,-0.022825309422435186,-0.02244987770887463,0.05690115514329775
HALLMARK_G2M_CHECKPOINT,-0.06738324860929001,0.10840258142226421,0.026053850548632143,0.022080520221425676,-0.07227113132930263,-0.19056631568928717,-0.3795647318368164,-0.17281158188113602,-0.022265090592755606,-0.032735690779554606,-0.3309464788212106,0.03453907201766812,-0.08498822593096342,0.020375126911835316,0.04204088759765845,-0.12406810680594112,0.15680674941368752
HALLMARK_GLYCOLYSIS,-0.01767044552851897,0.1130217488463006,-0.0322440005879634,-0.005628361388420341,0.027624564562197827,0.14025364794426587,-0.20301787749977074,0.0463892357158163,0.06596908121378893,0.4916149707426279,-0.03713000727450052,-0.026181729246275855,-0.12098482873677834,0.000570785661799379,0.018209854414569987,0.10012777165024406,0.25667983508683323
HALLMARK_HEDGEHOG_SIGNALING,0.2947875449123285,0.1766213673845675,0.004059054303947436,0.11410539968693346,0.27377623953746394,0.3324800746050845,0.4613538676694156,0.26934904179571295,0.16824198313892866,0.5388205800706081,0.33789189094469074,-0.025071947801883956,-0.020425981131407714,-0.05525083437056464,0.05109965174432989,0.3518763039177974,0.27329804483190084
HALLMARK_HEME_METABOLISM,0.03006332820347338,0.14015237099968147,0.016992238662584636,0.022653474141770928,0.17861975246232265,0.09701960809637457,-0.2604117192976187,0.07522067300060559,-0.013242042269801886,0.2753518520260903,-0.028149505832672984,-0.012570315269273722,-0.016798335657325213,-0.09109146047454779,0.06683114032117846,0.12221784192197686,0.2619468251503822
HALLMARK_HYPOXIA,-0.4044104597697855,-0.09670537898256842,-0.009523535220242343,-0.05291007836783884,-0.11295055618077728,0.07772341716131327,0.3198314328207759,-0.2805665178342292,0.042054008506855756,0.06517702846151142,-0.27376822591413963,-0.08510872525224705,-0.019172247092543962,-0.010373465346890312,-0.0723961590507041,-0.24756653306335996,0.21040915550260006
HALLMARK_IL2_STAT5_SIGNALING,0.02639283480212061,0.09936390534239767,0.01834564616530382,0.002164645674119076,0.06530544578972977,0.005374188731628142,-0.3742916163950409,0.0009742732128618941,0.017927357551579457,-0.13556202213835555,0.0524538243318609,-0.03590441673214195,-0.028963469220808256,-0.04704168477856165,0.06408584740949917,-0.0326799015734485,-0.027666772444986408
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.306703378474802,-0.04552150573739907,0.008849466128677251,-0.07526624445860132,-0.23297502050542246,-0.2627369437474321,-0.4755609950696338,-0.22934306978234256,-0.1272699904643256,-0.42749461199028954,-0.35629329783993524,-0.0010743819144972255,-0.08321468251899479,0.03189010531956768,0.02830163192678115,-0.07945938007219824,-0.2109095967609559
HALLMARK_INFLAMMATORY_RESPONSE,-0.13877328818159887,-0.03745276735151303,0.02675575431536142,-0.04697952098932065,0.060692475610611966,0.1699113078678447,-0.2502571765668635,-0.23031059679139546,-0.016041020094718406,0.20357053247812312,0.010317334840455068,-0.007145175569469734,0.04790523196504035,-0.026744192990042513,0.007259895444586014,-0.042448954865766754,0.051244704021079605
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.2580695432035626,0.15489605138182425,-0.039222059533919516,0.02746148554366439,0.08261535676312652,-0.2325537735775338,-0.4650877003449181,0.061763607669583914,-0.0931889101619054,-0.41140244272447707,-0.21256336882475635,-0.052105264195757596,0.021217819534133053,-0.038896230945331955,0.15271101753222793,0.07390370094901727,-0.20670787923309716
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.21639122231404945,0.006536460606899932,0.010535318349260372,-0.06360728799145544,-0.22927865729527336,-0.0017326349702057456,-0.3858465165326477,-0.07742666149320061,-0.07647937989953346,-0.4465750694251986,-0.3596344855351303,-0.014654025165660172,-0.05116328512486656,-0.04265021688567519,0.09022204808122242,-0.2053214579493922,0.21909550644411735
HALLMARK_KRAS_SIGNALING_DN,0.13920064831059537,0.16656719796415154,-0.011573575898240932,0.0531879326769614,0.21542600214503388,0.2657219751465331,0.1550413343292325,0.09890400375594498,0.012899152039855925,0.48810317506853945,0.013983848702304518,0.03539232979534216,-0.0303124653106031,-0.05562126897772727,0.0497046348149557,0.21761023153652556,0.2611139360737238
HALLMARK_KRAS_SIGNALING_UP,0.31771660446571987,0.08400242980485476,0.0630741421260039,0.027172474958569084,0.25890987016920086,0.31225946124524007,0.24934191803884076,0.17788595221305017,0.08121580998481158,0.4746719549588342,0.3144029542206619,-0.03731515887801674,-0.05825415582554133,-0.06459025231136463,0.15747711533523956,0.17375614739962503,0.2723307908687003
