,UKF248,UKF251,UKF259,UKF275,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.10063948157785227,0.004852883967729056,0.006176238035732226,0.07906762261299508,-0.004345298214921672,0.03749341219308094,0.2426829716531085,0.07501389574246699,0.08899918263004541,0.07121533727074976,0.05836742274379883
HALLMARK_ALLOGRAFT_REJECTION,0.07695048158860385,-5.910353405071018e-05,0.06609742001953307,0.03810746766021236,0.030481058566915468,0.06905658956626023,0.2300088623435577,-0.003056621005044028,0.04408123715159543,0.0199922648257979,0.02434527224667952
HALLMARK_ANDROGEN_RESPONSE,0.07726579248269685,0.07895882240229145,-0.0007992596611739333,0.014223899921765322,0.038793544984482196,0.04336510889994557,0.18514565228378366,-0.04003356051224411,0.0479044838763401,0.04853212713513389,0.019856496394950303
HALLMARK_ANGIOGENESIS,-0.018788569619234963,-0.02605081703118599,-0.03711573251852798,0.007677932707448141,0.02355160201594055,-0.039710513670949105,0.19750583160656895,-0.0015690536940960148,-0.12343833892070205,-0.05117592333806833,-0.04238616956802992
HALLMARK_APICAL_JUNCTION,0.11614863478120013,0.05168149759621227,-0.01763325581843698,-0.019813431657830373,0.033000763737643,0.05176461883895766,0.2110133650919578,0.06401258362954042,0.05170519448293226,0.07397996103022868,0.058809989772968224
HALLMARK_APICAL_SURFACE,0.031023705836953533,0.006337054406719074,-0.013258719713482036,0.04764437082470535,-0.010592463221564824,0.039213781582898774,0.15361132397224847,0.13393525698085243,0.1309096551439966,0.07059506322795002,0.07507585163235311
HALLMARK_APOPTOSIS,0.12714417316158536,-0.025542383536019172,-0.03326136504097993,-0.053315099400115175,0.004771303152874498,-0.06596823604147134,0.06613748763778517,0.023638566706967408,-0.019571453577011084,-0.01465354989896517,0.009628327886638744
HALLMARK_BILE_ACID_METABOLISM,0.002171997877138218,0.06047797102064767,0.0239307480128048,0.02511551823945702,0.09389809784629531,-0.03545884853925724,0.10146219367064088,0.17964476755417325,0.06952674226784007,0.09453157680818176,0.04593794703686732
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.023966721219189736,-0.016377406122728356,0.04298725024412032,-0.012998581598491987,0.04408451152453543,0.050645976010483366,0.1927203354381699,0.05957302105452184,0.048180576912407694,0.09299305221445092,0.11357833066016838
HALLMARK_COAGULATION,0.15841630859511058,-0.03840333587959998,0.00900319638837483,0.03895176067949185,0.04318119937941798,0.062246041784222654,0.13075298914653838,0.06557549477080957,0.051076922670724084,0.06581990127473823,0.01281403240978508
HALLMARK_COMPLEMENT,0.035755147861296147,0.007685439731572922,0.01767082124751032,0.007050002986995675,0.0165227815277344,0.04770302046174209,0.21676310614546498,0.11343203712657131,0.041168520646483256,0.013208119831135186,0.10099336720888834
HALLMARK_DNA_REPAIR,0.02248988522545502,0.029076830419909595,-0.005478163358555773,0.016591156586424183,0.007889997568155935,0.06831450029063886,0.27600413087942754,0.14012184829822605,0.08323785382766762,0.09500652653569208,0.0640666467799271
HALLMARK_E2F_TARGETS,0.010923996091691918,0.03218323304001444,0.014100232706691567,0.045607816203053334,-0.014116888880762379,0.05561023292141989,0.12097104488868038,0.09344882411501491,0.10432809606309193,0.0705285244824154,0.09048891380793381
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.16286922022119896,-0.025360782961398643,-0.05771838310204313,-0.03484034592464229,0.020054656219874102,0.023987378430875585,0.19507500891632398,-0.09840274238415748,0.03214966610830252,-0.039845736975890465,0.027544409520080596
