,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.12730388900605555,0.08344826040030219,0.04273807979045818,-0.02200167080790763,0.018465000521005262,0.02814711806951927,0.08598411537035629
HALLMARK_ALLOGRAFT_REJECTION,0.01564639904977033,0.08190091123217891,0.02312819100026167,-0.06064674879539669,0.048028264371123855,0.03576374636751657,0.03429627473248364
HALLMARK_ANDROGEN_RESPONSE,-0.043071163600391614,0.08788728503632126,0.04119189714007019,-0.027486189483604578,0.047532797280174864,0.03951110666537075,0.0664241462165372
HALLMARK_ANGIOGENESIS,-0.008012861212796265,-0.022689105663074974,-0.01968318696258356,-0.04007000502523218,0.058938831704811255,-0.023970124373024766,-0.03368739399794725
HALLMARK_APICAL_JUNCTION,-0.07032114754091039,0.12404046558206215,0.05866073183871613,-0.04205377508765951,0.023175423999552542,0.04952936038798589,0.06328462241404476
HALLMARK_APICAL_SURFACE,-0.08306066987367552,0.13166367471613222,0.01170378087915821,0.006495050919646999,-0.04856114715611635,0.0477445614447355,0.02813707682027483
HALLMARK_APOPTOSIS,0.042871171622992595,0.008323101454712939,-0.03165052221726597,-0.07523045243661942,0.0058528752742418415,0.05024099314061811,0.023719353810136613
HALLMARK_BILE_ACID_METABOLISM,-0.14062507793267423,0.15201638323295122,0.004721625475566411,-0.000406620998691006,-0.03245840977334679,0.049427887547625254,0.012613687671613149
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04427794164726672,0.10053665265929913,0.06967722388403802,-0.033838777094958555,-0.08963189675483894,0.07067919879717294,0.06935323851517103
HALLMARK_COAGULATION,-0.07472979957303089,0.10337090653355631,0.0035628561326862176,-0.026983008694535068,0.0005904770011727222,0.0544659582847058,0.06146836239163505
HALLMARK_COMPLEMENT,-0.03531842544800481,0.1306177260167171,0.052452295953685356,-0.03942501577770041,0.028126688341408825,0.030997977998414097,0.12397855451901953
HALLMARK_DNA_REPAIR,-0.11805668713845531,0.09257920903155713,0.05113414330198075,-0.03939667678746876,0.01143275388838947,0.06656742955946694,0.04255787016590474
HALLMARK_E2F_TARGETS,-0.09871266639308027,0.06301053600439588,0.061515307917819784,-0.01938753938794589,-0.02397657587069868,0.07228466529112618,0.05254333120304465
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.00741969629378581,0.015332727916253973,0.008104365402188042,-0.06780134118103683,0.06927221051629379,0.05280568493406293,-0.01632999176329039
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.04808971228324822,0.10576990882402657,0.02253444510716124,-0.026652463783516354,0.030108182721684168,0.028844963382514875,-0.010399409714226652
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.07739581823351745,0.06523499529403791,0.039293911107377615,-0.008575211966718682,0.0790716170141803,0.030807834567222865,0.10763308662260133
HALLMARK_FATTY_ACID_METABOLISM,-0.03843421368751753,0.022876522795646295,-0.01048819400429426,-0.02395657217935131,0.008217315961686535,0.05140094657278183,0.042736989990423545
HALLMARK_G2M_CHECKPOINT,-0.10153359388800241,0.07877816240153655,0.06945387220658464,-0.03380860452520077,-0.01352077174413135,0.07699446058910189,-0.013918096835576692
HALLMARK_GLYCOLYSIS,-0.11169169671516224,0.05004008061492818,0.05769099082835984,0.01583683009825473,0.011283132582162366,0.06963315840623882,0.10980145101556286
HALLMARK_HEDGEHOG_SIGNALING,-0.03917353475809349,0.061231638903228094,0.09476334683516961,-0.03762888784100124,-0.00880858013785032,0.03632016642227759,0.12191947890247917
HALLMARK_HEME_METABOLISM,-0.053107456993501514,0.09047345163768623,0.049033241585934875,-0.031045758163895012,0.002949245353887772,0.01911601787123721,0.09830666872990991
HALLMARK_HYPOXIA,0.029116216722942092,-0.08217343040094521,-0.033005150342310996,-0.06129628124553211,0.07646442558387455,0.014853951442481599,-0.10017603446397519
HALLMARK_IL2_STAT5_SIGNALING,-0.04782393107602673,0.09337104652260181,0.046497482447046164,-0.013326717935854788,0.04088745318765762,0.04725604466073128,0.044613406049259195
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.07653388375628825,0.05113372080446265,0.0669260573234669,-0.016340785065346385,0.08142883589888135,0.051399548856075825,0.06075180538262276
HALLMARK_INFLAMMATORY_RESPONSE,-0.10347309436238852,0.027287386769164645,0.05110489247171586,-0.042534076878864076,-0.05171139809637087,-0.0010871520607709502,0.004662380353478648
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.14500826071949338,0.08380931235304229,0.06469835616015734,0.006510519927871425,-0.002354956887600288,0.0407659621028202,0.03054057508123252
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.04000845272199229,0.054396733406377,0.0002975590108682774,-0.06634055165611753,0.042502293671881276,0.06682955627132638,0.03404710238369644
HALLMARK_KRAS_SIGNALING_DN,-0.10903024401229075,0.09924049100753227,0.048761672503047124,-0.023598238351958793,0.05320946901226063,0.07723509066170968,0.0883263812984089
HALLMARK_KRAS_SIGNALING_UP,-0.06636256847370409,0.09447832354614392,0.06329342559802183,-0.0626485345042792,0.06114127645388968,0.03229722269045429,0.044900283744737875
HALLMARK_MITOTIC_SPINDLE,-0.08796617697464672,0.09589252467264105,0.04928364667493272,-0.031988782666402815,0.04132361976261339,0.029305336104975772,0.08064055591199003
HALLMARK_MTORC1_SIGNALING,0.006158248109885056,-0.025764037298965543,0.02919470215207287,0.014766182639840801,0.04448781666899306,0.043779848366315044,0.0006738956473058821
HALLMARK_MYC_TARGETS_V1,0.01337913563123522,0.04673619282128093,0.07041083463998497,-0.026190448310030336,0.0023228078768063776,0.05384117369526882,0.026240166444546735
HALLMARK_MYC_TARGETS_V2,-0.10175564201946229,0.10436807759833099,0.028317502663386736,-0.053185500420564025,-0.003922203444826122,0.03409930075417845,0.003509581342292798
HALLMARK_MYOGENESIS,-0.06672743551196096,0.11937952001047099,0.04290530335508361,-0.00838457790487487,-0.010075930365459835,0.04947979453378911,0.06344722089333146
HALLMARK_NOTCH_SIGNALING,-0.13309525256152824,0.10723611777049565,0.050593356877461776,0.00045837450842698584,-0.04848221702928281,0.026931886073035392,0.043026298095460706
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.11779876362573417,0.060951431978117566,0.061696056510798576,0.034993935106864986,0.03110220603762276,0.08309810319801071,0.06151563201191279
HALLMARK_P53_PATHWAY,-0.022487068206928564,0.05286756480038179,0.022692211384194423,-0.08585452653894311,-0.003670661073233478,0.06405365608084228,-0.02274489362855148
HALLMARK_PANCREAS_BETA_CELLS,-0.12052330542402455,0.0419444890084925,0.05921181426026263,-0.014363543128120822,0.001875790501758317,0.0569572830057249,0.1195485900935112
HALLMARK_PEROXISOME,-0.018182598888762593,-0.0022665887028766162,0.10643555701376492,0.031798614275549766,0.016274820320207096,0.03344817712464787,0.07639587184554081
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.09451938800288265,0.09592312739479988,0.05406917174495441,-0.042108555458835455,0.027379688680854615,0.05392729602052335,0.06100461848881411
HALLMARK_PROTEIN_SECRETION,-0.041574849231261105,0.09325090961664406,0.05736060305277574,-0.0327818145427857,0.002241142241479007,0.06903505227751522,0.10302548082315297
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.058475384865030317,0.048530352442209115,0.04149217524692765,0.08618751331221963,0.0071393371153555835,0.05324423552160091,0.08760650797515492
