,UKF313,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.15555895639213277,0.0237168858611685,0.045782711536984294,-0.08671635668875251
HALLMARK_ALLOGRAFT_REJECTION,0.1895881702758184,0.01757873098415193,0.034422321480252774,0.0022388703349419965
HALLMARK_ANDROGEN_RESPONSE,0.12292776544081196,0.03291037200615605,0.10762778514422139,-0.08149402722010524
HALLMARK_ANGIOGENESIS,-0.029345079041472804,-0.03650530350809867,0.10423177203604198,-0.016621074854269273
HALLMARK_APICAL_JUNCTION,0.2127596249156699,0.03950503502929785,0.10217217707963851,-0.06517415698496544
HALLMARK_APICAL_SURFACE,0.16879392228310008,-0.01402813202327915,0.11456495998261781,-0.0104150244192413
HALLMARK_APOPTOSIS,-0.011598916944251723,0.043384891102260945,0.009209209520218512,-0.038707303851318584
HALLMARK_BILE_ACID_METABOLISM,0.05014762613094823,0.025620174153885414,-0.00994749881743866,-0.09162824332595762
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.17367400798490407,0.055027950673375306,0.005738116562475656,-0.0973920792918431
HALLMARK_COAGULATION,0.1400290938867188,0.019006939471458005,0.0992366652230182,-0.09311721254275533
HALLMARK_COMPLEMENT,0.14340414536974455,0.06058204108268181,0.007126332870681061,0.00854849710585101
HALLMARK_DNA_REPAIR,0.1971578169984471,0.04850632171051677,0.0384263940063024,-0.10478858938196588
HALLMARK_E2F_TARGETS,0.12689811304915108,0.013113976888746935,0.019148454591702724,-0.08321964470623237
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.020833516319603274,0.058546858092854766,0.12708270276753017,-0.07213365101052828
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0507216535894453,0.07561714014518565,0.034597085655956164,-0.10482186639515954
HALLMARK_ESTROGEN_RESPONSE_LATE,0.13406429059822036,0.013536324255942884,0.0030166754532018002,-0.0612308073050316
HALLMARK_FATTY_ACID_METABOLISM,-0.036869563358330755,0.07779157615998,0.002299208986684484,0.008127131823233151
HALLMARK_G2M_CHECKPOINT,0.16310341501531161,-0.012749732925533488,0.03318549958647812,-0.0831767127192683
HALLMARK_GLYCOLYSIS,0.026825789391173062,0.03565990092561313,0.03795677594103005,-0.05354325046170874
HALLMARK_HEDGEHOG_SIGNALING,0.10614836145725447,0.020707401599956078,0.026982932797106198,0.017415452755180902
HALLMARK_HEME_METABOLISM,0.1839546246067419,0.023963004493676877,0.03222138772948983,-0.047839375355949565
HALLMARK_HYPOXIA,-0.10287814278831385,0.03342511973845517,-0.0185924980460217,-0.03340225834695377
