,UKF243,UKF248,UKF260,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.025249572954972283,-0.024669076643788986,0.03816342425828223,-0.01767159440395605,-0.018454029955070193,0.054036077151179106,0.2155545695086373,0.05632064714451641,0.040274531769446044,0.029020112708942235,0.03466014068119291,0.016326472583842462
HALLMARK_ALLOGRAFT_REJECTION,0.04100135793952151,-0.05711242141643934,0.019504512323342674,-0.06033142028420629,0.07381941742189096,-0.06680646110772603,0.1534563501514004,0.09159516425321118,0.058646955064310634,0.050587056092224546,0.05561735139041982,0.005374340806804934
HALLMARK_ANDROGEN_RESPONSE,-0.028164695318662464,-0.022423849514442658,0.1351564126749119,0.004459315242507206,0.032116238702237725,-0.06917458354865795,0.15300399999795983,0.08422330090755918,0.058933082039066255,-0.009479879563971961,0.11007809822786574,0.044345232801485675
HALLMARK_ANGIOGENESIS,-0.06988447168597195,0.05282021008976346,-0.1805187083011363,-0.060347820028716075,0.04467862918014242,-0.1339818295008458,0.24431578555058167,0.1415055140989308,0.008422142873879273,-0.007264237454560478,0.10479058241938415,0.043695311972544386
HALLMARK_APICAL_JUNCTION,-0.02205165358261927,-0.05158478896330511,0.02235657690642794,-0.007296205804382437,-0.01318716879554035,-0.08765626541229221,0.07882128976016914,0.026307724266423537,0.032859949892305895,0.018787893775740375,0.02381977151983579,0.027011138182911777
HALLMARK_APICAL_SURFACE,0.10543502855663325,-0.08605682467332154,0.0366223863563246,0.08274945090345884,-0.045947232871325815,-0.013890403107347337,0.08068049097642542,0.013691563805246424,0.03348283284543105,-0.06059440987166828,0.02969594777351083,0.08357755283356899
HALLMARK_APOPTOSIS,0.03045590442181111,0.04194083924957556,0.06296154824359779,0.010665826041018168,0.039048026211265165,0.055927202867362164,0.1435173533124119,0.10242838807175444,0.04632413289002343,0.013890817805485815,0.05810505730010808,-0.02740092067437713
HALLMARK_BILE_ACID_METABOLISM,0.02244183731297005,-0.06417054971899767,-0.08363922037665317,-0.011037572387448888,-0.001347866042613757,-0.02939984512498143,0.07184585217895159,0.04507936496157459,-0.010153493476793634,0.008506236019170577,0.028869572453590786,0.051274907752777
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.049176960020991575,-0.052583939554227466,-0.048468562632700905,0.013347066247213261,0.04909134884094971,-0.1266704238079125,0.2329781675355777,0.08195145807065751,0.02637225355909004,0.020430890093404045,0.006506642569160974,-0.0021587671533446597
HALLMARK_COAGULATION,-0.020938045300642888,-0.018446606791583275,0.0637273647510478,-0.060158778346279626,0.05400360336517955,-0.10826428051135487,0.1313647041604622,0.08479032111437866,0.07115509389935212,0.03127518981187832,0.026451428051368246,-0.020081990836135887
HALLMARK_COMPLEMENT,0.12401656586388357,0.020822938941028123,0.16023719899218158,-0.021155120147079057,0.06329752831455975,0.05753163256650768,0.252461454310681,0.09997524918883925,0.0703681757702393,0.03307857337729928,0.09472362141521269,0.030939798650356787
HALLMARK_DNA_REPAIR,0.01698000690883286,-0.07120997017454304,0.08884990899107945,0.0007901419766771665,-0.0032098200003842815,-0.04364309266666883,0.13554360578117358,0.04640383321409527,0.02249222481712951,0.002426868370988736,0.060208778759923365,0.06107917728374185
