,UKF248,UKF251,UKF275,UKF334,ZH1007inf,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.017644895674698884,0.05591374766570037,-0.016008527668974846,0.020039612482746865,-0.014755208842322969,0.03560135326586591,0.005905310368155413,0.009093682719311448
HALLMARK_ALLOGRAFT_REJECTION,0.008149896025459557,0.018812627436840295,-0.00879047172997777,0.005060478887544309,0.0324432605290942,-0.0036048087452055957,0.034439728469663915,-0.012011866329962973
HALLMARK_ANDROGEN_RESPONSE,-0.01098239333844899,0.017065089188864777,0.018705268663305248,-0.003315427267991865,0.041672841549826735,0.07010669643782842,-0.02101766174154925,0.05249859018980398
HALLMARK_ANGIOGENESIS,-0.000964018851181543,-0.020037452341232585,0.024826791398559617,0.012219506656385501,0.012356635254722985,-0.03518464318117166,-0.01582748565009728,0.005618331909873992
HALLMARK_APICAL_JUNCTION,-0.02536607711985447,0.062276419787196544,0.038121095293249044,0.04283204822533194,0.024658807192794466,0.03950529707335832,0.009540459278488978,0.00868755204392717
HALLMARK_APICAL_SURFACE,-0.016098015231642015,-0.00144994251978206,-0.007791723671790464,0.05361345174132446,-0.10347344304401425,0.05170148706622531,0.056982656911058055,-0.025050503222740682
HALLMARK_APOPTOSIS,-0.009730904284513345,0.05462847133206099,0.02853299427193563,-0.035610301580928615,-0.013495389889902782,-0.03409855367124411,-0.0446717308184909,0.011172006582092024
HALLMARK_BILE_ACID_METABOLISM,0.01853183699305542,0.013695548468422537,0.003233519880111562,0.040739309724132776,0.0012168513823509846,0.057059257501615446,0.029601985693428732,0.008077502053656463
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04450171429579481,0.03836929894613802,0.003816271577960448,0.08568949549750536,-0.05624677066169458,0.052021173368349306,-0.0052717582017226565,0.05637299917759049
HALLMARK_COAGULATION,0.002144479656542887,-0.0047708582373146005,-0.010511375209428549,0.02815313353925178,0.00961108608016159,-0.008152354169149157,0.009393922535879451,-0.02248635912849814
HALLMARK_COMPLEMENT,0.007401852663068461,-0.042514743387563815,0.053759385662372504,-0.027114911491027446,0.009455103749422857,-0.020522637450409057,0.03724862189386101,0.05220787547464765
HALLMARK_DNA_REPAIR,-0.003975659680052696,0.0571398948677609,0.04512388239702684,0.009802784181858447,-0.01003272067082689,0.05141849828455662,0.013112178010515044,0.016171387710531053
HALLMARK_E2F_TARGETS,0.008990899563803242,0.07825459679336122,0.05363257181163608,0.01563221027762005,0.009722293280383942,0.044418928541042665,0.0007187968896059396,0.032432618461505865
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0021879924877043146,-0.036573218198226995,0.03808361528952145,-0.006677165452771652,0.049474019043534954,-0.059337210526169915,0.03028814553546859,-0.016498636410987418
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.021604545188711806,-0.003979252700287558,-0.015107461697545102,-0.02998807810989435,0.03116847430044782,0.0067716618035492376,0.032910191056687105,0.03073971523974074
