,UKF260,UKF275,ZH1019inf,ZH8812bulk
HALLMARK_ADIPOGENESIS,0.05676466778281458,-0.0162195503054381,0.023736524191222526,0.016000767239191735
HALLMARK_ALLOGRAFT_REJECTION,0.02403431041429392,-0.05890655282549794,-0.03431218271001807,0.04569524059756465
HALLMARK_ANDROGEN_RESPONSE,-0.06997730612739285,-0.00877618023769046,-0.02374499344203629,0.07186354440601005
HALLMARK_ANGIOGENESIS,-7.566147424918733e-05,0.06755100554576299,0.05115153376799255,-0.004807113333195318
HALLMARK_APICAL_JUNCTION,0.11074691619684235,0.03358717794830889,-0.0448087352977299,0.05530632150402149
HALLMARK_APICAL_SURFACE,0.12135341324343067,0.01598866773931936,-0.0432090003364124,0.04012017252786641
HALLMARK_APOPTOSIS,-0.07986718429629194,0.045749151440245925,-0.0006621956001263032,0.0330403883065655
HALLMARK_BILE_ACID_METABOLISM,0.0999595080189826,0.006783410413304651,-0.022876601007233984,0.029361673554283787
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07780182024261863,0.08905587935717947,0.011105616115670524,0.06409409423427313
HALLMARK_COAGULATION,-0.04057957924411717,-0.00686991279857054,-0.015965699791972085,-0.013521533307194869
HALLMARK_COMPLEMENT,-0.0417770682877558,0.05792765641144558,-0.012618423938028811,0.04740586904416534
HALLMARK_DNA_REPAIR,0.06897555571448864,-0.021403993591726705,-0.04859894477558668,0.08303813335862269
HALLMARK_E2F_TARGETS,0.07776905900339288,-0.05007796206206959,-0.05369550453419657,0.035974134819276984
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.005209737895688547,0.058302876874814315,0.0009825597234764964,0.02948224965161974
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03114685008526725,-0.060920792853959745,-0.02681244137573272,0.016185611183558164
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06613747991195536,0.015248885099408034,0.019609012088388025,0.024228142871210098
HALLMARK_FATTY_ACID_METABOLISM,-0.005589910432734622,0.015857161506082216,-0.004557492316752283,0.07447151295094352
HALLMARK_G2M_CHECKPOINT,0.10894973085661064,0.05644234619944845,-0.008103791840434308,0.03408942678118179
HALLMARK_GLYCOLYSIS,0.03519790064108925,0.07139813123004451,0.01136892266537654,0.08297495388201194
HALLMARK_HEDGEHOG_SIGNALING,0.005689059917159019,-0.0019397095406173846,-0.015175847181778692,0.025389476734538056
HALLMARK_HEME_METABOLISM,0.1076100229207115,-0.008637904399636345,-0.02444131185480802,0.04359662656736776
HALLMARK_HYPOXIA,-0.034920020790894485,0.058899633818617556,0.04834732534507749,0.009166244308194413
HALLMARK_IL2_STAT5_SIGNALING,0.0581988267481309,-0.03266295564220056,-0.041432275165256875,0.04356341564022569
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.0444395142783374,0.04408216409077161,0.0621249640217976,0.044134673709070524
HALLMARK_INFLAMMATORY_RESPONSE,-0.043720168732961695,0.04708889189269658,-0.04946061097161605,0.006447054536477874
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0796165597499998,-0.06638360178291902,-0.03165613775934274,0.08752667527073567
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.04048260057385193,-0.05025255105825497,-0.013322749777911178,-0.021401386296626364
HALLMARK_KRAS_SIGNALING_DN,0.07531677255961018,-0.0007481547932764783,-0.0109246631605089,0.06715293230279827
HALLMARK_KRAS_SIGNALING_UP,-0.016376677459850587,-0.03354020086553777,-0.04310568590476166,0.017354464180386414
