,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0013972999351914066,-0.003406218517171289,0.03092886634656464,0.09400219418177898,0.04034127981146924,0.05631945537374209,0.02379083529255885,0.12220551915482317,0.0857753871846597,-0.08314057060507919,0.03696942057418668,0.021513118786228153,0.057285720069910326,0.04527903592798507,0.11297552163324827,0.0753104419967974
HALLMARK_ALLOGRAFT_REJECTION,0.00040160167344510396,0.07777875912706898,-0.029634958690555706,0.14441773175912848,0.04233616819834463,0.0007065837111032209,-0.0012670770461270973,0.013950202302294277,0.09734489933475053,-0.008166417887568004,0.02392706019435817,0.033550369645754155,0.0321965544705905,-0.0539743285388357,0.08707791202956326,0.02284641105134829
HALLMARK_ANDROGEN_RESPONSE,0.005064140530254921,0.06654363399569309,0.037266535750692414,0.11360528971159925,0.034678043126383847,0.03653977770702231,0.0672479586690447,0.0385508181570503,0.04459990712902132,-0.05404303317044322,0.04062141815131979,-0.05913049839090842,0.07862784862581458,0.04725111992120652,0.06271559240779237,0.06870655743391695
HALLMARK_ANGIOGENESIS,-0.005216102047195804,-0.06877198049925132,0.009176480591688378,0.169628816480927,-0.11498831610510402,-0.0003853706717188795,-0.061792332833238615,-0.11794588490905643,0.044120126527466025,-0.019672872806798896,-0.005073055292106923,-0.07639891199921672,0.017903542398666667,0.000366977622162314,-0.08665306381822416,0.00473355605116886
HALLMARK_APICAL_JUNCTION,0.04201497939184475,-0.015430788464962002,0.04088356409673544,0.13274465523988518,-0.020858167471005377,0.11313410764169517,0.04660403830194077,0.08420264757053218,0.09757982028014871,-0.04364899445001915,0.05834479442241387,-0.030284163710825884,0.11973640368437732,-0.032602778163806495,0.054326169417645655,0.0827796778866501
HALLMARK_APICAL_SURFACE,0.006109361584759528,-0.022716327828437046,0.0016176665049660686,-0.06077564999246998,0.0950438608953227,-0.010624105879937075,0.05521852623487291,0.024614043992489006,0.009205427430996352,-0.04301372419777565,0.026241533335907268,-0.09182145832087799,-0.008804448853783807,0.009894269871758354,0.05620683185434173,0.01269277296110941
HALLMARK_APOPTOSIS,0.005957328857422581,0.07986665881106779,0.022018476507087548,0.06543789247235003,-0.036259777683913544,0.0680862210037173,0.005418330931880597,0.08507199219249048,0.016387589199468946,-0.06276593646036692,-0.024236272938038216,0.0266174918907071,0.11974937948998272,-0.0238262004369126,0.004397188644060315,0.046057593349690944
HALLMARK_BILE_ACID_METABOLISM,-0.0017272925811820446,-0.04163724365679448,-0.004911819523270558,0.13684733439462973,-0.04920104408774313,0.037771128483617154,0.005769180064645075,0.06806426149055073,0.014363216502330953,-0.03441440559025319,0.057934531026108516,0.05109010026387314,0.05041279593485407,0.052930370243066065,0.13077516301280953,0.09396014335647564
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05273507316908725,-0.0587465445066014,0.01768311040288617,0.06294855370355303,-0.05272509059203044,0.01687765173627644,-0.051347146782193376,0.06340094348670264,0.028323062392258392,-0.01728122727766685,0.04329051890435266,-0.006239364384865685,-0.09739956477120934,0.008501017521229939,0.06683292986616335,0.036008025985768036
HALLMARK_COAGULATION,0.02891773797087462,0.10952924430979963,0.009736037084207312,0.12723957370839326,-0.015451912974304448,0.07149136801726898,-0.023070581395666284,-0.024176122540205347,0.11616473378452559,0.04085026818693419,0.014989882271270476,-0.02189231353961626,0.1125722704976607,0.09119307585626356,0.07972116995027922,0.029928557459415646
