,UKF248,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881inf,ZH916bulk
HALLMARK_ADIPOGENESIS,0.02855526167842768,0.05187480392415499,-0.026822547661180012,0.04488837176829049,0.009650082192593194,0.0015051401692469228,0.061783546769447605,0.02657681736505197,0.004060678496112922
HALLMARK_ALLOGRAFT_REJECTION,0.00033913043018194463,-0.13972357413373832,-0.12143179472452302,0.017372279206838974,-0.03272624699241851,-0.10779262051877875,-0.08430413159191516,0.06113000763360407,-0.07032720778393894
HALLMARK_ANDROGEN_RESPONSE,0.006237285472148999,-0.030797532187885335,-0.12086065677247995,-0.02077840246401161,-0.031750581727716,-0.06259976981509573,-0.07881966317067536,0.012247201878691652,-0.00695479946524876
HALLMARK_ANGIOGENESIS,-0.021132627108752296,-0.044252399312005294,-0.1280549868456539,-0.07903363334696555,-0.06691685916041597,-0.06847357348536999,-0.17740589484049862,0.018881674012677496,-0.007694738125484316
HALLMARK_APICAL_JUNCTION,0.037088779663552125,-0.009480261758870533,-0.08582217101741739,-0.015666635973226567,0.013533864559382118,0.014774521681773354,-0.11154221089658038,0.03289720593855582,0.05555608469216076
HALLMARK_APICAL_SURFACE,0.05025549138948274,0.13374345571126509,0.054521329499057664,0.0902311684672532,-0.023908453155611874,0.07408729305454258,-0.1051319380908415,0.016785841974037083,0.0778964077577299
HALLMARK_APOPTOSIS,-0.04373580588187011,0.03842011643861096,-0.048321193547011296,-0.05504323928002139,-0.01660878807089757,-0.0765558060442973,0.09745399298663777,0.0823851675510036,-0.029264199033016816
HALLMARK_BILE_ACID_METABOLISM,0.05691714869194621,-0.006674596491053509,-0.09706013003910673,-0.07802507090540077,-0.016438583218067966,-0.032853227062924144,-0.07830426081495309,0.05463746712693115,0.003902471041355488
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03274816738274381,-0.008273176070848681,-0.13248197499419817,-0.12681348800739403,-0.03342776090007603,-0.06373024979305088,-0.17763488983022876,-0.03721588373135291,0.0233887867020271
HALLMARK_COAGULATION,-0.004629758704143565,-0.07917307463774298,-0.12383739671333595,-0.050554521351188195,-0.044864110904003794,-0.10970180697498795,-0.06549263150997464,-0.02323966511684596,0.010176215890785042
