,ZH1019T1,ZH1019inf,ZH881inf
HALLMARK_ADIPOGENESIS,0.02919222163877443,0.084724777447466,-0.03579105223589585
HALLMARK_ALLOGRAFT_REJECTION,-0.004140015677003078,0.05886512370222029,-0.006964978045683402
HALLMARK_ANDROGEN_RESPONSE,0.03910344563927306,0.10868939835558311,0.02370519406978012
HALLMARK_ANGIOGENESIS,0.049107172226684266,0.023048385577877212,0.0052199360978060156
HALLMARK_APICAL_JUNCTION,0.06555820644568447,0.07326747456760063,0.0038886621286554207
HALLMARK_APICAL_SURFACE,0.024831200036191877,0.08300966207846157,-0.04728264429549998
HALLMARK_APOPTOSIS,0.020464787757478363,-0.008482690746342404,-0.0044299472388182005
HALLMARK_BILE_ACID_METABOLISM,-0.004617827751482565,0.08440668538988651,0.037621547403690676
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.012432019758083484,0.06425023065480698,0.005037258040941683
HALLMARK_COAGULATION,0.004704031386417171,0.02271117254072189,0.002010940977281726
HALLMARK_COMPLEMENT,0.08577629704648215,0.041388511126080704,-0.05481475269051302
HALLMARK_DNA_REPAIR,-0.0403453182295235,0.06460797993687488,0.01942363896326345
HALLMARK_E2F_TARGETS,-0.01565813299613904,0.04352406458280562,-0.07668531844696354
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.030978517130881993,0.013391285308813996,-0.02920853838735723
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05169476754429029,0.06762804443400194,-0.04519434199504401
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.09945253675707005,0.08842883223307409,0.012177502384619026
HALLMARK_FATTY_ACID_METABOLISM,0.006111516871369574,0.07206155676922504,-0.04311639871757395
HALLMARK_G2M_CHECKPOINT,-0.08082673628661619,0.062252159052398844,0.015191611845433635
HALLMARK_GLYCOLYSIS,0.015303115097859504,0.0052439156133346435,-0.016650001839069586
HALLMARK_HEDGEHOG_SIGNALING,0.023390025774368484,-0.06554140701657368,-0.001427365242976129
HALLMARK_HEME_METABOLISM,0.0008959492462312557,0.07912622613580428,-0.01588052175286196
HALLMARK_HYPOXIA,0.05505522303717209,-0.011973599123472681,-0.059781101998355866
HALLMARK_IL2_STAT5_SIGNALING,0.004501981295722745,0.04128842952047847,0.028788352697420316
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.12042619490467962,0.05508032430476876,-0.05588757426799494
HALLMARK_INFLAMMATORY_RESPONSE,0.026793748225780685,0.013400626060036475,-0.017832500008400646
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.006406989620613819,0.04711334134960419,-0.04302770176318617
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.021597879570311333,-0.014783340294030478,0.01907448408245383
HALLMARK_KRAS_SIGNALING_DN,0.022613909960991725,0.06188659601591917,-0.011735430206723664
HALLMARK_KRAS_SIGNALING_UP,0.024533297354162122,0.10436390800937784,0.015467712942930157
HALLMARK_MITOTIC_SPINDLE,0.015668525087323686,0.11186801726301451,0.025803227573647093
HALLMARK_MTORC1_SIGNALING,0.01519000526543094,0.01662112937267044,-0.01383109194775211
HALLMARK_MYC_TARGETS_V1,-0.06388272060691237,0.0912945508720824,0.0017914657175549847
HALLMARK_MYC_TARGETS_V2,0.06620207965489429,0.02845791703067004,-0.046166328773023346
HALLMARK_MYOGENESIS,0.05802892995608005,0.04547765216105056,0.051744575453772985
HALLMARK_NOTCH_SIGNALING,0.02383398393091388,0.00636106648003697,0.01412951551902299
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.06359804100572028,0.05072476329454025,-0.013216735614843596
HALLMARK_P53_PATHWAY,0.004975110441484521,0.06703796072499602,-0.016094311757549294
HALLMARK_PANCREAS_BETA_CELLS,-0.005273921399361292,0.045589949741138336,0.028105668667443115
HALLMARK_PEROXISOME,-0.03491340401594298,0.045842090434025776,-0.02561074855564121
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.001367698284537182,0.034086248504522715,0.06833758522698744
HALLMARK_PROTEIN_SECRETION,-0.009264307477411787,0.04970253203934353,-0.021041774159847117
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.03294403785960648,0.04844195520391011,0.0025447445708435706
HALLMARK_SPERMATOGENESIS,-0.07729737687356078,0.0981884498538717,-0.023185533856086245
HALLMARK_TGF_BETA_SIGNALING,-0.012479615771624965,0.08163616196668623,-0.016071134751575768
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0061895696152615125,-0.05853655123238401,-0.01042647871134742
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.028271713557303187,0.07717582662894946,-0.05747398713661333
HALLMARK_UV_RESPONSE_DN,0.07013434787452624,0.06134702238190496,-0.03910672436585585
HALLMARK_UV_RESPONSE_UP,-0.025512241780387888,0.08881134120976998,-0.029589956218543847
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.011724284140617495,0.02371575022303402,-0.00893450037045412
HALLMARK_XENOBIOTIC_METABOLISM,-0.008443981042286957,0.06639534832570228,0.03658330822112637
