,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04733101708015525,0.05036644873908735,-0.030972652217729747,0.03559801951924375,0.07384156493101912,-0.004603463040681819
HALLMARK_ALLOGRAFT_REJECTION,0.053161969602649864,0.0530887514091218,0.009081698643419171,0.020438821160253726,0.062020522817745345,0.007383765195549678
HALLMARK_ANDROGEN_RESPONSE,0.10155290794189174,0.05164640482095385,0.012839883370627189,0.07660377859155024,0.012790006696927574,0.013227509010587593
HALLMARK_ANGIOGENESIS,0.05228329414187152,0.0015231801311678624,-0.05659852889901246,0.05768594690757554,-0.11585530332394205,-0.09618731811890287
HALLMARK_APICAL_JUNCTION,0.050121050273299786,0.05318546015704297,-0.0010487273729311657,0.005364203944611429,0.00812368673571646,0.03247667229499907
HALLMARK_APICAL_SURFACE,0.0417121516674213,0.043426827274832526,-0.0018820608431940676,0.045017184877979996,-0.024216660468121827,0.04125703043991162
HALLMARK_APOPTOSIS,-0.03376514262560588,0.00043922823987526923,-0.009642008762420613,0.02343921575107217,0.009757955111165872,0.08614383039891566
HALLMARK_BILE_ACID_METABOLISM,0.08617284436833794,0.05990135254787334,-0.015609506816077968,-0.0048331874232206305,0.08275958167269583,-0.03581120990768209
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05718258099527087,0.04422815540486223,-0.010285186804116067,-0.00308359799127266,0.0787254723020545,0.03167680551281546
HALLMARK_COAGULATION,0.040923219762218875,0.03616044807202154,-0.016350417569966358,0.05742946533023282,-0.018874395954214144,0.05597897558070509
HALLMARK_COMPLEMENT,0.09775375796668125,0.006254868111240614,-0.03804608165348746,0.04084430307645202,0.06872111493598011,-0.0048544676800241745
HALLMARK_DNA_REPAIR,0.06823478869322361,0.06293098872094866,-0.017400018213294167,0.017906184285947525,0.11136595356570105,-0.009799890928061166
HALLMARK_E2F_TARGETS,0.08948058822324091,0.04594265751550062,-0.05747424637204289,-0.002403798574680052,0.05023767376833586,0.027584041866580696
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.030376489977761458,0.0014246521547022451,-0.050379496983194945,0.08642354303595633,-0.050520383815110155,0.00946740973680314
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08851632944334549,0.06784919234007479,-0.03127255822252013,0.0031723457065461927,0.01730719139363744,0.002616655404921703
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07514805474091037,0.012049207125422649,-0.028911538955296995,0.0315544094795301,0.06638571328310945,0.05967390142868788
HALLMARK_FATTY_ACID_METABOLISM,0.024484844380879577,0.01180813865506428,0.0006610081119917733,-0.03812096951394141,0.07608886661210458,-0.0123192014049829
HALLMARK_G2M_CHECKPOINT,0.027844779458289493,0.03302594798858443,0.005552979307798235,-0.025458070560589727,0.07843414031941884,-0.06624685049158666
HALLMARK_GLYCOLYSIS,0.06690811178667116,0.03469387090792116,-0.029686005044206622,-0.028291766263671393,0.05351524709070034,-0.023030990290017685
HALLMARK_HEDGEHOG_SIGNALING,0.046892424381074514,0.046520459450124035,-0.04011941750268057,-0.05570275069825263,0.03554853195664985,-0.0052415905997350125
HALLMARK_HEME_METABOLISM,0.05773335543475773,0.04797325959512259,0.012595591575053123,0.00700459424838248,0.06983972725510676,-0.013198561497373633
HALLMARK_HYPOXIA,-0.015916421829417535,-0.07206956898652944,-0.03706899763980039,-0.04129553321316129,0.0452384744051744,-0.04308418711813345
HALLMARK_IL2_STAT5_SIGNALING,0.10515843702248423,0.04832960415623545,0.021702963728375102,-0.020764139200539544,0.07267162631467454,0.03530665563163247
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06702351013374333,0.03420218668783651,0.023132008356026485,0.04841291432290904,0.02731384556142993,-0.03928155072908286
HALLMARK_INFLAMMATORY_RESPONSE,0.014593524033908841,0.03362615993587203,-0.04227319339093746,0.09641875696938129,0.07164087170832835,-0.0619493049268646
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.039107063025860554,0.04720554114519395,0.049020566691895376,0.06399017429196856,0.027028967607151594,0.03828790755444487
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.07078912796023334,0.0072478879392344694,-0.053038026359504865,0.12080963562028513,0.030978256820225883,-0.024161169398142585
HALLMARK_KRAS_SIGNALING_DN,0.018225144133882338,0.02661922568074881,0.06466222777180876,-0.03970990718911021,0.09891305337976823,0.05882828819674916
HALLMARK_KRAS_SIGNALING_UP,0.08146988072650586,0.06703240010005537,-0.009212925913572772,0.0027478768584704425,0.06073534500931416,-0.0021120522805541365
HALLMARK_MITOTIC_SPINDLE,0.03058690105407018,0.07265569692824037,-0.0018496826638723352,-0.021495441927467173,0.05745584448550805,0.03618485557647202
HALLMARK_MTORC1_SIGNALING,0.02311469851357911,0.0014486611664832707,-0.013486020295534718,-0.014042742471319767,0.008006083965391214,-0.05320138450748316
HALLMARK_MYC_TARGETS_V1,0.040281018845895425,0.056530424828743334,-0.0010993514655952374,-0.02123438565687687,0.06901489746162537,-0.01774883848947739
HALLMARK_MYC_TARGETS_V2,0.04716499563502502,0.05013553618215136,0.014791629911956402,0.07102035214556253,0.02510674489865198,-0.031010722061402582
HALLMARK_MYOGENESIS,0.04494536024837276,0.056153496157129744,-0.04060309094709299,0.008408630291370428,0.00241981183366044,0.098443841742194
HALLMARK_NOTCH_SIGNALING,0.061013779944393665,0.0766656196642222,0.016657117810370197,0.043064683126499706,0.0818524521470622,0.020319202785898903
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.05072923689429328,0.0505555083617106,0.033847781441541394,0.004596378360572388,0.09061084505168586,0.032839380825401214
HALLMARK_P53_PATHWAY,0.04554567639995073,0.019575765374013433,0.013505184262370963,-0.012806948441458533,0.12070909603715613,-0.043253400133909395
HALLMARK_PANCREAS_BETA_CELLS,0.008917684963489254,0.060804872471209824,-0.03982349719354666,-0.044086202792578986,0.09856203250542371,0.04816015993829324
HALLMARK_PEROXISOME,0.04794009911628062,0.06490696722890404,-0.0015567436294991281,0.020376577323760428,0.08804395249623755,0.05189720769083964
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.03621612802703524,0.08282129911071436,0.027532257945083686,0.04887583060021173,0.06809724364576616,0.029323918812715035
HALLMARK_PROTEIN_SECRETION,0.0795965643616268,0.07064849255689731,0.0077434549442628176,0.038090931251165215,0.07427618535025293,-0.013128383561398543
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.03736154765559822,0.03934381773280747,0.06794828349732043,0.023706052406658122,0.06502081517974968,0.015255036604186315
HALLMARK_SPERMATOGENESIS,0.059303796483312986,0.049146298961417194,0.05814693967362786,-0.05104274942456362,0.07157458591756705,0.011880741345528198
HALLMARK_TGF_BETA_SIGNALING,0.030551442614848053,0.04325445703865079,-0.02257760000948588,0.08122909488780575,0.02482434233446064,0.05838275245844019
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.01925301641905666,-0.037702096776461254,-0.07843550284715685,0.048012472617356736,0.0069015102450014,-0.019759188572070895
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.06891286361322783,0.05383301475764795,-0.0042199208515464985,0.037350869920576665,0.07269039672871566,-0.02970664049897907
HALLMARK_UV_RESPONSE_DN,0.03633801009803665,0.06115961936792967,-0.02025879840781186,0.08324151445099105,-0.04836772775776517,0.05711026354564734
HALLMARK_UV_RESPONSE_UP,0.07946845571155453,0.016299087841558174,0.033128085080585394,-0.03847627246781103,0.0810824334534056,-0.03322320404123489
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.03415345432112765,-0.005285945386798829,-0.00863433469450971,-0.009953430845943698,0.016840474762158903,-0.012238354996368713
HALLMARK_XENOBIOTIC_METABOLISM,0.039736716650656624,0.04749704482392288,0.004823376285968958,0.018778242188351814,0.07591289650400024,-0.009073455379827752
