,UKF266,UKF275,UKF296,UKF304,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.004521054027515355,-0.0017114508558972975,-0.004632383175701667,0.04910912403251433,0.08640683739785386,0.011219623619619234,-0.0425392351709027,0.09169323954904457,0.058087631770233045
HALLMARK_ALLOGRAFT_REJECTION,-0.0642699000273437,0.07424971916099758,-0.014390510361316475,-0.013494429150485541,0.01309159151929279,0.04172251700835383,0.043482396708169974,0.06064463179465609,-0.059205997454884286
HALLMARK_ANDROGEN_RESPONSE,-0.029577886996370237,0.05587310883763556,-0.045004981828494536,0.03917828605728359,-0.03275009074721873,0.006134815362636899,0.022843446002634302,0.05401257244839909,0.0054681659466394045
HALLMARK_ANGIOGENESIS,-0.006788536308060996,-0.06992792595322637,0.0029992899420906976,-0.03262177356655559,-0.08921602877985334,0.030404015488460452,-0.00895072499522691,-0.07178401656991572,0.024364720359749358
HALLMARK_APICAL_JUNCTION,-0.03194916928661344,-0.014431802171599712,0.010538679548121937,0.09254716727538254,0.08782504792677871,0.001695974627224914,-0.020361081251756046,0.09604824739345393,0.04619696352505069
HALLMARK_APICAL_SURFACE,-0.012503710593104563,0.054874415533049045,-0.012414940381759627,-0.03010861569640871,0.09954692146697222,0.004235154372050838,0.020373552290178794,0.0714099362405503,-0.03154814972468744
HALLMARK_APOPTOSIS,0.026738660742271603,0.02029785035170717,-0.048119348043903096,0.07070576543393609,0.07728231271380046,-0.052024646734338716,-0.06932611513690529,0.0018360136001306362,-0.0031972614636491216
HALLMARK_BILE_ACID_METABOLISM,-0.015887585394375122,-0.05098053130218278,0.020556504848763278,0.036656782039017705,0.05241682416173201,-0.006948466828766498,-0.02019734382037683,0.06383386462268006,0.03379355609696904
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.025604292648372825,-0.0978592171375607,-0.015658577384166063,0.015897969165809017,0.10132635516163609,0.02183381162780929,0.01714890152056472,0.08560207663262596,0.08809488913123523
HALLMARK_COAGULATION,-0.04564492625592331,0.0011877219869120693,-0.005391204555365153,0.013870716744860742,0.09552976157505141,0.0017041955260539573,-0.02593747235437757,0.029733593605411678,0.052462934037579366
HALLMARK_COMPLEMENT,-0.021292271055134118,-0.01660507548630302,-0.030772570273482108,0.029439261488696813,0.06449730249460649,0.01821812277468342,-0.04892401845905063,0.07020665748612782,0.10431235960602693
HALLMARK_DNA_REPAIR,-0.01922479859152119,0.020979867287109592,-0.0016705441830719516,0.12623891544508023,0.08116839951794722,-0.0034401550697625437,-0.008966448055291707,0.1115157581758035,0.03690525842835402
HALLMARK_E2F_TARGETS,-0.035571975824480025,-0.022146609034978858,0.04277382289245917,0.025560638900543223,0.083463498270173,0.03330075954924329,-0.00034500976345238266,0.0899873315092648,0.030482995384618992
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.052387697851852516,-0.06158680382442724,-0.040103613389877765,0.03697715731242842,0.04976693235025829,0.010077721579505232,-0.040501876132373764,-0.0005330240336304271,0.02610231781112846
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.001856733322243395,-0.047578936423691306,0.004275733953824072,-0.02618813551043723,0.07017950195959916,0.033885006353729444,0.0189665251733364,0.03554461738966172,0.06355171425560029
HALLMARK_ESTROGEN_RESPONSE_LATE,0.008382972260889122,0.030487342885610166,0.01301793152092907,0.05619277849843869,0.0024817824334738433,0.0037368367524847584,0.037096703783111314,0.052467952949913146,0.04097111162196001
HALLMARK_FATTY_ACID_METABOLISM,-0.012174705067631126,-0.008078468746114448,0.007369051475076356,-0.08023337979780969,0.05914539008257323,-0.0075958322230171155,-0.03181873212360006,0.033203113281647864,0.09705154609613786
HALLMARK_G2M_CHECKPOINT,-0.035279178322187174,0.036047532511813606,-0.030780411745082205,0.02768361566755567,0.006621016071988038,0.011697830425590685,0.03944270754994219,0.12166971556953467,0.04448603626411344
HALLMARK_GLYCOLYSIS,-0.022374131782858967,-0.05514316185384814,-0.0006811643214490585,0.026657700163619395,0.08416522224972783,0.03238756163503594,-0.00811503441088808,0.08447472764856692,0.04166096925737934
HALLMARK_HEDGEHOG_SIGNALING,-0.0005356651144296181,0.01176859395724142,0.018195395922327433,0.0007286123879286473,0.07975442892823698,0.017793854021651782,-0.02425365266749359,0.10352211192224006,-0.006387651744275427
HALLMARK_HEME_METABOLISM,-0.014894892855845743,-0.02247422603650887,0.02085918098052443,0.038578581750625666,0.0616141017100576,0.01100257909535922,-0.000935434733845755,0.07755209843136249,0.055949723389624506
HALLMARK_HYPOXIA,0.0020616542759127783,-0.030892360523837776,-0.035454050907866325,0.08538419004516302,0.053852914036980816,0.03649031155403941,-0.06271602900194889,0.014718704641747371,0.04028927036673396
HALLMARK_IL2_STAT5_SIGNALING,-0.038618893528710896,-0.013883789119275526,0.009419834526561163,0.0010753713208302151,0.020161655060851314,0.016797385119772197,-0.0005982874295748125,0.0657318432411496,0.06995944189769042
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.05696336795762169,0.03660335794117412,-0.016681607124423157,0.009001857246693194,0.011362531671986835,0.018538702642289597,0.016120216459856698,0.048781859210101475,0.1337142539143915
HALLMARK_INFLAMMATORY_RESPONSE,0.017300268652063456,-0.04625197403055249,0.010899724419275445,0.030855286738579672,0.0076348950465695425,0.0193988805572396,-0.0696449702840142,-0.007389433017390174,0.07314477288001903
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.03796541483001835,0.06964793388503883,-0.0741800374907311,0.04124785064776492,-0.014606499337425449,0.007830262188964229,0.010562303344205314,0.08668398741687539,-0.02781531502939262
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.02261219710437468,0.029990711977494998,-0.01750199448000236,0.022245265024635377,0.039463788801741104,-0.015681207775527135,-0.0298587563337673,0.00043949371047091897,0.08559052840910161
HALLMARK_KRAS_SIGNALING_DN,0.0023481241906844023,-0.03929395876721068,0.021935169633721205,-0.03302132888988575,0.07061799871950145,0.0354947639046356,0.010813918762694136,0.06391885720677959,-0.029771491909724033
HALLMARK_KRAS_SIGNALING_UP,0.02267658611252942,0.05204673048380283,0.015111277397970527,0.012073847612015867,-0.02134880294211275,0.047953795182309265,0.014955522562587666,0.04673927155015622,-0.03298982123775101
HALLMARK_MITOTIC_SPINDLE,-0.03759990086608523,0.028826784007156832,0.0162278551759862,0.02387866805442225,0.03314041786657337,-0.014308650345582076,-0.0014742789244000256,0.09053310256854323,0.06885913323039608
HALLMARK_MTORC1_SIGNALING,-0.029664891324787234,-0.06062632975878584,-0.03716261681808024,0.007684571844775643,0.00495066955513101,0.07156498432971758,-0.0026032646948902895,0.0471069789873533,0.02753340834751839
HALLMARK_MYC_TARGETS_V1,-0.04498592688224663,0.05096777319756193,0.03213252016182873,0.0340532780404831,0.06863833319345006,0.0019937566948487594,0.029163176779003666,0.11364863509512729,0.06668826951618945
HALLMARK_MYC_TARGETS_V2,-0.05924565330989132,0.04156770910901147,0.013592454737599572,0.04199737862030847,0.03940094784834814,0.0028419071469204696,0.02038360568279794,0.07076886350690001,0.04638606353576035
HALLMARK_MYOGENESIS,0.005134098571178288,0.01719226002289455,-0.021825182317240774,0.032120920107932945,0.08526557773289378,0.05471384028943142,-0.04204880522025722,0.04933266378666518,-0.01881155174989343
HALLMARK_NOTCH_SIGNALING,-0.04610943068252523,0.009546536932933076,0.07526735002051434,0.0678670707871244,0.1199844042290825,0.019711885682267106,-0.0018988433578564382,0.11668572288082746,0.04843079695409551
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.009380375659302434,0.02376515346192752,0.015159838898614426,0.042114491622714356,0.056401952857235045,0.04092828861525534,0.0473702471176323,0.11764274533608238,0.0053972820053461365
HALLMARK_P53_PATHWAY,-0.047641454272658236,0.011148958177806399,0.02141453796749844,0.03831216308266072,0.07148187229494818,0.015247320250986185,0.02147246336452337,0.08097315359086146,0.03859286506616025
HALLMARK_PANCREAS_BETA_CELLS,0.006160160426192939,0.02387930834476681,0.04144429170809102,0.0014206951813984627,0.041279002248353576,-0.00798836574753399,0.018775880514890844,0.11445978113007832,-0.000849900284120541
HALLMARK_PEROXISOME,-0.02902294160666089,0.02949794402408782,0.02129237082828758,0.07433374457835601,0.015879456849414726,0.006033301656668152,0.009050561130488853,0.05346511196445352,0.06824806838621254
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.04411695174129129,-0.05980415486903243,0.004162240872344083,0.06926607602627691,0.0814998729115147,-0.0004049352462134507,0.055932296061095434,0.12747312142639142,0.03536337678636187
HALLMARK_PROTEIN_SECRETION,-0.027422252081670154,-0.00674354141841805,0.016562658377974025,0.04942260408729222,0.05663837860681896,0.0034464215058738652,0.01258243317207467,0.1035586759876298,0.04318420784214801
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.04836678011534765,0.0828360441848962,-0.03361630236164775,0.013157422366589405,-0.00965093700475703,-0.021902764816587053,0.0355912992950007,0.09535564906942262,0.06801932197205199
HALLMARK_SPERMATOGENESIS,0.018697716356128408,-0.013504306415761533,-0.0455315222557915,0.00034940972028705517,0.05752212514239255,0.02007615147022668,0.013109358238736303,0.12073945702702649,-0.0076240157495852945
