,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.0033880996048588187,-0.016690507981318093,-0.04548147518011698,-0.025432595675331484,0.007475268507078636,0.010737492673184836,0.03109172084039949,0.1425761488682119,0.07924393045387829,-0.028880688859902703,-0.056096435955029327,0.03712294987161509,0.03435347294672015,0.032999608301692594,-0.01969491751919143,0.0009624369470335823,0.1448421422607359,0.0854056313824438,0.005540080277564519,0.011222369546400142,0.08102278525283495,0.14568775620552096,-0.04784350615307554,0.06260000946112214
HALLMARK_ALLOGRAFT_REJECTION,-0.01629602253383399,0.03699555687786888,-0.042533419621068325,-0.0038512930696553795,-0.005578984843709758,0.08291878076662716,0.032198124895717974,0.19595415588343748,0.04343771972572294,-0.016243864837657187,0.04973205031548887,0.0215636707457072,-0.02271114097618083,0.04597748679504676,0.022374084138155014,-0.012781085238897328,0.0302507569138209,0.12506644959804758,-0.0612487234977969,0.010333022422370775,-0.0012963195950355512,0.02625595315635931,0.03432946763460973,0.04180505168861623
HALLMARK_ANDROGEN_RESPONSE,-0.017295735959177216,-0.04131056120079168,-0.035838081662038675,-0.020666062251903,0.07288795451693601,0.04334318593328323,-0.006135424395301442,0.1440007072653076,0.04735848241550973,0.04256165137458308,0.027698243064271745,0.053860878848498724,-0.011213388418386485,-0.037210143267408215,0.037542167805562965,0.040512217207769666,0.08273363897975682,0.07261156435557756,0.030594466700850743,0.019896419785842893,0.04589672450866223,0.14468806477010512,-0.05268049478035773,-0.01990436474511075
HALLMARK_ANGIOGENESIS,-0.030913931027892375,0.0496325062320198,-0.013513933660637321,0.044023835779501114,0.03673318524327924,-0.027179958676723386,-0.01708978009736479,0.24184535641818267,-0.06555855847900036,-0.062169871697895514,0.06619829115611696,-0.0010607390394949882,-0.0922875667397785,0.010916422140561065,-0.04566160241839947,-0.02743308248921345,0.011268177973752081,-0.04479588768759366,0.013623137986654484,0.01694709166905884,-0.028227510695969224,-0.021471692634660876,-0.18155499846600182,0.03653627779062417
HALLMARK_APICAL_JUNCTION,-0.032579387321136646,-0.027934113533614153,-0.048729872417317945,-0.019614246209618567,-0.05341755362997789,-0.04817033462554429,-0.0003726613733929938,0.21822949071565118,-0.015112800576577108,0.009204038746118727,0.023300535937768978,0.026789969748884465,-0.02694822960113723,0.03738420815716044,-0.004025014178725063,0.03404110145565376,0.14272828100580295,0.060443524650986895,0.011321490811718614,0.010382762765824454,0.07126193758949946,0.11675480050513211,-0.07658942497253429,0.105722382633341
HALLMARK_APICAL_SURFACE,0.023901543524134754,-0.02011465090083791,-0.06213436593001345,-0.04765405388859758,-0.06077565395142329,-0.05021427669052803,-1.7387752995024923e-05,-0.08628841491937723,0.05556467167926779,0.051541812776917835,-0.10647726764578207,0.026504918621987016,-0.06589953311935885,0.0904226682570445,-0.04154053640205262,0.08014491270432493,0.10560072885858796,0.08242748512100814,0.012731532147329267,-0.05530571036621237,0.011754168600539978,0.06520521314242517,-0.008393127563799563,0.11305753339655727
HALLMARK_APOPTOSIS,-0.04082807789242921,0.005198719626634499,-0.02399492800960678,0.040995614477497985,0.06902802148120991,-0.05965759190325832,0.057767576947327474,0.05064979413869245,-0.015022163922628489,-0.01751807322281643,0.04614832573507195,0.02647195827147426,0.050751558709146084,0.003839454433854964,0.0696976699470972,-0.043934136470839706,0.030885931683679004,0.02067949358635302,0.00973624334236433,0.07053052570492112,0.027246340366739008,0.007252101090003476,0.03325896676232543,0.02440957107141097
HALLMARK_BILE_ACID_METABOLISM,-0.06486156716806915,-0.09227377510996938,-0.006027930318714015,-0.024433939264638275,-0.007496750533415501,-0.026292187666489008,-0.03299393326339295,0.1746898680825427,-0.027449903899544943,0.00900601816347191,-0.014947759540024728,0.06421437533274299,-0.06591265752104233,0.09475444495232742,-0.003207476291570723,0.04014665774644977,0.08122870787338038,0.06678001144324855,0.05685330662655273,-0.021187131872981442,-0.012164217857320738,0.11735672814345675,-0.06105236819964037,0.01653135178785841
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03689564221691627,-0.08860448023177576,0.06318031789593956,-0.0031268306777233862,0.002843449650134536,-0.04670676168172928,-0.0120289247916287,0.08594815548566571,-0.04479955091475673,-0.0014231802312298278,0.07257018711976941,0.05750530779679485,-0.03660404111349898,0.07998061370770075,0.011764941675924838,0.03771088786566753,0.11638182648043842,0.10622515056393325,-0.021647816132868855,-0.06569598412895626,0.07485792034612881,0.15692294282870195,-0.05034024326175261,0.08572389750973362
HALLMARK_COAGULATION,0.04753561600869779,-0.04879308848045663,-0.10813053894000216,-0.03138381072338741,-0.05341495058638326,-0.007775434066363202,0.01507232993116132,0.16226052961538515,-0.016136800791127382,-0.03940252568987229,0.0814618317686689,-0.010028800024133306,0.009875669599528044,-0.006257991879996662,0.00848899262508785,-0.013716425987905654,0.09890964946273581,0.08960725403682916,0.05988077256649357,0.020913440666640703,0.06519764872956701,0.053158486699863644,-0.06765095770441053,0.013407215479257807
