,UKF266,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.03271438165489322,0.04090864798695892,-0.11448878319172257,0.06126078524443424,0.08957313105769703,0.05294612462675726
HALLMARK_ALLOGRAFT_REJECTION,0.022665023013668396,-0.046516311749544605,-0.04228126255289676,-0.07367324443710209,0.13044834953680226,0.013668063705625849
HALLMARK_ANDROGEN_RESPONSE,0.00012347884056656473,0.036358361409986495,-0.10632709769693804,-0.024536076110086028,0.09787324292548608,-0.022199767674875474
HALLMARK_ANGIOGENESIS,0.005086321038378797,0.09492359044779804,0.09211458768076225,-0.011623237475680719,-0.04100656451974281,-0.061843820375036836
HALLMARK_APICAL_JUNCTION,0.04351929271416154,0.11352641203465097,-0.13970006955513123,0.08520552731089757,0.08591805418512684,-0.020419519148326192
HALLMARK_APICAL_SURFACE,-0.017105064170477774,0.08921919583720356,-0.015478040122928383,0.07549183071027955,0.02626987899525354,0.05171389539371297
HALLMARK_APOPTOSIS,0.023071444915012923,0.09076998254292613,0.030358448703401868,-0.01874051116847133,-0.0025930763789692376,-0.024849626434846468
HALLMARK_BILE_ACID_METABOLISM,0.005141864062195656,0.08049542307957208,-0.07819250949231085,0.09023888205074883,0.07067147025350327,0.0534254426036661
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.006623291330255082,0.032737184145485064,-0.08079224455777705,0.10370242292871552,0.08197876815433251,0.024007090212994183
HALLMARK_COAGULATION,0.015615570445496914,0.09474029500816777,-0.03820300290629163,-0.013776882755863883,0.08896366913107523,0.01975876075539858
HALLMARK_COMPLEMENT,-0.026458427791064998,0.13674557923466124,-0.10080684430403254,0.04947435031521371,0.07511221239842564,0.07873591703295243
HALLMARK_DNA_REPAIR,0.01934650389077312,0.08292349282052303,-0.1409746071124734,0.05550479753003679,0.08750020555389816,0.02949692101028821
HALLMARK_E2F_TARGETS,0.011717740532408089,0.06101596736747297,-0.1343434088340584,0.03395979746142218,0.06383294301418657,-0.034808495219743545
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.020063225557627035,0.029595919073463824,-0.04002403329093674,-0.04306940060937094,0.014986908808731358,-0.071855638692431
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.005378506414439455,0.08375169663076658,-0.04416865190603862,0.10056772205972604,0.06691562956617497,0.04331810269261157
HALLMARK_ESTROGEN_RESPONSE_LATE,0.032985281594904076,0.07263928622876736,-0.04632465033887576,0.06332347899728856,0.054260858135041064,-0.0052748704335515055
HALLMARK_FATTY_ACID_METABOLISM,0.02854775669110495,0.0027463817175380615,-0.025951188862147357,-0.023978187090947237,-0.04464347086834022,-0.013242631919440896
HALLMARK_G2M_CHECKPOINT,0.03617072988978435,0.0929428792485551,-0.05361065353277095,0.021600609570162736,0.04583771275796982,-0.0010570431026492811
HALLMARK_GLYCOLYSIS,-0.008266119728071425,0.07606734788257499,0.014467468744297779,0.038064776061769154,0.006795814894312925,-0.03179191721851747
HALLMARK_HEDGEHOG_SIGNALING,-0.008948772355875101,0.05777165539028313,-0.07487395982849737,0.0651192505247239,-0.0008372195762469584,-0.0020951397958064544
HALLMARK_HEME_METABOLISM,0.03950541277994888,0.12352929451880319,-0.06262600930147867,0.06686141254954722,0.0883922559157246,0.07214115074514564
HALLMARK_HYPOXIA,0.018401213184913816,-0.02741071470850637,0.014817590241503916,0.026140356578740403,-0.10428503729733418,-0.06672784384525816
HALLMARK_IL2_STAT5_SIGNALING,-0.03022825026622508,0.1906397595478185,-0.07514781304815273,0.07563076683929257,0.08899052070949193,-0.0028303031330915553
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.004740574114107137,0.07522785303864168,-0.10596364873575698,0.05171602783142699,0.055039734277819205,-0.05691730987170456
HALLMARK_INFLAMMATORY_RESPONSE,-0.027710908922685393,0.11272853395090748,-0.04052439772789037,0.004266060759085826,-0.056468167399724635,-0.030360943685988222
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.006976216818399874,0.04089592935130838,-0.0863682461646529,0.007070400543243863,0.11012462301491176,0.049477263520294704
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.012096164663384002,0.11506800584895949,-0.1129155189355939,-0.04906992162950621,0.05817180941174917,-0.021672223946152133
HALLMARK_KRAS_SIGNALING_DN,0.033039000838405504,0.13032844352998393,-0.09068557624272817,0.08366046126116651,0.06936670777058584,0.09415787596752513
HALLMARK_KRAS_SIGNALING_UP,-0.04502415830180101,0.12394993959957853,-0.09868000596154658,0.07218695468200781,0.1116265518382593,0.06719159763964362
HALLMARK_MITOTIC_SPINDLE,0.015273056274679104,0.017205566982911757,-0.027976373281416007,0.09459005421728787,0.07714340915053441,0.0398913588147151
HALLMARK_MTORC1_SIGNALING,0.014776082995041866,0.017809183048326287,-0.01999989165944606,-0.0053463199845898805,-0.020495528352423048,-0.03794629353119494
HALLMARK_MYC_TARGETS_V1,0.04680608080209515,-0.028407332289455783,-0.1379532587818954,0.03900725519146538,0.07876597738070541,0.010476404846831414
HALLMARK_MYC_TARGETS_V2,0.06221967786213384,0.08491754993506592,-0.07290469063402583,0.007053253742219154,0.06441712996644988,0.007063559681354784
HALLMARK_MYOGENESIS,-0.053478974157508,0.0958730322730437,-0.14318294673841508,0.05975453085737764,0.1098709740230864,0.057312610685392625
HALLMARK_NOTCH_SIGNALING,0.006776166629853221,0.06716425966653722,-0.09311225468951236,0.04455265270274523,0.08287227703711485,-0.017733873025903797
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.004383490269716829,0.0535824223273901,-0.1491652856867823,0.08007383442197424,0.08093255186794465,0.04219345688978775
HALLMARK_P53_PATHWAY,-0.005946319161065438,0.06613322822620006,-0.11490900469994474,0.055816005665794644,0.056173539678551286,0.05459888506094121
