,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.001518390246081072,0.023567049766962504,-0.005389192097351548,0.044870790220663745,-0.00038772023089215607,0.14796836215083684,0.06985960344047402,-0.050442933732908965,0.10365736475402099,0.0860199323288617,0.06741036260435171,0.029968302627041705,0.10890126205663786,0.09872356230522623
HALLMARK_ALLOGRAFT_REJECTION,0.011704377209108757,0.029268978990329455,-0.012557247491744146,-0.0019436140455149468,0.07624521538264444,0.16608853352570443,0.0800392718276523,0.018146261706157112,0.11617130704329807,0.039455232000227686,0.02580960503146219,-0.06442331410799419,0.025127493324161764,-0.0859499966249771
HALLMARK_ANDROGEN_RESPONSE,0.06508977068603482,0.015067611754953837,-0.009410441059666921,0.04570820718337009,-0.007196341990245082,0.15766550124831402,0.03390064165027187,0.026597330703726815,0.10777358189174496,0.07964728423636218,0.0614043316247165,0.021484722989685144,0.0951376760783645,0.06214030084588851
HALLMARK_ANGIOGENESIS,-0.014961637588009537,-0.05650714449928588,0.04100045066833826,0.07935036998920501,0.02164664931938212,0.17683657831243169,-0.08054725676802875,0.009957283214429737,-0.07691172619815215,0.07616778327552527,-0.01358392119645168,-0.007583786971829741,-0.01806972210717983,0.04842321892568024
HALLMARK_APICAL_JUNCTION,0.018267355980262273,0.05815352340282628,0.009474697699495249,0.09403031183870819,0.04486948897290269,0.16363019759596276,0.03521528749217137,-0.026064107607852292,0.1125574819827506,0.10102903366414227,0.053884549542156955,0.029682959478917307,0.08884263507933005,0.08024991684850653
HALLMARK_APICAL_SURFACE,0.08731716940808117,0.058345859778803175,0.011392619942103133,0.007806459739157202,0.0004028873019513076,-0.08486409943803305,0.04665756750503937,-0.02232312220249899,0.112016347820573,0.06928762183759679,0.0842041054563308,0.07849863626075664,0.04782449646231899,0.05413529712305723
HALLMARK_APOPTOSIS,-0.003934374566409045,0.009520261030203044,0.029117824056770457,0.027752631734595853,0.044795595792739853,0.03889860640013348,-0.04646507503260678,-0.014064010294163605,0.023515405922274496,0.023174257737088196,-0.010412825598986522,0.035908776678356694,0.040147165834497255,0.046553427562110075
HALLMARK_BILE_ACID_METABOLISM,-0.016339823053035406,-0.01009175255471612,-0.03726115438476027,0.02630677381570505,-0.012254298606167599,0.15392914294523843,-0.0291994444389553,-0.017171103278839597,0.08442547470914573,0.10506400659080435,0.0574425517604549,0.04674628935934784,0.1087477552251096,0.13473962315378904
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04411276228036213,0.03680381297639041,0.019143013058782538,0.04171605369931105,-0.027065101620462603,0.1139134877813087,-0.01992066054720459,0.0007561762607143917,0.09977644226216367,0.06356151059366054,0.04088093986541371,0.07328569119089876,0.11638735635352422,0.1715356574768908
HALLMARK_COAGULATION,0.03824826636744655,0.08759093750109342,0.007780817574366236,0.03868305127952229,0.06841351760250507,0.1376787290090276,0.045821072319006145,-0.028215785709599685,0.07774816741519132,0.10753228794414112,0.041508061376855636,0.0190425645956898,0.06996256252343722,0.12123825290289873
HALLMARK_COMPLEMENT,0.027991181249373352,0.009024280601748905,0.03349671166506823,0.016984687157447144,0.017541296687931134,0.17668871655180185,-0.04260485109447618,-0.016002116277862685,0.09706001096746525,0.06881681515368439,0.04969201805305255,-0.0025539536680989597,0.13186573297169343,0.013350397701771759
HALLMARK_DNA_REPAIR,0.050278970104979594,0.03384943479184022,-0.0033747663550429794,0.08208946828232588,0.043850351382319186,0.19747697354388596,0.05897927671483925,0.013725594654855773,0.1309374660082989,0.09433688781342726,0.03956827919186496,0.05847313895562987,0.13312016782999936,0.12477609396185381
HALLMARK_E2F_TARGETS,0.05096525745334645,0.06364754758242012,0.01641310088330347,0.02318380290158397,-0.01149136119071412,0.17848943511907756,0.008608402928262584,-0.006256232225772559,0.06516862435936681,0.11825119413011763,0.07510082473238593,-0.05183564347378201,0.0805727397966121,0.16063843652951398
