,ZH881T1,ZH881inf,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.00810618781857069,-0.006931938694790564,0.07064483582292509,0.041808323924935706
HALLMARK_ALLOGRAFT_REJECTION,-0.03253514653394275,-0.009600305894152256,0.027799721622653185,0.08270327751613242
HALLMARK_ANDROGEN_RESPONSE,-0.0556908889917859,-0.0271752153550977,0.08855164304634729,0.052974146690067635
HALLMARK_ANGIOGENESIS,-0.017060783636373908,0.026525905480095462,-0.031052494282574547,-0.0825322519443191
HALLMARK_APICAL_JUNCTION,-0.027614178291984634,-0.02008548436653947,0.08162964234376803,0.13104897371683472
HALLMARK_APICAL_SURFACE,0.04113350504833333,-0.015289619533753187,0.09497578937895797,0.04644271383050351
HALLMARK_APOPTOSIS,-0.038907403265264005,0.024644961528213626,0.04739012006793943,0.1475702413861194
HALLMARK_BILE_ACID_METABOLISM,0.045067620423501695,-0.09458085728449962,0.07631301345579657,-0.06990890302417316
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.046994855063037654,-0.007972489586602209,0.07152685391798295,-0.015983561297182435
HALLMARK_COAGULATION,-0.06428448786859936,-0.07887889989910424,0.058229405347100464,-0.07446863068396042
HALLMARK_COMPLEMENT,0.004385547030808361,-0.04069775369115822,0.05467814653596505,0.1060105667605406
HALLMARK_DNA_REPAIR,-0.02132867229822141,-0.025448634924234742,0.05993665275997443,0.07290885114474055
HALLMARK_E2F_TARGETS,-0.02748736400342026,0.05113602930223491,0.09929952373799682,0.055372914012745765
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.08636464027170522,-0.06252599988977864,0.0395929374397441,0.10023585830212914
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.026899248233992947,0.0012499896121964363,0.07780537316790023,0.012428615041552142
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.020815034012233252,-0.06300733427375176,0.07999058988947157,0.17319013528657887
HALLMARK_FATTY_ACID_METABOLISM,0.054723489252783114,0.02175236634054567,0.005168819740588788,0.05689092020643084
HALLMARK_G2M_CHECKPOINT,-0.04089881898039828,-0.02711444272131462,0.058588998008874904,0.11097963701068048
HALLMARK_GLYCOLYSIS,-0.0037301072403034415,0.0176415513974539,0.07300601395106268,0.08959008818725671
HALLMARK_HEDGEHOG_SIGNALING,0.03114133304934247,0.03433932235403384,0.030874284116983036,0.19172247941041187
HALLMARK_HEME_METABOLISM,0.03161212259199734,-0.00883669500077491,0.07622094917430927,0.09930682502039918
HALLMARK_HYPOXIA,0.02104202558619381,-0.04667455144990214,-0.005080575884653776,0.09162757118752514
HALLMARK_IL2_STAT5_SIGNALING,-0.0712658973751852,-0.01038677527252154,0.05742601697445308,0.015176623327470426
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.003310887774541256,-0.029590858800651897,0.055983721510668376,-0.14178567777450776
HALLMARK_INFLAMMATORY_RESPONSE,-0.056311223353832,0.06527809273548486,0.0451611112653885,0.09912612527482673
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.03503151361623857,-0.015087846139914561,0.11463120465272282,-0.0031723721698799084
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.08502969118666077,-0.047180944233212285,0.04291184768296453,0.06371917580203001
HALLMARK_KRAS_SIGNALING_DN,0.021368787071155606,0.013049780180667075,0.06338916770688274,0.07728514791466279
HALLMARK_KRAS_SIGNALING_UP,-0.01574688356230606,-0.031664673368007074,0.07810969072388517,0.10058837334798508
HALLMARK_MITOTIC_SPINDLE,0.008183384866241731,-0.050697060456235565,0.10527527825005688,0.058353250542971496
HALLMARK_MTORC1_SIGNALING,-0.014851763565900544,0.057966780530566794,0.022167740165839698,0.13117118419758791
HALLMARK_MYC_TARGETS_V1,-0.013376241502265145,-0.04795930142743406,0.04496825299378,0.09788167773266067
HALLMARK_MYC_TARGETS_V2,0.011668123065282532,0.03402481194342482,0.054399330864245435,0.04203356106568841
HALLMARK_MYOGENESIS,-0.009526527058714606,-0.029708305009067244,0.08054425436979465,0.029440534428260317
HALLMARK_NOTCH_SIGNALING,-0.02359528262279529,-0.01077230166808296,0.08226025033970182,0.06481683256480997
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.007081163410734614,-0.030625351334599135,0.05226200357568813,0.12437667304141051
HALLMARK_P53_PATHWAY,-0.015434947624086873,-0.09265404168115651,0.05385033933707417,0.06913276446479637
HALLMARK_PANCREAS_BETA_CELLS,0.019074561724728618,0.010485874539035466,0.05258580602692817,0.15027491332223913
HALLMARK_PEROXISOME,-0.005164189163621476,0.07776126607106039,0.0235456596467223,0.08602056486028187
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.009715329484091146,-0.0008782212747072317,0.09845382795828465,0.15899861596221787
HALLMARK_PROTEIN_SECRETION,-0.009858437948110756,-0.01840009217573905,0.0783925704004712,0.05837245081640162
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.04475002126088439,-0.05005853531757351,0.028587999378562084,-0.12139347374548053
HALLMARK_SPERMATOGENESIS,0.023703903522860798,0.06946851707893953,0.057966741303711954,0.08468559469222672
HALLMARK_TGF_BETA_SIGNALING,-0.01568654813300974,0.016253706215242168,0.09088530686112406,0.05546546031783955
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.04572541082028944,-0.020079778338706895,0.004788096573311872,0.002554804506235372
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.025344880416883778,-0.04932482950982471,0.05255945886444766,0.07511365786461856
HALLMARK_UV_RESPONSE_DN,-0.038873391905170404,0.06946772648472177,0.07019063579563348,0.040183786651164885
HALLMARK_UV_RESPONSE_UP,-0.0052321486567414935,-0.009956975600765205,0.06720867693698654,0.04525685426921548
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.01117416760541406,0.02338279504638051,0.07769792714269975,-0.0942272750478229
HALLMARK_XENOBIOTIC_METABOLISM,-0.006378884368579703,-0.01813912733655288,0.0854625063897208,0.09869881636177856
