,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.07008277201171058,0.07569993959333461,0.15916767003053825,0.10790925250017783,0.09978793332219706
HALLMARK_ALLOGRAFT_REJECTION,0.03132150623978933,-0.03794208118278491,0.03558654477615482,0.022203238645866128,0.10910295673415132
HALLMARK_ANDROGEN_RESPONSE,0.09785322906258652,0.08799048453105061,0.15049325045368844,0.04540810810910939,0.06055433829060723
HALLMARK_ANGIOGENESIS,0.0005058085341888667,0.05855083915290648,-0.0662605796854449,-0.05280440724735887,-0.09119213504215874
HALLMARK_APICAL_JUNCTION,0.11944339468256572,0.15341189045184447,0.17354653881037876,0.10271708674268981,0.07233945560513345
HALLMARK_APICAL_SURFACE,0.08265471751258283,-0.03213346070986163,0.08940355064565596,0.09909825785700846,0.029976674704712523
HALLMARK_APOPTOSIS,0.03986021889826426,0.12057770029550678,-0.0544670102930772,-0.031321469285163356,0.02482141793091586
HALLMARK_BILE_ACID_METABOLISM,0.05398752564176728,0.060553805466827364,0.1196648097801766,0.049976685920542885,0.06892141504437609
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0440748830627076,0.15938568117920007,0.11107031609501322,0.07788234030085507,0.058071135222406235
HALLMARK_COAGULATION,0.1287492934054926,0.04041640206488565,0.06709933349889936,0.0699222696824769,0.09960731859417038
HALLMARK_COMPLEMENT,0.01308427068593318,0.07174635144243081,0.0843357098326641,0.043891778167986145,0.05957481909649312
HALLMARK_DNA_REPAIR,0.05192247498105361,0.09633161870498834,0.18744504986995264,0.08891898375140028,0.11386004933977475
HALLMARK_E2F_TARGETS,-0.0741007077034256,0.02846713149277151,0.02101572258414402,0.0622813891887708,0.07498428391070175
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.1063370272139609,0.1162640395369363,-0.04894602138694818,-0.06538600009435612,0.04884403236833855
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.1390767297062513,0.14033072959424295,0.08191810171240863,0.08746055572542862,0.09705226953937557
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.016210144788730993,0.00835297615831093,0.15600637667819653,0.04058307930020886,0.07368368249545662
HALLMARK_FATTY_ACID_METABOLISM,0.11101826255938949,-0.013871595151959872,0.009375882126757497,-0.010975857537443477,0.04557338522350141
HALLMARK_G2M_CHECKPOINT,0.045419447628494175,0.05930020791556573,0.007295456415469473,0.039497865525357216,0.051897059657930476
HALLMARK_GLYCOLYSIS,-0.012543421004251116,0.10068616336973073,0.09031348478909813,0.07233710245469345,0.08263148851079917
HALLMARK_HEDGEHOG_SIGNALING,0.08865528359331201,0.08937040263647729,0.02736123142105009,0.0561717197219368,0.06951394348502662
HALLMARK_HEME_METABOLISM,0.07991991522868178,0.07677011352468069,0.1603506351792061,0.08679738941822969,0.08913203637291928
HALLMARK_HYPOXIA,0.0630340196170772,0.014881632871251261,-0.0007647842919997431,-0.03037726783113862,-0.030447645427712028
HALLMARK_IL2_STAT5_SIGNALING,0.06856740004353791,0.07918765826697988,0.1216859487978892,0.05207290565407244,0.060143277530687676
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.049057598405304235,0.06400287422828525,-0.03293442351150533,0.016835697459899615,0.05532757963418937
HALLMARK_INFLAMMATORY_RESPONSE,0.058252309804667085,0.06459010588281636,0.016182119271379664,-0.0006500279352064606,0.005137457696880459
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.027479115862881043,0.023382016307434715,0.1256817234791045,0.07069262505748233,0.09507145162827753
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.15047925169740473,0.045234273449505806,0.009509121966886674,-0.022358489095599968,0.05509373242017321
HALLMARK_KRAS_SIGNALING_DN,0.0831421484444985,0.07448831570140804,0.13842196410526442,0.07894429450336081,0.11373116446610425
HALLMARK_KRAS_SIGNALING_UP,0.03718861842561248,0.11282719417345874,0.09771154633411219,0.08530499923764813,0.0851226179276515
HALLMARK_MITOTIC_SPINDLE,0.10515683425143615,0.13126429203999948,0.0866032160585056,0.08123339412959076,0.08475773352940243
HALLMARK_MTORC1_SIGNALING,0.15379887084343732,0.059457332159143256,-0.04755581003316922,-0.04412135815178138,-0.019039813540317127
HALLMARK_MYC_TARGETS_V1,0.021494518002340857,0.08325441728387968,0.17437539399619043,0.09145620600763044,0.0707737785439161
HALLMARK_MYC_TARGETS_V2,0.03495953573897771,0.06679100769627579,-0.03506362732366448,0.07392740393609083,0.038647535479907326
HALLMARK_MYOGENESIS,0.10439764442484088,0.10361066128354024,0.12729819502718323,0.0794581172583157,0.08525123841255537
HALLMARK_NOTCH_SIGNALING,0.07284471622734552,0.11699925967102695,0.14470785602142525,0.08182956834339199,0.11403489932981983
