,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,UKF334,ZH1019T1,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.027406557568725808,0.02475500653498184,0.14412184045311546,-0.0013437953570707502,0.04902000342224621,-0.07135398596475828,0.020824731031851576,-0.0018666804142330742,0.026795367448796417,-0.054341543322315965,0.05794971335951292
HALLMARK_ALLOGRAFT_REJECTION,-0.008768191669092566,-0.003514806012912816,0.0458297720818361,0.011537788411377144,0.08580180966787108,0.02416436698119908,0.06483378138480335,0.06160753767568291,0.08408026071083091,0.008731123730950441,-0.015076747017859321
HALLMARK_ANDROGEN_RESPONSE,0.028851852785392516,0.034805764447636785,0.12206614699231964,0.07021305085710716,0.0966775646500417,0.00794656507034845,0.04553248096910618,-0.021372670253667157,-0.04629792825460222,-0.0032291349663800244,0.01581770505252659
HALLMARK_ANGIOGENESIS,0.028119689569353856,-0.03695011313695121,-0.020069018827443857,0.0293017792969779,0.0824094121368551,0.038072704049727256,0.010670458577515068,0.08212178781091546,-0.008547123047242228,0.021122995241858008,-0.07692355654668948
HALLMARK_APICAL_JUNCTION,0.008650756204306007,0.05500372331978888,0.12910935593774256,0.04467802137166217,0.06786266395531408,-0.033400194412282314,0.04254008325609722,0.019489415656639697,0.04164375215931152,0.01754129719446415,0.007002171920178313
HALLMARK_APICAL_SURFACE,-0.02703107063045658,-0.00734308939722789,0.08515732958083011,0.026612765914859046,-0.03218316507896244,-0.0516818953547352,0.0022085312621705918,0.011120514451857133,0.025811345948379017,-0.035494648863927884,-0.03048587384982952
HALLMARK_APOPTOSIS,0.06421977874203347,0.001054557376867522,0.01389727686049832,0.004374626661245363,-0.01647237906898586,0.01540873969134442,0.0033168146672047137,-0.002462842859380128,-0.05148263664463818,-0.021825278554791078,-0.05139712297872052
HALLMARK_BILE_ACID_METABOLISM,-0.045122791183631175,-0.010314030478967073,0.07665177860859791,-0.03646626671499767,0.05505546877641891,-0.05287979830030075,-0.027692724551382785,-0.03688299675586657,0.05409065618713017,-0.062248477044433585,0.06417939634816153
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05292950156686156,0.041454760172412966,0.11946025804095053,0.04683152959375964,0.08829648556934117,0.02478798861518953,-0.008966033559152816,-0.035745296426540445,0.047419232084905394,-0.02779515859293236,0.04815437468848572
HALLMARK_COAGULATION,0.02230294255244732,-0.029817014507267932,0.04670672835899596,0.020322706973075047,0.10179355805208667,0.012272220424540691,0.05808124805471212,0.07356658023758933,0.02856893395274926,-0.0650892649286913,-0.09024109159572254
HALLMARK_COMPLEMENT,0.019949710767130743,-0.03079805867428361,0.1416271863237476,0.02382992881138085,0.05584918295036809,-0.009605146267404767,0.02814877143304485,0.019414241500232333,0.05495429899483578,-0.04263980672114333,0.06586005286280533
