,UKF243,UKF248,UKF269,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.003995615121358219,-0.01190124354324629,0.08107180401548858,-0.032951097161915806,-0.06931207928865787,0.08266421775303118,-0.02825874022397115,0.14990654318095584,0.1242978410388833,0.04695200036172543,0.23445485034668967,0.16141599555849612
HALLMARK_ALLOGRAFT_REJECTION,-0.021492475371150555,-0.008163108993193514,0.1451708718379438,-0.05706193103155677,0.00944414214215146,0.06883490458908377,-0.05669381690173432,0.08901552648723843,0.071056813311333,0.06232970473177286,0.07938065883844533,-0.13152803524997753
HALLMARK_ANDROGEN_RESPONSE,0.00022987880843298314,0.06240886860484595,0.07204211233276414,-0.03861563801434263,-0.014719067289652193,0.04385622192175317,-0.006624596331458686,0.17399289882967073,0.12319879400938905,0.08041945340650099,0.22969727215101307,0.1376545942238189
HALLMARK_ANGIOGENESIS,-0.05780023230821108,0.10342431301841733,0.1619608739218067,-0.0327999430895072,0.26193039189462514,0.044877933246347125,0.12043498973275328,0.04805721707014605,-0.06036900049884032,0.05954685882523584,-0.08485420555741566,0.09564855716186797
HALLMARK_APICAL_JUNCTION,-0.06568341069231405,-0.010147994215127569,0.14758844591211484,0.0330067241962896,0.021038837127285114,0.07617569888931074,-0.09290201110878316,0.16813032101002384,0.09958133959066585,0.09846674043206466,0.16621016759438967,0.16075614209053152
HALLMARK_APICAL_SURFACE,-0.07384253723220979,-0.026521353538557006,-0.012740967747880909,0.016685333625855392,0.028245683959959824,0.12131183724478933,-0.09360326902739445,0.1719487526205325,0.10132296779630717,0.05394740373135179,0.11921920006219414,0.01275870717070593
HALLMARK_APOPTOSIS,0.022109500112389092,0.018129783022016222,0.0634852996037162,-0.008562785796235654,-0.1043188652213627,0.012332836834664455,-0.00566723465580795,-0.04822091992513544,-0.077217132024133,-0.040027447206793396,0.13075910238077795,0.023710327321859886
HALLMARK_BILE_ACID_METABOLISM,-0.08558535435395262,-0.043369191725842755,0.12296317322902547,0.05245697516998473,-0.08972945672391872,0.11374155564739565,-0.07435983368207645,0.15027748023614698,0.06333539265389734,0.06496787616872288,0.1963456736723931,0.18629839607959808
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0765758687933747,0.01998467511184464,0.04943580722680983,0.016664221780224864,0.0031963889150096736,0.10598714032035633,-0.039771086356197576,0.2173865116380388,0.16181953025788068,0.021929783296552992,0.3144864343712987,0.30603361024438874
HALLMARK_COAGULATION,-0.020684208306716963,0.017923566286842215,0.16152366823766953,-0.06407445600359363,-0.11497117887300348,0.0030960688231601832,-0.1398676413682611,0.1362514552261249,0.08565677539363993,-0.02378343276280585,0.10814895903051945,0.17384346734227482
HALLMARK_COMPLEMENT,-0.04631338640048069,0.0699433409488384,0.15871139693363795,-0.022904879134668092,-0.011642270765174675,0.10321087515662357,0.013048814637781169,0.11088020750032805,0.08628049207265567,0.04655480750407298,0.2716800851009737,0.15010801388387232
HALLMARK_DNA_REPAIR,-0.011391608087448114,-0.015952196334294268,0.09890945350543673,0.016965107719872342,0.0722808513032038,0.15884754867401374,-0.0268205471214369,0.1777138370947919,0.11841358979267914,0.1195685818365112,0.25501092508847323,0.19508857075201264
HALLMARK_E2F_TARGETS,-0.027231354020691843,-0.05487815009910136,0.10003021024052144,0.009941485032574611,-0.019203035253196932,0.08185605179110865,-0.09066346710530575,0.24745844351165808,0.10309324940372881,0.05727309454932247,0.1974456208992444,0.19874603172942823
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.048377879152492045,0.05592216594734317,0.15441968880492413,-0.007941206888116671,0.20277900391204248,0.00922864153263949,-0.09902104720143359,0.03541354191776884,-0.05650022756790625,0.01616023254845755,0.05201787241915743,0.17335051428345322
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.01500742015189843,0.01323808417946287,0.06562113737750011,-0.0037164644101032353,-0.05561865926657519,-0.08667254962213937,0.041002194913447365,0.16636981240553456,0.07291342656835804,0.08778353653947316,0.20605249491629768,0.1583490718857621
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.03743670610907906,-0.02118232371616934,0.06427111298165447,0.03483555212133485,0.19301140344065018,0.13990994206060245,0.0015687569638656736,0.21368199314432954,0.11276526393594175,0.1060921648502335,0.2995666724225806,0.16113286436747787
HALLMARK_FATTY_ACID_METABOLISM,-0.026974796096497406,0.013461090963313015,0.09509711202472103,0.022787099476908955,0.011657201958566147,-0.057317905622787296,0.07885803656342029,0.04729213945210909,-0.011394866099904453,0.05568232932642563,0.18664459099879255,0.1141653526168217
HALLMARK_G2M_CHECKPOINT,0.007833610372344866,-0.008054891268262058,0.08839413411843848,-0.026678338605070285,0.014438110147492654,0.03062101895995444,-0.03720247729044154,0.19622188863079884,0.08998953614170865,0.06781986284947299,0.2680489025991385,0.153609512904418
HALLMARK_GLYCOLYSIS,0.046999527760830315,0.09684297444133558,0.1170335847117599,-0.02223668801647863,0.19169424769213295,0.15826944420599814,0.05868004882034092,0.18430735944617724,0.09575004947430757,0.08208090968699243,0.2996718419375973,0.14134347112467913
HALLMARK_HEDGEHOG_SIGNALING,-0.019212937139909268,0.03078010057205428,-0.09977077968774895,0.0557581993149208,-0.00577658021291783,0.03553127833368702,-0.036726894959716455,0.17627907586332098,0.09873824114509414,0.08408805651996355,0.3020389578260961,-0.08433217888699754
HALLMARK_HEME_METABOLISM,-0.04357030033260862,0.04693938465780951,0.1342500576803589,-0.01607760955455382,0.0873893324273943,0.09478921131765254,-0.004122092700167481,0.17295246513040877,0.12445316215350977,0.08850866960444466,0.23848920821439654,0.08806294682969484
HALLMARK_HYPOXIA,0.050476753841059444,0.08314615501740331,0.016812807348949917,0.02391994082632603,0.3435556262686257,0.09324923161034472,0.1984279918378288,-0.07191822891001365,-0.07961430889917676,0.00025883472735819754,0.14404678273155805,0.167329211091249
HALLMARK_IL2_STAT5_SIGNALING,-0.030461945857535262,0.05951237289799269,0.14128931340350884,0.004896792362398846,-0.06336074437854693,0.1085435918070038,0.03479548825087305,0.204584683775573,0.1408299813635655,0.06986313568036646,0.2696313607346277,0.1983592552251717
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.08816054772409435,0.048709525653171194,0.14234813841796226,-0.023718169794686488,0.13264523865872574,0.09032860381617991,0.10507447551659133,0.20316511075644775,0.16754163173030132,0.022581110086722558,0.28814371579182113,0.19562850209362387
HALLMARK_INFLAMMATORY_RESPONSE,-0.049078393112576627,0.02038446311934867,0.10771654258662147,-0.02515658358840556,-0.06948885002566095,0.09544008724753379,0.05911514320169041,0.08182762344958186,-0.008430099774651836,0.03457827970046145,0.184802425588779,0.11320349152333324
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.01928996894730415,0.024102436061847844,0.13085951768191978,-0.05819782899335449,-0.1018373348861688,0.11682022311934585,-0.11580329629312283,0.18546959352417924,0.11247665261392611,0.030851065486681137,0.12100244955677658,-0.020788219655598236
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.10849489678988014,0.1208193780756938,0.17680879550923956,0.001826365779375767,0.05296480297779986,0.1259816118587894,0.005683325564573544,0.0945906815887696,0.04730800506678543,0.06863392877301397,0.27498576393387547,0.23358772798977764
HALLMARK_KRAS_SIGNALING_DN,-0.040235929183078445,0.04610146094102289,-0.025276128264308983,-0.01610214522744479,-0.0414197241608241,0.050337029004254526,0.054885284069105346,0.17379296659601182,0.10081724773784737,0.12328366947796454,0.2255690417228287,0.027009990794466116
HALLMARK_KRAS_SIGNALING_UP,0.0453761906734109,0.0714433979397842,-0.009004957121892511,0.05744427095046438,-0.08529705360469282,0.07808944877467008,0.03440564510706096,0.23254559740857816,0.15202392743363896,0.097851371825637,0.13231461147156573,-0.10737686990963619
HALLMARK_MITOTIC_SPINDLE,-0.03289218941767784,-0.015237616991956091,0.11414729191638794,-0.010231959527392321,0.015112068847209866,-0.008669381882639094,0.07523119549335261,0.19258088281685506,0.12570023798556498,0.09209155496593821,0.18479781085377406,0.0756897758903643
HALLMARK_MTORC1_SIGNALING,0.02919211065340407,0.0663531146422714,0.1150309926204595,0.04366245270493037,0.2629241481556432,0.07305593647566257,0.1670862311245747,0.11935780386637675,0.011647315974638486,0.05763693100895964,0.23937937504279583,0.14113588104068184
HALLMARK_MYC_TARGETS_V1,-0.01242410282543268,-0.03648185181995615,0.09391857897522478,-0.027639929897283748,0.09722452866835783,0.1376381964576376,-0.04723649784002395,0.1353101975965191,0.15380057317741644,0.10887435814606869,0.2685611064193629,0.18235227691566344
HALLMARK_MYC_TARGETS_V2,-0.03871987727164201,-0.03715583333510775,0.04196898143917169,-0.07339068696929321,-0.05920906871578563,0.044139588013042026,0.017104766356557236,0.12210069319899525,0.14466905528147,0.031655093858070305,0.14061236779839592,0.20662264167582184
HALLMARK_MYOGENESIS,-0.02678550107519481,-0.012658468810790257,-0.02407175664797295,0.00031704790929577246,-0.14191660480942353,-0.037513078507714834,-0.07753287083843759,0.10475968105685189,0.12688901098670483,0.03421073801026813,0.09009874125958256,-0.04354615770177106
HALLMARK_NOTCH_SIGNALING,-0.01906688229907649,-0.017894407806891145,0.0871804080118522,-0.007914380637163992,-0.055648891747622775,0.0986212807374287,-0.039942754313631985,0.17700789260241526,0.13130136345429425,0.06079523051155581,0.13901115881050183,0.19955260287701843
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.029490699343214605,-0.04446998694829123,-0.01515442985213413,0.002757476731586725,-0.03659690608584184,0.15893341501153785,-0.023954208847615264,0.15294175403223317,0.1348506864905021,0.13162121869840115,0.25189398979355887,0.114387049036392
HALLMARK_P53_PATHWAY,0.026587909324017663,0.019451632500138222,0.13116355852335757,-0.02078206559876179,0.07877074397845026,0.159416178895816,0.02537209280609632,0.12386981865239677,0.12963072459742148,0.10614365583460839,0.23341909919906997,0.17052856101027672
HALLMARK_PANCREAS_BETA_CELLS,0.02842932622614826,0.0018907428782510192,-0.08841407741385267,-0.05971708724983237,-0.06395163233644768,0.15844252464839492,-0.030202481716338114,0.1209824426475459,0.1430149774453657,0.07461805392429738,0.2803632785979315,-0.05611158862217735
HALLMARK_PEROXISOME,0.014607075039721964,0.03857878723848431,0.06462075108106295,-0.04206560525530435,-0.048880048636509126,0.11051835807096416,-0.06748047252781288,0.11517713638903017,0.11233087161458323,0.05333102890577056,0.27184905253330066,0.12904131523952672
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.018837935747926592,-0.02066393837298083,0.02583187764928394,0.027477718744047697,0.019690530154940548,0.10021300992594707,-0.05592990160053653,0.17944667220125335,0.13561993103003087,0.07241611678134323,0.2153312148722388,0.11128826968566526
HALLMARK_PROTEIN_SECRETION,-0.006734414245507694,0.07944950745699673,0.09059809207931743,0.022497768766143084,0.14192792271407342,0.1131204023737745,-0.0007250743594204672,0.21503916818690355,0.14139207570041193,0.11335897569216774,0.27888262120995183,0.12788716704873032
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.026284371391874155,0.10767734642702106,-0.03267910148151854,-0.01633143630536319,-0.10629089587246662,0.04078150205239181,0.1025094329924689,0.12314969294027728,0.1058478948420925,0.048820587953757454,0.27483518588645955,0.08192620865808183
HALLMARK_SPERMATOGENESIS,-0.010581235345367397,0.00042147752279435427,-0.042775941056775346,-0.020395653206638022,-0.13512646707491427,0.0332882983924153,-0.092006903950551,0.18557172553882198,0.13949478190256118,0.1176930186351917,0.24706265689415013,0.012249709555192851
HALLMARK_TGF_BETA_SIGNALING,-0.06787300229325813,-0.011865178629986478,0.12058583564922629,0.015391144981157207,-0.03505777128731985,0.04246667378542309,-0.13302664719675378,0.13248116721049988,0.06365773842204189,0.01944004350223058,0.08777828041865886,0.10971177910467572
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.04452768536894798,0.07064739188180787,-0.03148693787915799,-0.0020237242125416303,0.23581348973904726,0.12134068265602968,0.17506316288189938,0.027422837144638147,0.05446060189600664,0.04641438366112863,0.24468939331986567,0.22493841978566834
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.03319443514764132,0.04862638956806986,0.11404430565103142,0.019495257371155997,0.20512175295604898,0.1527568444768407,-0.08067411719345992,0.1909457351381092,0.12977234489908943,0.12717622727456004,0.24889841830506412,0.1450469683905574
HALLMARK_UV_RESPONSE_DN,-0.04328543274226958,-0.00849367419103567,0.035880230245926514,-0.0022565519911466377,-0.09251841933276245,-0.006613063731660836,-0.030562323254115967,0.12848442169895122,0.09120889979608648,0.015156975448383589,0.10526849193634237,0.12252185267191999
HALLMARK_UV_RESPONSE_UP,-0.007765598784067387,0.015646185327530683,-0.07829652596194996,0.026478284754487526,0.04941752980067527,0.11884155514394554,0.07855368377803512,0.18220228154739584,0.09789844916238306,0.11733123057404314,0.28085816210074166,0.07692160383362502
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.10200170321650813,-0.03033405797047776,0.10215736799329926,-0.02106438762225211,0.08385068382637312,-0.044549213587537155,-0.013170065204348418,0.03429911509302431,0.016591120802156006,0.11845474251672829,0.14330059771648967,0.09103817637378761
HALLMARK_XENOBIOTIC_METABOLISM,-0.027724636905259132,0.07391324809387378,0.03580249495076954,-0.00805736718845505,-0.04561666616671848,0.12406428919371326,-0.036656986004107474,0.14440184199679856,0.10776587730245701,0.037876392388845256,0.26654337789061544,0.18681353139531953
